Date,"crack:(-3, 2, 1)","crack:(-1, 1, 0)","crack:(-1, 0, 1)","crack:(0, -1, 1)"
2002-01-31,-313730.4,-136191.6,-41347.2,94844.4
2002-02-01,-314183.4,-136209.6,-41764.2,94445.4
2002-02-04,-313261.8,-136260.8,-40740.2,95520.6
2002-02-05,-314286.60000000003,-136521.2,-41244.2,95277.0
2002-02-06,-313966.8,-136579.8,-40807.2,95772.6
2002-02-07,-313845.0,-136326.4,-41192.2,95134.20000000001
2002-02-08,-314436.60000000003,-136354.2,-41728.2,94626.0
2002-02-11,-315215.4,-136210.6,-42794.2,93416.4
2002-02-12,-313398.0,-136177.4,-41043.2,95134.2
2002-02-13,-314760.60000000003,-136413.2,-41934.2,94479.0
2002-02-14,-314612.4,-136681.6,-41249.2,95432.4
2002-02-15,-315229.19999999995,-136674.4,-41880.399999999994,94794.0
2002-02-19,-315330.60000000003,-136869.2,-41592.2,95277.0
2002-02-20,-315144.0,-136963.8,-41216.399999999994,95747.40000000001
2002-02-21,-316646.4,-137305.0,-42036.399999999994,95268.6
2002-02-22,-316408.2,-137269.0,-41870.2,95398.8
2002-02-25,-316688.4,-137611.6,-41465.2,96146.4
2002-02-26,-318229.2,-137680.0,-42869.2,94810.8
2002-02-27,-316586.39999999997,-137314.4,-41957.59999999999,95356.80000000002
2002-02-28,-316436.69999999995,-137218.3,-42000.09999999999,95218.20000000001
2002-03-01,-315020.39999999997,-136772.8,-41474.8,95298.0
2002-03-04,-315178.8,-136738.8,-41701.2,95037.6
2002-03-05,-314817.0,-136532.8,-41751.399999999994,94781.40000000001
2002-03-06,-314107.19999999995,-136133.8,-41839.600000000006,94294.2
2002-03-07,-312766.80000000005,-135600.2,-41566.399999999994,94033.8
2002-03-08,-312964.19999999995,-135639.4,-41685.399999999994,93954.0
2002-03-11,-311998.8,-135223.8,-41551.20000000001,93672.59999999999
2002-03-12,-312077.39999999997,-135314.4,-41448.59999999999,93865.8
2002-03-13,-311110.8,-135115.4,-40880.0,94235.4
2002-03-14,-311271.0,-135202.4,-40866.2,94336.20000000001
2002-03-15,-310818.6,-134803.8,-41211.0,93592.8
2002-03-18,-309850.19999999995,-134385.8,-41078.59999999999,93307.20000000001
2002-03-19,-309689.39999999997,-134309.8,-41069.8,93240.0
2002-03-20,-309577.2,-134513.2,-40550.8,93962.4
2002-03-21,-310435.80000000005,-134732.2,-40971.399999999994,93760.8
2002-03-22,-312390.0,-135446.6,-41496.79999999999,93949.80000000002
2002-03-25,-312859.8,-135628.4,-41603.0,94025.4
2002-03-26,-312919.8,-135452.4,-42015.0,93437.4
2002-03-27,-312198.6,-135235.8,-41727.0,93508.8
2002-03-28,-312804.6,-135360.8,-42083.0,93277.8
2002-04-01,-312112.2,-135242.0,-41628.2,93613.8
2002-04-02,-312829.8,-135198.4,-42433.0,92765.4
2002-04-03,-313509.60000000003,-135947.2,-41615.2,94332.0
2002-04-04,-312001.8,-136021.4,-39959.0,96062.4
2002-04-05,-312626.1,-135920.1,-40785.899999999994,95134.2
2002-04-08,-311285.4,-135200.2,-40885.0,94315.2
2002-04-09,-310322.4,-134816.2,-40690.0,94126.2
2002-04-10,-311651.1,-135105.1,-41440.899999999994,93664.2
2002-04-11,-312452.4,-135884.6,-40683.2,95201.40000000001
2002-04-12,-314406.6,-136846.8,-40713.0,96133.8
2002-04-15,-313426.8,-135565.4,-42296.000000000015,93269.39999999998
2002-04-16,-312328.80000000005,-135468.2,-41392.399999999994,94075.8
2002-04-17,-314479.2,-136036.6,-42406.0,93630.6
2002-04-18,-314161.8,-136125.4,-41911.0,94214.4
2002-04-19,-316089.0,-136632.0,-42825.0,93807.0
2002-04-22,-316460.4,-137101.6,-42257.2,94844.40000000001
2002-04-23,-316632.6,-136972.8,-42687.0,94285.8
2002-04-24,-317176.8,-137320.8,-42535.2,94785.6
2002-04-25,-317248.2,-137414.6,-42419.0,94995.6
2002-04-26,-316603.2,-137026.0,-42551.2,94474.8
2002-04-29,-316601.4,-136881.2,-42839.0,94042.2
2002-04-30,-316693.8,-137285.8,-42122.2,95163.6
2002-05-01,-316266.6,-137102.8,-42061.0,95041.8
2002-05-02,-317029.8,-137424.4,-42181.0,95243.4
2002-05-03,-318039.6,-137686.8,-42666.0,95020.8
2002-05-06,-318257.4,-137741.2,-42775.0,94966.2
2002-05-07,-319027.2,-137902.6,-43222.0,94680.6
2002-05-08,-321780.0,-138916.8,-43946.399999999994,94970.40000000001
2002-05-09,-321874.8,-139297.0,-43280.8,96016.2
2002-05-10,-321175.2,-138939.2,-43296.8,95642.4
2002-05-13,-321820.2,-139043.6,-43733.0,95310.6
2002-05-14,-321383.4,-138805.6,-43772.2,95033.4
2002-05-15,-320865.6,-139195.8,-42473.999999999985,96721.80000000002
2002-05-16,-320303.4,-138697.6,-42908.2,95789.40000000001
2002-05-17,-320884.2,-138570.6,-43743.0,94827.6
2002-05-20,-320737.8,-138611.4,-43515.0,95096.4
2002-05-21,-319573.19999999995,-138535.4,-42502.399999999994,96033.0
2002-05-22,-316357.2,-137054.6,-42248.0,94806.6
2002-05-23,-316054.2,-137191.6,-41671.0,95520.6
2002-05-24,-315744.0,-136846.0,-42052.0,94794.0
2002-05-28,-317009.4,-137563.2,-41883.0,95680.2
2002-05-29,-317786.4,-137402.2,-42982.0,94420.2
2002-05-30,-317582.4,-137916.6,-41749.2,96167.40000000001
2002-05-31,-318994.2,-138136.6,-42721.0,95415.6
2002-06-03,-318375.6,-137994.8,-42386.000000000015,95608.79999999999
2002-06-04,-318415.8,-137950.8,-42514.2,95436.6
2002-06-05,-317520.0,-137599.0,-42322.0,95277.0
2002-06-06,-316493.4,-137259.6,-41974.2,95285.4
2002-06-07,-317310.0,-137480.0,-42350.0,95130.0
2002-06-10,-317034.6,-137561.8,-41911.0,95650.8
2002-06-11,-317322.6,-137601.8,-42119.0,95482.8
2002-06-12,-317236.2,-137361.6,-42513.0,94848.6
2002-06-13,-317346.6,-137206.6,-42933.399999999994,94273.20000000001
2002-06-14,-316768.2,-137149.6,-42469.0,94680.6
2002-06-17,-316315.2,-137131.6,-42052.0,95079.6
2002-06-18,-315914.4,-137076.4,-41761.600000000006,95314.79999999999
2002-06-19,-316587.6,-137300.8,-41986.0,95314.8
2002-06-20,-316861.2,-137474.6,-41912.0,95562.6
2002-06-21,-318806.4,-138344.2,-42118.0,96226.2
2002-06-24,-319181.4,-138070.2,-43041.0,95029.2
2002-06-25,-318403.8,-138113.4,-42177.0,95936.4
2002-06-26,-319648.2,-138158.6,-43331.0,94827.6
2002-06-27,-318797.4,-137998.2,-42801.0,95197.2
2002-06-28,-319662.6,-138346.8,-42969.0,95377.8
2002-07-01,-318882.6,-138065.8,-42751.0,95314.8
2002-07-02,-318615.6,-138114.0,-42387.59999999999,95726.40000000001
2002-07-03,-318907.2,-138303.6,-42300.0,96003.6
2002-07-05,-318907.2,-138303.6,-42300.0,96003.6
2002-07-08,-319287.6,-138606.8,-42073.999999999985,96532.80000000002
2002-07-09,-319108.2,-138286.6,-42535.0,95751.6
2002-07-10,-318930.6,-138109.8,-42711.0,95398.8
2002-07-11,-318069.0,-137817.0,-42435.0,95382.0
2002-07-12,-317196.6,-137370.8,-42455.0,94915.8
2002-07-15,-316978.80000000005,-137628.6,-41721.600000000006,95907.0
2002-07-16,-316503.0,-136763.0,-42977.0,93786.0
2002-07-17,-316305.0,-136762.8,-42779.40000000001,93983.4
2002-07-18,-316513.2,-137078.6,-42356.0,94722.6
2002-07-19,-317284.8,-137124.4,-43036.0,94088.4
2002-07-22,-315997.19999999995,-137036.8,-41923.600000000006,95113.2
2002-07-23,-317185.2,-137427.2,-42330.8,95096.4
2002-07-24,-316866.0,-136807.0,-43252.0,93555.0
2002-07-25,-316318.19999999995,-136744.8,-42828.59999999999,93916.20000000001
2002-07-26,-315871.8,-136527.4,-42817.0,93710.4
2002-07-29,-316061.4,-136575.2,-42911.0,93664.2
2002-07-30,-316332.6,-136457.0,-43418.59999999999,93038.40000000001
2002-07-31,-315417.6,-136532.8,-42352.0,94180.8
2002-08-01,-316527.0,-137121.0,-42285.0,94836.0
2002-08-02,-317481.6,-136961.8,-43558.0,93403.8
2002-08-05,-317214.0,-136979.0,-43256.0,93723.0
2002-08-06,-318459.0,-137296.0,-43867.0,93429.0
2002-08-07,-317927.4,-137470.2,-42987.0,94483.2
2002-08-08,-318727.2,-137606.6,-43514.0,94092.6
2002-08-09,-319074.6,-137813.4,-43447.8,94365.59999999999
2002-08-12,-320302.2,-137872.6,-44557.0,93315.6
2002-08-13,-319762.8,-138063.8,-43635.2,94428.6
2002-08-14,-319933.2,-138204.6,-43524.0,94680.6
2002-08-15,-320895.0,-138228.4,-44438.2,93790.20000000001
2002-08-16,-318787.2,-137913.6,-42960.0,94953.6
2002-08-19,-319300.2,-138245.6,-42809.0,95436.6
2002-08-20,-318454.19999999995,-137820.8,-42812.600000000006,95008.2
2002-08-21,-319406.39999999997,-138030.4,-43345.59999999999,94684.8
2002-08-22,-318164.4,-138046.2,-42072.0,95974.2
2002-08-23,-318351.0,-137995.0,-42361.0,95634.0
2002-08-26,-317892.60000000003,-137457.2,-42978.2,94479.0
2002-08-27,-316063.8,-137137.4,-41789.0,95348.4
2002-08-28,-316215.0,-137176.6,-41861.79999999999,95314.80000000002
2002-08-29,-317484.6,-137429.0,-42626.600000000006,94802.4
2002-08-30,-316719.6,-137287.4,-42144.8,95142.59999999999
2002-09-03,-317051.4,-137857.2,-41337.0,96520.2
2002-09-04,-317865.60000000003,-137623.2,-42619.2,95004.0
2002-09-05,-317912.4,-137728.4,-42455.600000000006,95272.79999999999
2002-09-06,-317614.2,-137951.0,-41712.2,96238.8
2002-09-09,-317970.0,-137915.6,-42138.8,95776.8
2002-09-10,-316806.6,-137525.0,-41756.600000000006,95768.4
2002-09-11,-316603.19999999995,-137308.8,-41985.600000000006,95323.2
2002-09-12,-315426.6,-137233.0,-40960.600000000006,96272.4
2002-09-13,-317626.19999999995,-137340.4,-42945.399999999994,94395.0
2002-09-16,-317340.6,-137704.4,-41931.8,95772.6
2002-09-17,-317800.8,-137841.0,-42118.8,95722.2
2002-09-18,-316640.4,-137321.2,-41998.0,95323.2
2002-09-19,-316057.8,-137232.0,-41593.8,95638.2
2002-09-20,-315270.6,-136783.4,-41703.8,95079.59999999999
2002-09-23,-315790.2,-136682.2,-42425.8,94256.4
2002-09-24,-316478.4,-137309.2,-41860.0,95449.2
2002-09-25,-317671.8,-137695.8,-42280.2,95415.6
2002-09-26,-316923.0,-137587.6,-41747.8,95839.8
2002-09-27,-317098.8,-137524.4,-42050.0,95474.4
2002-09-30,-317064.0,-137552.0,-41960.0,95592.0
2002-10-01,-316297.2,-137020.6,-42256.0,94764.6
2002-10-02,-315025.19999999995,-136768.8,-41487.600000000006,95281.2
2002-10-03,-315439.19999999995,-136983.8,-41471.600000000006,95512.2
2002-10-04,-315905.39999999997,-137066.4,-41772.59999999999,95293.80000000002
2002-10-07,-315297.6,-136771.4,-41754.8,95016.59999999999
2002-10-08,-313994.39999999997,-135821.8,-42350.8,93471.0
2002-10-09,-313419.6,-135822.0,-41775.600000000006,94046.4
2002-10-10,-313816.80000000005,-136105.6,-41605.600000000006,94500.0
2002-10-11,-313651.8,-135854.6,-41942.59999999999,93912.0
2002-10-14,-313111.80000000005,-135275.6,-42560.600000000006,92715.0
2002-10-15,-312114.6,-135373.0,-41368.59999999999,94004.40000000001
2002-10-16,-311499.0,-135148.2,-41202.59999999999,93945.6
2002-10-17,-312453.0,-135277.2,-41898.600000000006,93378.59999999999
2002-10-18,-311036.4,-134757.4,-41521.600000000006,93235.79999999999
2002-10-21,-311349.0,-135266.2,-40816.600000000006,94449.59999999999
2002-10-22,-312250.19999999995,-135311.8,-41626.600000000006,93685.2
2002-10-23,-311770.19999999995,-134920.8,-41928.59999999999,92992.20000000001
2002-10-24,-309482.4,-133777.4,-41927.600000000006,91849.79999999999
2002-10-25,-304419.6,-131821.0,-40777.600000000006,91043.4
2002-10-28,-307088.39999999997,-132392.8,-42302.8,90090.0
2002-10-29,-306840.0,-132508.8,-41822.399999999994,90686.40000000001
2002-10-30,-306925.19999999995,-132513.4,-41898.399999999994,90615.0
2002-10-31,-306319.8,-132209.4,-41901.0,90308.4
2002-11-01,-304991.4,-131703.6,-41584.2,90119.40000000001
2002-11-04,-304161.6,-131112.0,-41937.600000000006,89174.4
2002-11-05,-304911.0,-131713.2,-41484.600000000006,90228.59999999999
2002-11-06,-306392.4,-132305.0,-41782.399999999994,90522.6
2002-11-07,-306142.19999999995,-132603.8,-40934.59999999999,91669.20000000001
2002-11-08,-307489.2,-132525.0,-42439.20000000001,90085.79999999999
2002-11-11,-308032.19999999995,-132785.8,-42460.600000000006,90325.2
2002-11-12,-309247.8,-133249.8,-42748.2,90501.6
2002-11-13,-308424.0,-133085.8,-42252.399999999994,90833.40000000001
2002-11-14,-308203.19999999995,-132673.4,-42856.399999999994,89817.0
2002-11-15,-308720.4,-132906.0,-42908.399999999994,89997.6
2002-11-18,-307015.8,-132267.8,-42480.2,89787.6
2002-11-19,-306460.19999999995,-132715.4,-41029.399999999994,91686.0
2002-11-20,-306987.0,-132830.8,-41325.40000000001,91505.4
2002-11-21,-305935.80000000005,-132616.2,-40703.399999999994,91912.8
2002-11-22,-305170.80000000005,-131997.2,-41176.399999999994,90820.8
2002-11-25,-304661.4,-132393.0,-39875.399999999994,92517.6
2002-11-26,-305581.80000000005,-132330.2,-40921.399999999994,91408.8
2002-11-27,-305619.6,-132501.0,-40617.600000000006,91883.4
2002-11-29,-305619.6,-132501.0,-40617.600000000006,91883.4
2002-12-02,-304523.39999999997,-131964.8,-40593.79999999999,91371.00000000001
2002-12-03,-303871.80000000005,-131634.2,-40603.399999999994,91030.8
2002-12-04,-305352.6,-132048.0,-41256.600000000006,90791.4
2002-12-05,-304681.8,-131649.4,-41383.0,90266.4
2002-12-06,-305008.8,-131806.0,-41396.8,90409.2
2002-12-09,-303529.8,-131160.4,-41209.0,89951.4
2002-12-10,-302340.0,-130583.2,-41173.59999999999,89409.6
2002-12-11,-302706.0,-130869.0,-40968.0,89901.0
2002-12-12,-300739.19999999995,-130080.4,-40578.399999999994,89502.0
2002-12-13,-298337.4,-129149.6,-40038.2,89111.40000000001
2002-12-16,-298327.80000000005,-129171.6,-39984.600000000006,89187.0
2002-12-17,-301104.0,-130204.8,-40694.399999999994,89510.40000000001
2002-12-18,-299624.39999999997,-129631.8,-40360.8,89271.0
2002-12-19,-298455.0,-129278.4,-39898.2,89380.2
2002-12-20,-298738.80000000005,-129342.2,-40054.399999999994,89287.8
2002-12-23,-298237.8,-129137.4,-39962.999999999985,89174.40000000001
2002-12-24,-297768.0,-128975.2,-39817.600000000006,89157.59999999999
2002-12-26,-298983.60000000003,-129411.2,-40161.20000000001,89249.99999999999
2002-12-27,-299736.6,-129653.8,-40428.999999999985,89224.80000000002
2002-12-30,-301184.4,-130248.4,-40687.600000000006,89560.79999999999
2002-12-31,-301174.2,-130330.4,-40513.40000000001,89816.99999999999
2003-01-02,-301490.39999999997,-130421.8,-40646.8,89775.0
2003-01-03,-300589.8,-130139.8,-40310.20000000001,89829.59999999999
2003-01-06,-302030.39999999997,-130713.8,-40602.8,90111.0
2003-01-07,-303989.4,-131382.2,-41225.0,90157.2
2003-01-08,-303693.6,-131143.6,-41406.399999999994,89737.20000000001
2003-01-09,-301360.19999999995,-130162.8,-41034.600000000006,89128.2
2003-01-10,-302568.0,-130718.0,-41132.0,89586.0
2003-01-13,-301254.29999999993,-130159.7,-40934.899999999994,89224.8
2003-01-14,-301878.6,-130580.6,-40717.399999999994,89863.20000000001
