Date,"crack:(-3, 2, 1)","crack:(-1, 1, 0)","crack:(-1, 0, 1)","crack:(0, -1, 1)"
2005-05-05,-252667.2,-113986.4,-24694.40000000001,89291.99999999999
2005-05-06,-253855.19999999998,-114250.8,-25353.600000000006,88897.2
2005-05-09,-255733.80000000002,-114846.2,-26041.399999999994,88804.8
2005-05-10,-253527.00000000003,-113920.2,-25686.600000000006,88233.59999999999
2005-05-11,-252997.19999999998,-113488.8,-26019.600000000006,87469.2
2005-05-12,-252454.19999999995,-113678.8,-25096.59999999999,88582.20000000001
2005-05-13,-254898.0,-114640.4,-25617.199999999997,89023.20000000001
2005-05-16,-256146.0,-114874.4,-26397.199999999997,88477.20000000001
2005-05-17,-253714.8,-113974.4,-25766.0,88208.4
2005-05-18,-251501.40000000002,-113308.0,-24885.40000000001,88422.59999999999
2005-05-19,-247546.8,-111994.0,-23558.800000000003,88435.2
2005-05-20,-249284.40000000002,-112630.6,-24023.199999999997,88607.4
2005-05-23,-252578.39999999997,-114005.8,-24566.800000000003,89439.0
2005-05-24,-250874.4,-113331.4,-24211.600000000006,89119.79999999999
2005-05-25,-250969.8,-113591.4,-23787.0,89804.4
2005-05-26,-250761.59999999998,-113726.4,-23308.800000000003,90417.59999999999
2005-05-27,-251458.8,-113613.0,-24232.800000000003,89380.2
2005-05-31,-252276.6,-114027.0,-24222.600000000006,89804.4
2005-06-01,-249880.80000000002,-113414.6,-23051.600000000006,90363.0
2005-06-02,-249297.60000000003,-113654.2,-21989.199999999997,91665.0
2005-06-03,-247588.19999999998,-113302.8,-20982.600000000006,92320.2
2005-06-06,-247572.59999999998,-113922.0,-19728.59999999999,94193.40000000001
2005-06-07,-247201.2,-113771.6,-19657.999999999985,94113.6
2005-06-08,-247086.0,-113316.0,-20453.999999999985,92862.00000000001
2005-06-09,-243040.80000000005,-111952.2,-19136.40000000001,92815.79999999999
2005-06-10,-243920.39999999997,-112379.8,-19160.800000000003,93219.0
2005-06-13,-246930.60000000003,-114014.6,-18901.40000000001,95113.19999999998
2005-06-14,-247216.80000000002,-113953.2,-19310.399999999994,94642.8
2005-06-15,-247847.4,-113616.0,-20615.399999999994,93000.6
2005-06-16,-247727.39999999997,-113143.4,-21440.59999999999,91702.80000000002
2005-06-17,-247731.59999999998,-112822.8,-22086.0,90736.8
2005-06-20,-249537.59999999998,-113585.79999999999,-22366.0,91219.79999999999
2005-06-21,-249894.60000000003,-113510.2,-22874.199999999997,90636.0
2005-06-22,-248594.4,-113186.0,-22222.399999999994,90963.6
2005-06-23,-246645.6,-112659.6,-21326.399999999994,91333.20000000001
2005-06-24,-249048.0,-113121.6,-22804.800000000003,90316.79999999999
2005-06-27,-248447.40000000002,-113011.0,-22425.40000000001,90585.59999999999
2005-06-28,-248752.19999999998,-113123.8,-22504.600000000006,90619.2
2005-06-29,-249762.59999999998,-113805.0,-22152.59999999999,91652.40000000001
2005-06-30,-248520.0,-113851.4,-20817.20000000001,93034.19999999998
2005-07-01,-245173.2,-112628.0,-19917.199999999997,92710.8
2005-07-05,-244001.39999999997,-112069.4,-19862.59999999999,92206.80000000002
2005-07-06,-237370.2,-109219.2,-18931.800000000003,90287.4
2005-07-07,-235237.19999999995,-108009.8,-19217.59999999999,88792.20000000001
2005-07-08,-237867.60000000003,-108682.2,-20503.199999999997,88179.0
2005-07-11,-239891.39999999997,-109286.79999999999,-21317.800000000003,87969.0
2005-07-12,-238426.80000000005,-109168.20000000001,-20090.40000000001,89077.79999999999
2005-07-13,-239788.8,-109448.6,-20891.59999999999,88557.0
2005-07-14,-240819.59999999998,-109788.0,-21243.59999999999,88544.40000000001
2005-07-15,-241908.0,-110296.4,-21315.199999999997,88981.20000000001
2005-07-18,-244503.0,-111308.4,-21886.199999999997,89422.20000000001
2005-07-19,-243175.2,-110478.0,-22219.199999999997,88258.8
2005-07-20,-242316.0,-109703.0,-22910.0,86793.0
2005-07-21,-240435.59999999998,-108603.0,-23229.59999999999,85373.40000000001
2005-07-22,-240501.6,-108149.0,-24203.600000000006,83945.4
2005-07-25,-242328.60000000003,-109406.2,-23516.199999999997,85890.0
2005-07-26,-243940.8,-110051.4,-23837.999999999985,86213.40000000001
2005-07-27,-241129.8,-108869.4,-23391.0,85478.4
2005-07-28,-241641.60000000003,-109191.20000000001,-23259.20000000001,85932.0
2005-07-29,-242292.59999999998,-109182.8,-23926.999999999985,85255.80000000002
2005-08-01,-241819.19999999998,-109300.8,-23217.600000000006,86083.2
2005-08-02,-239536.8,-108171.8,-23193.199999999997,84978.6
2005-08-03,-238866.00000000003,-107591.2,-23683.600000000006,83907.59999999999
2005-08-04,-236994.59999999998,-106792.4,-23409.800000000003,83382.6
2005-08-05,-236290.2,-106466.6,-23357.0,83109.6
2005-08-08,-236652.59999999998,-107055.0,-22542.59999999999,84512.40000000001
2005-08-09,-237486.60000000003,-107638.2,-22210.20000000001,85427.99999999999
2005-08-10,-234156.59999999998,-106364.4,-21427.800000000003,84936.59999999999
2005-08-11,-229855.19999999998,-105017.4,-19820.399999999994,85197.0
2005-08-12,-228121.19999999998,-103767.4,-20586.399999999994,83181.0
2005-08-15,-231462.59999999998,-104970.8,-21521.0,83449.8
2005-08-16,-229305.0,-103877.79999999999,-21549.40000000001,82328.4
2005-08-17,-231957.59999999998,-104937.0,-22083.59999999999,82853.40000000001
2005-08-18,-233800.80000000005,-106037.2,-21726.40000000001,84310.79999999999
2005-08-19,-235060.2,-106335.20000000001,-22389.800000000003,83945.4
2005-08-22,-238663.8,-107971.8,-22720.199999999997,85251.6
2005-08-23,-238818.6,-108183.0,-22452.600000000006,85730.4
2005-08-24,-236021.4,-106945.4,-22130.600000000006,84814.79999999999
2005-08-25,-233175.6,-105523.6,-22128.399999999994,83395.20000000001
2005-08-26,-233568.60000000003,-105709.2,-22150.20000000001,83558.99999999999
2005-08-29,-224569.19999999998,-101995.4,-20578.399999999994,81417.0
2005-08-30,-206539.80000000002,-94844.6,-16850.600000000006,77994.0
2005-08-31,-199616.4,-91639.4,-16337.600000000006,75301.79999999999
2005-09-01,-183171.6,-85714.0,-11743.600000000006,73970.4
2005-09-02,-200907.6,-93276.6,-14354.399999999994,78922.20000000001
2005-09-06,-208434.0,-97072.0,-14290.0,82782.0
2005-09-07,-210283.2,-96859.6,-16564.0,80295.6
2005-09-08,-210899.4,-96421.0,-18057.399999999994,78363.6
2005-09-09,-217426.80000000002,-99194.6,-19037.600000000006,80157.0
2005-09-12,-225883.2,-102066.6,-21750.0,80316.6
2005-09-13,-222601.8,-101084.79999999999,-20432.199999999997,80652.6
2005-09-14,-221145.59999999998,-101145.4,-18854.79999999999,82290.6
2005-09-15,-223909.80000000002,-102426.6,-19056.600000000006,83370.0
2005-09-16,-230872.19999999995,-105287.79999999999,-20296.59999999999,84991.20000000001
2005-09-19,-213285.0,-98638.6,-16007.799999999988,82630.80000000002
2005-09-20,-216045.59999999998,-100104.79999999999,-15836.0,84268.79999999999
2005-09-21,-210268.8,-97491.79999999999,-15285.200000000012,82206.59999999998
2005-09-22,-201821.40000000002,-93567.2,-14687.0,78880.2
2005-09-23,-203484.6,-93521.0,-16442.600000000006,77078.4
2005-09-26,-200100.6,-93315.6,-13469.399999999994,79846.20000000001
2005-09-27,-194305.80000000002,-91003.2,-12299.399999999994,78703.8
2005-09-28,-187931.4,-88742.6,-10446.199999999983,78296.40000000002
2005-09-29,-192682.80000000002,-90602.20000000001,-11478.399999999994,79123.80000000002
2005-09-30,-195875.40000000002,-91950.6,-11974.200000000012,79976.4
2005-10-03,-198517.19999999998,-92633.79999999999,-13249.600000000006,79384.19999999998
2005-10-04,-199023.59999999998,-93016.8,-12990.0,80026.8
2005-10-05,-206223.0,-96438.6,-13345.799999999988,83092.80000000002
2005-10-06,-210278.4,-97835.2,-14607.99999999997,83227.20000000003
2005-10-07,-212272.79999999996,-98789.8,-14693.199999999983,84096.60000000002
2005-10-10,-214063.8,-99951.0,-14161.799999999988,85789.20000000001
2005-10-11,-214579.19999999998,-100311.79999999999,-13955.600000000006,86356.19999999998
2005-10-12,-216912.0,-101137.0,-14638.0,86499.0
2005-10-13,-220436.4,-103024.4,-14387.600000000006,88636.79999999999
2005-10-14,-221837.4,-102965.0,-15907.399999999994,87057.6
2005-10-17,-220026.00000000003,-101893.6,-16238.800000000017,85654.79999999999
2005-10-18,-225306.59999999998,-104087.8,-17131.0,86956.8
2005-10-19,-228337.80000000002,-105631.6,-17074.600000000006,88557.0
2005-10-20,-231003.6,-106796.0,-17411.600000000006,89384.4
2005-10-21,-230725.2,-106280.4,-18164.40000000001,88116.0
2005-10-24,-237607.2,-108423.20000000001,-20760.800000000003,87662.4
2005-10-25,-234004.80000000002,-107506.6,-18991.600000000006,88515.0
2005-10-26,-235905.60000000003,-108637.2,-18631.199999999997,90006.0
2005-10-27,-236603.39999999997,-108827.79999999999,-18947.800000000003,89880.0
2005-10-28,-233910.59999999998,-107324.0,-19262.59999999999,88061.40000000001
2005-10-31,-238938.59999999998,-109035.0,-20868.59999999999,88166.40000000001
2005-11-01,-238868.4,-108558.0,-21752.399999999994,86805.6
2005-11-02,-242394.59999999998,-109907.0,-22580.59999999999,87326.40000000001
2005-11-03,-241516.8,-109517.79999999999,-22481.199999999997,87036.6
2005-11-04,-241058.40000000002,-109103.20000000001,-22852.0,86251.20000000001
2005-11-07,-242512.2,-110173.0,-22166.20000000001,88006.79999999999
2005-11-08,-243030.60000000003,-110152.6,-22725.40000000001,87427.19999999998
2005-11-09,-241148.40000000002,-109834.6,-21479.199999999997,88355.4
2005-11-10,-243432.6,-110573.6,-22285.399999999994,88288.20000000001
2005-11-11,-245293.80000000002,-111219.2,-22855.399999999994,88363.8
2005-11-14,-244560.00000000003,-110917.2,-22725.600000000006,88191.59999999999
2005-11-15,-247835.4,-111870.4,-24094.600000000006,87775.79999999999
2005-11-16,-246092.40000000002,-111593.2,-22906.000000000015,88687.19999999998
2005-11-17,-245518.80000000002,-111280.2,-22958.399999999994,88321.8
2005-11-18,-245522.40000000002,-111235.2,-23052.000000000015,88183.19999999998
2005-11-21,-246837.0,-111926.8,-22983.40000000001,88943.4
2005-11-22,-246594.60000000003,-111794.2,-23006.199999999997,88788.0
2005-11-23,-250686.0,-112920.0,-24846.0,88074.0
2005-11-25,-250686.0,-112920.0,-24846.0,88074.0
2005-11-28,-252868.80000000002,-113506.2,-25856.399999999994,87649.8
2005-11-29,-252943.19999999995,-113540.8,-25861.59999999999,87679.20000000001
2005-11-30,-250753.8,-112407.8,-25938.199999999997,86469.6
2005-12-01,-246652.2,-110811.0,-25030.199999999997,85780.8
2005-12-02,-244544.39999999997,-110031.4,-24481.59999999999,85549.80000000002
2005-12-05,-246944.4,-111306.0,-24332.399999999994,86973.6
2005-12-06,-248193.59999999998,-111546.0,-25101.59999999999,86444.40000000001
2005-12-07,-248531.99999999997,-111336.8,-25858.399999999994,85478.40000000001
2005-12-08,-245128.8,-109888.79999999999,-25351.20000000001,84537.59999999998
2005-12-09,-245720.40000000002,-109740.20000000001,-26239.999999999985,83500.20000000001
2005-12-12,-245801.4,-109680.4,-26440.600000000006,83239.79999999999
2005-12-13,-242979.00000000003,-109578.2,-23822.600000000006,85755.59999999999
2005-12-14,-241498.8,-109276.6,-22945.59999999999,86331.0
2005-12-15,-241821.0,-108656.0,-24509.0,84147.0
2005-12-16,-243126.0,-109172.20000000001,-24781.59999999999,84390.6
2005-12-19,-245002.2,-110007.6,-24987.0,85020.6
2005-12-20,-245785.8,-110736.4,-24313.0,86423.4
2005-12-21,-244201.2,-110467.2,-23266.79999999999,87200.40000000001
2005-12-22,-242857.19999999995,-109590.8,-23675.59999999999,85915.20000000001
2005-12-23,-243933.0,-109325.0,-25282.999999999985,84042.00000000001
2005-12-27,-248268.00000000003,-110193.2,-27881.600000000006,82311.59999999999
2005-12-28,-246956.39999999997,-109639.79999999999,-27676.800000000003,81963.0
2005-12-29,-242337.00000000003,-107565.20000000001,-27206.600000000006,80358.6
2005-12-30,-238117.2,-105866.0,-26385.199999999997,79480.8
2006-01-03,-241519.2,-107075.6,-27367.999999999985,79707.60000000002
2006-01-04,-238247.40000000002,-105747.0,-26753.40000000001,78993.59999999999
2006-01-05,-238230.6,-105432.0,-27366.600000000006,78065.4
2006-01-06,-239571.59999999998,-105655.0,-28261.59999999999,77393.40000000001
2006-01-09,-242855.4,-106961.0,-28933.399999999994,78027.6
2006-01-10,-245187.0,-107566.0,-30054.999999999985,77511.00000000001
2006-01-11,-248770.19999999995,-108845.79999999999,-31078.59999999999,77767.20000000001
2006-01-12,-248980.2,-108619.0,-31742.199999999997,76876.8
2006-01-13,-248546.39999999997,-108489.79999999999,-31566.800000000003,76923.0
2006-01-17,-246715.8,-107986.0,-30743.800000000003,77242.19999999998
2006-01-18,-249517.8,-108976.0,-31565.800000000003,77410.2
2006-01-19,-250599.0,-109916.0,-30767.0,79149.0
2006-01-20,-248996.40000000002,-109946.0,-29104.40000000001,80841.59999999998
2006-01-23,-250641.0,-110406.0,-29829.0,80577.0
2006-01-24,-251511.00000000003,-110861.2,-29788.600000000006,81072.59999999999
2006-01-25,-254857.19999999998,-112582.79999999999,-29691.600000000006,82891.19999999998
2006-01-26,-254961.59999999998,-112165.4,-30630.800000000003,81534.6
2006-01-27,-254144.40000000002,-111687.2,-30770.0,80917.2
2006-01-30,-252294.00000000003,-111080.2,-30133.600000000006,80946.59999999999
2006-01-31,-254238.0,-111872.4,-30493.199999999997,81379.20000000001
2006-02-01,-256815.0,-113339.0,-30137.0,83202.0
2006-02-02,-257962.19999999998,-113735.4,-30491.399999999994,83244.0
2006-02-03,-258537.0,-113904.6,-30727.79999999999,83176.80000000002
2006-02-06,-261864.6,-115303.6,-31257.399999999994,84046.20000000001
2006-02-07,-262835.4,-115308.0,-32219.40000000001,83088.59999999999
2006-02-08,-264911.39999999997,-116065.8,-32779.8,83286.0
2006-02-09,-265411.19999999995,-116261.8,-32887.600000000006,83374.2
2006-02-10,-269845.8,-118405.0,-33035.8,85369.2
2006-02-13,-270943.8,-119170.0,-32603.800000000003,86566.2
2006-02-14,-269814.6,-118839.8,-32135.0,86704.8
2006-02-15,-265428.0,-117554.0,-30320.0,87234.0
2006-02-16,-262507.2,-116027.4,-30452.40000000001,85575.0
2006-02-17,-261245.40000000002,-115490.6,-30264.199999999997,85226.40000000001
2006-02-21,-265049.4,-116856.6,-31336.199999999997,85520.40000000001
2006-02-22,-263215.2,-116504.2,-30206.800000000003,86297.4
2006-02-23,-259499.39999999997,-115101.8,-29295.800000000003,85806.0
2006-02-24,-260557.2,-115808.6,-28940.0,86868.6
2006-02-27,-262454.4,-116742.0,-28970.40000000001,87771.59999999999
2006-02-28,-258619.19999999998,-115165.4,-28288.399999999994,86877.0
2006-03-01,-257552.40000000002,-114860.2,-27832.000000000015,87028.19999999998
2006-03-02,-254015.4,-113621.0,-26773.399999999994,86847.6
2006-03-03,-251623.19999999998,-112435.79999999999,-26751.600000000006,85684.19999999998
2006-03-06,-254953.8,-113574.0,-27805.800000000003,85768.2
2006-03-07,-252904.8,-112219.0,-28466.79999999999,83752.20000000001
2006-03-08,-251185.8,-111549.4,-28087.0,83462.4
2006-03-09,-250801.2,-111676.0,-27449.199999999997,84226.8
2006-03-10,-252564.0,-112069.0,-28426.0,83643.0
2006-03-13,-251433.59999999998,-111716.0,-28001.59999999999,83714.40000000001
2006-03-14,-245293.2,-109732.2,-25828.800000000003,83903.4
2006-03-15,-247387.8,-110415.0,-26557.800000000003,83857.2
2006-03-16,-247090.2,-110208.0,-26674.199999999997,83533.8
2006-03-17,-247086.59999999998,-110001.0,-27084.59999999999,82916.40000000001
2006-03-20,-246876.59999999998,-110184.4,-26507.800000000003,83676.59999999999
2006-03-21,-244828.8,-109611.0,-25606.800000000003,84004.2
2006-03-22,-248415.0,-111120.0,-26175.0,84945.0
2006-03-23,-247472.4,-110446.0,-26580.399999999994,83865.6
2006-03-24,-244700.4,-109011.0,-26678.399999999994,82332.6
2006-03-27,-243657.0,-108302.0,-27053.0,81249.0
2006-03-28,-241843.8,-107419.0,-27005.800000000003,80413.2
2006-03-29,-239212.2,-106350.0,-26512.20000000001,79837.79999999999
2006-03-30,-239846.40000000002,-106945.0,-25956.40000000001,80988.59999999999
2006-03-31,-240008.40000000002,-106950.0,-26108.40000000001,80841.59999999999
2006-04-03,-241795.8,-107765.6,-26264.59999999999,81501.0
2006-04-04,-239585.4,-106781.0,-26023.399999999994,80757.6
2006-04-05,-237905.40000000002,-105794.0,-26317.40000000001,79476.59999999999
2006-04-06,-236412.00000000003,-105072.2,-26267.600000000006,78804.59999999999
2006-04-07,-236681.39999999997,-105311.8,-26057.79999999999,79254.00000000001
2006-04-10,-235884.60000000003,-105557.2,-24770.20000000001,80786.99999999999
2006-04-11,-232761.59999999998,-104087.79999999999,-24586.0,79501.79999999999
2006-04-12,-228913.8,-102745.0,-23423.79999999999,79321.20000000001
2006-04-13,-229464.0,-102848.6,-23766.800000000003,79081.8
2006-04-17,-226412.40000000002,-101618.6,-23175.199999999997,78443.4
2006-04-18,-225487.80000000005,-101187.2,-23113.40000000001,78073.79999999999
2006-04-19,-225952.80000000002,-101146.20000000001,-23660.399999999994,77485.80000000002
2006-04-20,-227119.8,-101762.0,-23595.800000000003,78166.2
2006-04-21,-227460.59999999998,-101667.0,-24126.59999999999,77540.40000000001
2006-04-24,-228471.6,-102158.0,-24155.600000000006,78002.4
2006-04-25,-230968.8,-104186.0,-22596.79999999999,81589.20000000001
2006-04-26,-229597.2,-103194.0,-23209.199999999997,79984.80000000002
2006-04-27,-234554.4,-105350.4,-23853.600000000006,81496.79999999999
2006-04-28,-234063.0,-105055.0,-23953.0,81102.0
2006-05-01,-231034.8,-103594.79999999999,-23845.199999999997,79749.6
2006-05-02,-228775.2,-102430.0,-23915.199999999997,78514.8
2006-05-03,-228530.40000000002,-101885.0,-24760.40000000001,77124.59999999999
2006-05-04,-233408.99999999997,-104118.8,-25171.399999999994,78947.40000000001
2006-05-05,-225515.4,-100433.4,-24648.600000000006,75784.79999999999
2006-05-08,-225893.39999999997,-100798.8,-24295.800000000003,76503.0
2006-05-09,-218346.59999999998,-97418.0,-23510.59999999999,73907.40000000001
2006-05-10,-210637.80000000005,-94305.2,-22027.40000000001,72277.79999999999
2006-05-11,-210348.0,-94231.0,-21886.000000000015,72344.99999999999
2006-05-12,-213962.99999999997,-95634.8,-22693.399999999994,72941.40000000001
2006-05-15,-223582.8,-99624.0,-24334.800000000003,75289.2
2006-05-16,-227214.59999999998,-101516.4,-24181.800000000003,77334.6
2006-05-17,-231494.40000000002,-103440.0,-24614.40000000001,78825.59999999999
2006-05-18,-231130.2,-103530.0,-24070.199999999997,79459.8
2006-05-19,-229050.6,-102260.0,-24530.600000000006,77729.4
2006-05-22,-231610.8,-103467.6,-24675.59999999999,78792.00000000001
2006-05-23,-227691.0,-102000.0,-23691.0,78309.0
2006-05-24,-232293.6,-104018.6,-24256.399999999994,79762.20000000001
2006-05-25,-227408.40000000002,-101980.0,-23448.40000000001,78531.59999999999
2006-05-26,-223371.0,-99484.8,-24401.40000000001,75083.4
2006-05-30,-220768.8,-98540.4,-23688.0,74852.4
2006-05-31,-223748.40000000002,-99778.6,-24191.199999999997,75587.4
2006-06-01,-220293.6,-98009.6,-24274.399999999994,73735.20000000001
2006-06-02,-217040.39999999997,-96307.79999999999,-24424.800000000003,71883.0
2006-06-05,-218833.2,-97661.4,-23510.40000000001,74151.0
2006-06-06,-217722.59999999998,-97154.0,-23414.59999999999,73739.40000000001
2006-06-07,-221712.59999999998,-98997.8,-23717.0,75280.8
2006-06-08,-219353.39999999997,-97847.4,-23658.59999999999,74188.80000000002
2006-06-09,-218426.40000000002,-98010.2,-22406.0,75604.2
2006-06-12,-220723.2,-98647.0,-23429.199999999997,75217.8
2006-06-13,-225298.19999999998,-100580.79999999999,-24136.600000000006,76444.19999999998
2006-06-14,-225916.8,-100690.4,-24536.0,76154.4
2006-06-15,-225300.0,-100223.0,-24854.0,75369.0
2006-06-16,-226055.40000000002,-100371.2,-25312.999999999985,75058.20000000001
2006-06-19,-229137.0,-101447.4,-26242.199999999997,75205.20000000001
2006-06-20,-227717.40000000002,-101107.2,-25503.0,75604.2
2006-06-21,-224114.4,-99434.4,-25245.600000000006,74188.79999999999
2006-06-22,-220407.0,-98054.4,-24298.20000000001,73756.19999999998
2006-06-23,-219245.4,-97265.4,-24714.600000000006,72550.79999999999
2006-06-26,-217268.40000000002,-96154.20000000001,-24959.999999999985,71194.20000000001
2006-06-27,-219686.4,-96879.0,-25928.399999999994,70950.6
2006-06-28,-221433.0,-97371.6,-26689.800000000003,70681.79999999999
2006-06-29,-219912.59999999998,-97038.4,-25835.800000000003,71202.6
2006-06-30,-219277.80000000002,-96058.2,-27161.399999999994,68896.8
2006-07-03,-219277.80000000002,-96058.2,-27161.399999999994,68896.8
2006-07-05,-219143.4,-96075.0,-26993.399999999994,69081.6
2006-07-06,-219766.19999999998,-96390.4,-26985.399999999994,69405.0
2006-07-07,-220270.2,-96092.20000000001,-28085.800000000003,68006.4
2006-07-10,-227704.80000000002,-99085.6,-29533.600000000006,69552.0
2006-07-11,-226805.40000000002,-99329.0,-28147.40000000001,71181.59999999999
2006-07-12,-224202.59999999998,-97796.4,-28609.800000000003,69186.6
2006-07-13,-225349.2,-98786.20000000001,-27776.800000000003,71009.4
2006-07-14,-222706.19999999998,-97217.79999999999,-28270.600000000006,68947.19999999998
2006-07-17,-222564.59999999998,-96823.4,-28917.800000000003,67905.6
2006-07-18,-221823.0,-96521.6,-28779.800000000003,67741.79999999999
2006-07-19,-223994.40000000002,-97468.0,-29058.40000000001,68409.59999999999
2006-07-20,-221625.00000000003,-95880.2,-29864.600000000006,66015.59999999999
2006-07-21,-215553.00000000003,-93268.20000000001,-29016.600000000006,64251.6
2006-07-24,-217358.39999999997,-94110.79999999999,-29136.79999999999,64974.00000000001
2006-07-25,-217011.59999999998,-94041.4,-28928.800000000003,65112.6
2006-07-26,-218173.8,-94861.4,-28450.999999999985,66410.40000000002
2006-07-27,-219788.99999999997,-95889.79999999999,-28009.399999999994,67880.4
2006-07-28,-220382.99999999997,-96101.8,-28179.399999999994,67922.40000000001
2006-07-31,-223497.59999999998,-97505.4,-28486.79999999999,69018.6
2006-08-01,-218064.0,-95432.4,-27199.199999999997,68233.2
2006-08-02,-215346.0,-94652.4,-26041.20000000001,68611.19999999998
2006-08-03,-218911.8,-96276.4,-26359.0,69917.4
2006-08-04,-221587.2,-97462.2,-26662.800000000003,70799.4
2006-08-07,-226025.40000000002,-99703.2,-26619.0,73084.2
2006-08-08,-229185.60000000003,-101049.2,-27087.199999999997,73962.0
2006-08-09,-235887.0,-104167.8,-27551.40000000001,76616.4
2006-08-10,-243247.2,-107315.6,-28616.000000000015,78699.59999999998
2006-08-11,-238215.59999999998,-104952.4,-28310.800000000003,76641.59999999999
2006-08-14,-243781.80000000002,-107601.6,-28578.600000000006,79023.0
2006-08-15,-240342.59999999998,-106306.8,-27728.999999999985,78577.80000000002
2006-08-16,-240785.40000000002,-106969.6,-26846.199999999997,80123.4
2006-08-17,-242582.40000000002,-107693.2,-27196.000000000015,80497.19999999998
2006-08-18,-240036.59999999998,-106624.8,-26787.0,79837.8
2006-08-21,-244081.8,-108954.6,-26172.59999999999,82782.0
2006-08-22,-243116.39999999997,-108653.79999999999,-25808.800000000003,82845.0
2006-08-23,-248521.2,-111312.20000000001,-25896.800000000003,85415.4
2006-08-24,-251270.40000000002,-112949.6,-25371.199999999997,87578.4
2006-08-25,-247923.6,-111209.6,-25504.399999999994,85705.20000000001
2006-08-28,-251417.40000000002,-112564.6,-26288.20000000001,86276.4
2006-08-29,-247873.19999999998,-110954.8,-25963.600000000006,84991.2
2006-08-30,-245443.8,-109821.6,-25800.59999999999,84021.0
2006-08-31,-247137.60000000003,-110891.6,-25354.40000000001,85537.19999999998
2006-09-01,-247359.0,-110619.6,-26119.800000000003,84499.79999999999
2006-09-05,-255429.59999999998,-114296.8,-26836.000000000015,87460.79999999999
2006-09-06,-253494.59999999998,-113348.0,-26798.59999999999,86549.40000000001
2006-09-07,-253509.0,-112953.8,-27601.40000000001,85352.4
2006-09-08,-255675.0,-113639.4,-28396.199999999997,85243.20000000001
2006-09-11,-257089.8,-113873.0,-29343.79999999999,84529.20000000001
2006-09-12,-254568.0,-112577.4,-29413.199999999997,83164.20000000001
2006-09-13,-256563.0,-113115.0,-30333.0,82782.0
2006-09-14,-255556.19999999998,-112318.8,-30918.600000000006,81400.2
2006-09-15,-253269.59999999998,-110937.8,-31394.0,79543.8
2006-09-18,-254458.8,-111808.8,-30841.20000000001,80967.59999999999
2006-09-19,-255628.19999999998,-112817.4,-29993.399999999994,82824.0
2006-09-20,-257831.40000000002,-113714.2,-30403.0,83311.2
2006-09-21,-255643.8,-112846.4,-29951.0,82895.4
2006-09-22,-255018.60000000003,-112390.2,-30238.20000000001,82151.99999999999
2006-09-25,-258936.59999999998,-114092.4,-30751.800000000003,83340.59999999999
2006-09-26,-255424.2,-112585.6,-30253.0,82332.6
2006-09-27,-255142.2,-112666.6,-29809.0,82857.6
2006-09-28,-255436.8,-112953.8,-29529.20000000001,83424.59999999999
2006-09-29,-254282.40000000002,-112188.2,-29906.0,82282.2
2006-10-02,-255316.19999999998,-112559.4,-30197.399999999994,82362.0
2006-10-03,-254007.60000000003,-112074.2,-29859.199999999997,82215.0
2006-10-04,-252161.40000000002,-111271.2,-29619.000000000015,81652.19999999998
2006-10-05,-252333.0,-111362.0,-29609.0,81753.0
2006-10-06,-252867.0,-111806.0,-29255.0,82551.0
2006-10-09,-252765.6,-112405.0,-27955.600000000006,84449.4
2006-10-10,-253351.2,-112393.0,-28565.199999999997,83827.8
2006-10-11,-251607.0,-111799.0,-28009.0,83790.0
2006-10-12,-251043.59999999998,-111712.0,-27619.59999999999,84092.40000000001
2006-10-13,-249313.80000000002,-111124.2,-27065.399999999994,84058.8
2006-10-16,-250614.0,-111902.0,-26810.0,85092.0
2006-10-17,-249805.80000000002,-111526.2,-26753.399999999994,84772.8
2006-10-18,-248728.8,-110871.8,-26985.199999999997,83886.6
2006-10-19,-248582.39999999997,-110706.8,-27168.79999999999,83538.00000000001
2006-10-20,-248722.2,-110519.6,-27683.0,82836.6
2006-10-23,-248044.2,-110209.6,-27625.000000000015,82584.59999999999
2006-10-24,-246228.6,-109582.0,-27064.600000000006,82517.4
2006-10-25,-245893.8,-109309.4,-27275.0,82034.4
2006-10-26,-248217.0,-110172.0,-27873.0,82299.0
2006-10-27,-248181.59999999998,-109927.8,-28326.0,81601.8
2006-10-30,-252145.8,-111456.4,-29233.0,82223.4
2006-10-31,-252222.59999999998,-111456.8,-29309.0,82147.8
2006-11-01,-252309.59999999998,-111184.8,-29940.0,81244.8
2006-11-02,-251852.40000000002,-111123.40000000002,-29605.600000000006,81517.80000000002
2006-11-03,-249912.0,-110317.0,-29278.0,81039.0
2006-11-06,-249355.8,-110457.8,-28440.199999999997,82017.6
2006-11-07,-248332.80000000002,-109691.2,-28950.399999999994,80740.8
2006-11-08,-246223.8,-108823.0,-28577.800000000003,80245.2
2006-11-09,-246433.8,-108998.0,-28437.79999999999,80560.20000000001
2006-11-10,-247108.2,-109091.2,-28925.800000000003,80165.4
2006-11-13,-247169.40000000002,-108858.2,-29453.0,79405.2
2006-11-14,-245244.59999999995,-108112.99999999999,-29018.59999999999,79094.4
2006-11-15,-242530.2,-107099.0,-28332.20000000001,78766.79999999999
2006-11-16,-241922.40000000002,-107200.2,-27522.0,79678.2
2006-11-17,-242080.80000000005,-107255.80000000002,-27569.20000000001,79686.6
2006-11-20,-240550.19999999998,-106615.4,-27319.399999999994,79296.0
