Date,Close
2001-05-02,1.9644
2001-05-03,1.9523
2001-05-04,1.9819
2001-05-07,1.9784
2001-05-08,1.9659
2001-05-09,1.9629
2001-05-10,1.9806
2001-05-11,1.9774
2001-05-14,1.9803
2001-05-15,1.9649
2001-05-16,1.9819
2001-05-17,1.9829
2001-05-18,2.0024
2001-05-21,2.0219
2001-05-22,2.0239
2001-05-23,2.0144
2001-05-24,2.0284
2001-05-25,2.0002
2001-05-29,2.0041
2001-05-30,1.9937
2001-05-31,1.9802
2001-06-01,1.9832
2001-06-04,1.9872
2001-06-05,1.9767
2001-06-06,1.9672
2001-06-07,1.9737
2001-06-08,1.9752
2001-06-11,1.9977
2001-06-12,1.9921
2001-06-13,2.0193
2001-06-14,2.0122
2001-06-15,2.0402
2001-06-18,2.0125
2001-06-19,1.9772
2001-06-20,1.9822
2001-06-21,1.9582
2001-06-22,1.9672
2001-06-25,1.9522
2001-06-26,1.9526
2001-06-27,1.9279
2001-06-28,1.9111
2001-06-29,1.92
2001-07-02,1.9344
2001-07-03,1.9109
2001-07-05,1.9254
2001-07-06,1.9391
2001-07-09,1.9359
2001-07-10,1.9333
2001-07-11,1.9159
2001-07-12,1.9059
2001-07-13,1.9097
2001-07-16,1.8884
2001-07-17,1.9014
2001-07-18,1.8834
2001-07-19,1.8824
2001-07-20,1.8824
2001-07-23,1.8998
2001-07-24,1.8904
2001-07-25,1.8984
2001-07-26,1.9129
2001-07-27,1.915
2001-07-30,1.9164
2001-07-31,1.9119
2001-08-01,1.9084
2001-08-02,1.9193
2001-08-03,1.9336
2001-08-06,1.9275
2001-08-07,1.9389
2001-08-08,1.9369
2001-08-09,1.9298
2001-08-10,1.9434
2001-08-13,1.9494
2001-08-14,1.9419
2001-08-15,1.9534
2001-08-16,1.9469
2001-08-17,1.9434
2001-08-20,1.9124
2001-08-21,1.9174
2001-08-22,1.9379
2001-08-23,1.9344
2001-08-24,1.9369
2001-08-27,1.9538
2001-08-28,1.9527
2001-08-29,1.975
2001-08-30,1.9615
2001-08-31,1.9575
2001-09-04,1.965
2001-09-05,1.954
2001-09-06,1.9705
2001-09-07,1.9805
2001-09-10,1.9968
2001-09-11,1.9921
2001-09-14,2.051
2001-09-17,2.0287
2001-09-18,1.996
2001-09-19,1.946
2001-09-20,1.931
2001-09-21,1.916
2001-09-24,1.847
2001-09-25,1.841
2001-09-26,1.8165
2001-09-27,1.8465
2001-09-28,1.8633
2001-10-01,1.8414
2001-10-02,1.836
2001-10-03,1.8161
2001-10-04,1.8389
2001-10-05,1.844
2001-10-08,1.8295
2001-10-09,1.831
2001-10-10,1.8355
2001-10-11,1.835
2001-10-12,1.8585
2001-10-15,1.819
