,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,90.0,1370.0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,94.0,1371.0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,111.0,1372.0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,Not Provided,5,buy,100.0,1373.0
2009-04-29 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,12 month,5,buy,97.0,1374.0
2009-03-05 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,6 month,3,neutral,60.0,1375.0
2009-02-18 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,100.0,1376.0
2009-02-18 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,5,outperform,90.0,1377.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1378.0
2008-12-24 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1379.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1380.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1381.0
2009-09-01 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1382.0
2009-08-27 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,3,sector perform,94.0,1383.0
2009-08-27 00:00:00,-0.0,M,-2147483648,,Bernstein,12 month,5,outperform,98.0,1384.0
2009-08-27 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,12 month,5,buy,110.0,1385.0
2009-08-26 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,4,add,101.0,1386.0
2009-08-19 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,strong buy,105.0,1387.0
2009-08-19 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,100.0,1388.0
2009-08-19 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1389.0
2009-08-17 00:00:00,-0.0,M,-2147483648,,DNB Markets,Not Provided,1,sell,65.0,1390.0
2009-08-14 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,90.0,1391.0
2009-08-13 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1392.0
2009-08-12 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1393.0
2009-08-12 00:00:00,-0.0,M,-2147483648,,Madison Williams,12 month,5,buy,110.0,1394.0
2009-08-07 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,4,market outperform,130.0,1395.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Jesup & Lamont,18 month,5,buy,110.0,1396.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,91.0,1397.0
2009-08-06 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,3,hold,77.0,1398.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,90.0,1399.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1400.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,110.0,1401.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Weeden & Co,12 month,5,buy,90.0,1402.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,101.0,1403.0
2009-08-05 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1404.0
2009-07-13 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,89.0,1405.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1406.0
2009-06-25 00:00:00,-0.0,U,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,107.0,1407.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1408.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1409.0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,94.0,1410.0
2009-04-29 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,12 month,5,buy,97.0,1411.0
2009-03-05 00:00:00,-0.0,M,-2147483648,,J.P. Morgan,6 month,3,neutral,60.0,1412.0
2009-02-18 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,5,outperform,90.0,1413.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1414.0
2008-12-24 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1415.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1416.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1417.0
2009-10-01 00:00:00,-0.0,M,-2147483648,,Madison Williams,Not Provided,5,buy,110.0,1418.0
2009-09-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,3,sector perform,94.0,1419.0
2009-09-30 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,4,add,101.0,1420.0
2009-09-30 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,strong buy,105.0,1421.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,Not Provided,3,market perform,-0.0,1422.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,100.0,1423.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1424.0
2009-09-28 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1425.0
2009-09-25 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,89.0,1426.0
2009-09-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,111.0,1427.0
2009-09-14 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,90.0,1428.0
2009-09-09 00:00:00,-0.0,M,-2147483648,,Macquarie,12 month,5,outperform,95.0,1429.0
2009-09-07 00:00:00,-0.0,N,-2147483648,,NRP Securities,12 month,5,buy,95.0,1430.0
2009-09-02 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1431.0
2009-09-02 00:00:00,-0.0,U,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1432.0
2009-08-27 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,12 month,5,buy,110.0,1433.0
2009-08-19 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1434.0
2009-08-17 00:00:00,-0.0,M,-2147483648,,DNB Markets,Not Provided,1,sell,65.0,1435.0
2009-08-14 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,90.0,1436.0
2009-08-13 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1437.0
2009-08-12 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1438.0
2009-08-07 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,4,market outperform,130.0,1439.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Jesup & Lamont,18 month,5,buy,110.0,1440.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,91.0,1441.0
2009-08-06 00:00:00,-0.0,R,-2147483648,,Jefferies,12 month,3,hold,77.0,1442.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1443.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,110.0,1444.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Weeden & Co,12 month,5,buy,90.0,1445.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,101.0,1446.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1447.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1448.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1449.0
2009-05-07 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,94.0,1450.0
2009-04-29 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,12 month,5,buy,97.0,1451.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1452.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1453.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1454.0
2009-10-28 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,112.0,1455.0
2009-10-23 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,Not Provided,3,market perform,-0.0,1456.0
2009-10-23 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,Not Provided,5,buy,126.0,1457.0
2009-10-21 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,108.0,1458.0
2009-10-21 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1459.0
2009-10-20 00:00:00,-0.0,M,-2147483648,,Jefferies,Not Provided,3,hold,91.0,1460.0
2009-10-20 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,4,add,116.0,1461.0
2009-10-20 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,110.0,1462.0
2009-10-20 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,strong buy,105.0,1463.0
2009-10-16 00:00:00,-0.0,M,-2147483648,,Macquarie,12 month,5,outperform,95.0,1464.0
2009-10-16 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,90.0,1465.0
2009-10-16 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,135.0,1466.0
2009-10-14 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1467.0
2009-10-12 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,12 month,5,buy,97.0,1468.0
2009-10-09 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1469.0
2009-10-09 00:00:00,-0.0,R,-2147483648,,Jesup & Lamont,Not Provided,5,buy,148.8,1470.0
2009-10-09 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,3,sector perform,100.0,1471.0
2009-10-09 00:00:00,-0.0,M,-2147483648,,Madison Williams,Not Provided,5,buy,-0.0,1472.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1473.0
2009-09-28 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1474.0
2009-09-25 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,89.0,1475.0
2009-09-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,111.0,1476.0
2009-09-14 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,90.0,1477.0
2009-09-07 00:00:00,-0.0,N,-2147483648,,NRP Securities,12 month,5,buy,95.0,1478.0
2009-08-17 00:00:00,-0.0,M,-2147483648,,DNB Markets,Not Provided,1,sell,65.0,1479.0
2009-08-13 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1480.0
2009-08-12 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1481.0
2009-08-07 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,4,market outperform,130.0,1482.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1483.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Weeden & Co,12 month,5,buy,90.0,1484.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,101.0,1485.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1486.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1487.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1488.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1489.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1490.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1491.0
2009-12-01 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1492.0
2009-11-20 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,3,market perform,120.0,1493.0
2009-11-20 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,101.0,1494.0
2009-11-16 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1495.0
2009-11-12 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,4,market outperform,150.0,1496.0
2009-11-12 00:00:00,-0.0,D,-2147483648,,NRP Securities,12 month,3,hold,100.0,1497.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1498.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,112.0,1499.0
2009-11-09 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,135.0,1500.0
2009-11-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,108.0,1501.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1502.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,3,sector perform,100.0,1503.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,108.0,1504.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Jefferies,12 month,3,hold,91.0,1505.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",Not Provided,4,add,116.0,1506.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,110.0,1507.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,110.0,1508.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Macquarie,12 month,5,outperform,95.0,1509.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,92.0,1510.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,strong buy,108.0,1511.0
2009-11-05 00:00:00,-0.0,R,-2147483648,,Weeden & Co,Not Provided,5,buy,107.5,1512.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1513.0
2009-11-05 00:00:00,-0.0,N,-2147483648,,Arctic Securities ASA,Not Provided,5,buy,120.0,1514.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,12 month,5,buy,116.0,1515.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1516.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,Not Provided,5,buy,97.0,1517.0
2009-11-03 00:00:00,-0.0,M,-2147483648,,DNB Markets,Not Provided,1,sell,65.0,1518.0
2009-10-21 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1519.0
2009-09-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,111.0,1520.0
2009-08-06 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1521.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1522.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1523.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1524.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1525.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1526.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1527.0
2009-12-31 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,115.0,1528.0
2009-12-27 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",12 month,4,add,112.0,1529.0
2009-12-21 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,Not Provided,5,buy,116.0,1530.0
2009-12-18 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,3,market perform,120.0,1531.0
2009-12-18 00:00:00,-0.0,N,-2147483648,,C.K. Cooper & Company,Not Provided,5,buy,141.0,1532.0
2009-12-16 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,108.0,1533.0
2009-12-16 00:00:00,-0.0,N,-2147483648,,Stephens Inc,Not Provided,3,equalweight,-0.0,1534.0
2009-12-16 00:00:00,-0.0,M,-2147483648,,Macquarie,12 month,5,outperform,115.0,1535.0
2009-12-09 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1536.0
2009-12-09 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1537.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,3,sector perform,100.0,1538.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,108.0,1539.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,Not Provided,4,market outperform,-0.0,1540.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,101.0,1541.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1542.0
2009-12-01 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1543.0
2009-11-16 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1544.0
2009-11-12 00:00:00,-0.0,D,-2147483648,,NRP Securities,12 month,3,hold,100.0,1545.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1546.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,112.0,1547.0
2009-11-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,108.0,1548.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Jefferies,12 month,3,hold,91.0,1549.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,110.0,1550.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,Not Provided,5,outperform,110.0,1551.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,92.0,1552.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,strong buy,108.0,1553.0
2009-11-05 00:00:00,-0.0,R,-2147483648,,Weeden & Co,Not Provided,5,buy,107.5,1554.0
2009-11-05 00:00:00,-0.0,N,-2147483648,,Arctic Securities ASA,Not Provided,5,buy,120.0,1555.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1556.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,Not Provided,5,buy,97.0,1557.0
2009-11-03 00:00:00,-0.0,M,-2147483648,,DNB Markets,Not Provided,1,sell,65.0,1558.0
2009-10-21 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1559.0
2009-09-24 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,111.0,1560.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1561.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1562.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1563.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1564.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1565.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1566.0
2010-02-01 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,115.0,1567.0
2010-02-01 00:00:00,-0.0,M,-2147483648,,Jefferies,12 month,3,hold,100.0,1568.0
2010-01-30 00:00:00,-0.0,U,-2147483648,,DNB Markets,Not Provided,3,hold,85.0,1569.0
2010-01-29 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,3,market perform,120.0,1570.0
2010-01-28 00:00:00,-0.0,M,-2147483648,,Arctic Securities ASA,Not Provided,5,buy,120.0,1571.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Macquarie,12 month,5,outperform,115.0,1572.0
2010-01-25 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,92.0,1573.0
2010-01-22 00:00:00,-0.0,M,-2147483648,,Swedbank,Not Provided,5,buy,108.0,1574.0
2010-01-20 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1575.0
2010-01-20 00:00:00,-0.0,M,-2147483648,,Scotia Howard Weil Inc,12 month,4,market outperform,150.0,1576.0
2010-01-20 00:00:00,-0.0,M,-2147483648,,FBR Capital Markets,12 month,5,outperform,110.0,1577.0
2010-01-13 00:00:00,-0.0,M,-2147483648,,Wells Fargo Securities,Not Provided,5,outperform,-0.0,1578.0
2010-01-11 00:00:00,-0.0,M,-2147483648,,Weeden & Co,12 month,5,buy,112.5,1579.0
2010-01-11 00:00:00,-0.0,M,-2147483648,,MKM Partners,12 month,5,buy,110.0,1580.0
2010-01-10 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",12 month,4,add,112.0,1581.0
2010-01-08 00:00:00,-0.0,M,-2147483648,,Morgan Keegan,Not Provided,5,outperform,-0.0,1582.0
2010-01-08 00:00:00,-0.0,M,-2147483648,,Johnson Rice & Co,Not Provided,5,overweight,-0.0,1583.0
2010-01-08 00:00:00,-0.0,M,-2147483648,,C.K. Cooper & Company,Not Provided,5,buy,141.0,1584.0
2010-01-07 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,6 month,5,buy/attractive,115.0,1585.0
2010-01-07 00:00:00,-0.0,M,-2147483648,,Raymond James,12 month,5,strong buy,110.0,1586.0
2010-01-04 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1587.0
2010-01-03 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,Not Provided,5,buy,115.0,1588.0
2009-12-21 00:00:00,-0.0,M,-2147483648,,Natixis Securities Americas LLC,Not Provided,5,buy,116.0,1589.0
2009-12-16 00:00:00,-0.0,N,-2147483648,,Stephens Inc,Not Provided,3,equalweight,-0.0,1590.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,3,sector perform,100.0,1591.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,108.0,1592.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Fearnley Securities,Not Provided,5,buy,101.0,1593.0
2009-12-03 00:00:00,-0.0,M,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,1594.0
2009-11-12 00:00:00,-0.0,D,-2147483648,,NRP Securities,12 month,3,hold,100.0,1595.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Argus Research Corp,Not Provided,5,buy,-0.0,1596.0
2009-11-10 00:00:00,-0.0,M,-2147483648,,Cowen,Not Provided,5,buy,112.0,1597.0
2009-11-06 00:00:00,-0.0,M,-2147483648,,Barclays,Not Provided,5,overwt/neutral,108.0,1598.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Sterne Agee CRT,Not Provided,5,buy,97.0,1599.0
2009-07-01 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1600.0
2009-06-04 00:00:00,-0.0,D,-2147483648,,Davenport & Co,Not Provided,3,neutral,-0.0,1601.0
2009-05-26 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,1,Underwt/Attractive,130.0,1602.0
2009-01-07 00:00:00,-0.0,M,-2147483648,,Carnegie,Not Provided,3,neutral,-0.0,1603.0
2008-08-11 00:00:00,-0.0,M,-2147483648,,Tudor Pickering & Co,Not Provided,-2147483648,not rated,-0.0,1604.0
2008-05-21 00:00:00,-0.0,M,-2147483648,,Pareto Securities,Not Provided,5,buy,-0.0,1605.0
2010-03-01 00:00:00,-0.0,M,-2147483648,,Jefferies,12 month,3,hold,90.0,1606.0
2010-03-01 00:00:00,-0.0,U,-2147483648,,Cowen,Not Provided,5,buy,112.0,1607.0
2010-02-28 00:00:00,-0.0,M,-2147483648,,"Capital One Securities, Inc.",12 month,4,add,112.0,1608.0
2010-02-26 00:00:00,-0.0,M,-2147483648,,Edward Jones,Not Provided,5,buy,-0.0,1609.0
2010-02-26 00:00:00,-0.0,M,-2147483648,,Stifel,12 month,5,buy,90.0,1610.0
2010-02-26 00:00:00,-0.0,M,-2147483648,,Oppenheimer & Co,18 month,3,market perform,120.0,1611.0
2010-02-26 00:00:00,-0.0,M,-2147483648,,Pritchard Capital Partners LLC,12 month,5,buy,108.0,1612.0
2010-02-25 00:00:00,-0.0,M,-2147483648,,BMO Capital Markets,Not Provided,5,outperform,115.0,1613.0
2010-02-25 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,3,sector perform,100.0,1614.0
2010-02-25 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,115.0,1615.0
