,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
96,96,-0.0,M,-2147483648,2017-04-26,J.P. Morgan,12 month,3,neutral,30.0,96.0
97,97,-0.0,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.0,97.0
98,98,-0.0,M,-2147483648,2017-04-26,Cowen,12 month,3,market perform,25.0,98.0
99,99,-0.0,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.0,99.0
100,100,-0.0,M,-2147483648,2017-04-25,Argus Research Corp,Not Provided,5,buy,32.0,100.0
101,101,-0.0,M,-2147483648,2017-04-25,Credit Suisse,Not Provided,5,outperform,33.0,101.0
102,102,-0.0,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.0,102.0
103,103,-0.0,M,-2147483648,2017-04-17,"Morningstar, Inc",Not Provided,3,hold,-0.0,103.0
104,104,-0.0,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.0,104.0
105,105,-0.0,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.0,105.0
106,106,-0.0,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.0,106.0
107,107,-0.0,M,-2147483648,2017-04-26,J.P. Morgan,12 month,3,neutral,30.0,107.0
108,108,-0.0,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.0,108.0
109,109,-0.0,M,-2147483648,2017-04-26,Cowen,12 month,3,market perform,25.0,109.0
110,110,-0.0,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.0,110.0
111,111,-0.0,M,-2147483648,2017-04-25,Argus Research Corp,Not Provided,5,buy,32.0,111.0
112,112,-0.0,M,-2147483648,2017-04-25,Credit Suisse,Not Provided,5,outperform,33.0,112.0
113,113,-0.0,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.0,113.0
114,114,-0.0,M,-2147483648,2017-04-17,"Morningstar, Inc",Not Provided,3,hold,-0.0,114.0
115,115,-0.0,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.0,115.0
116,116,-0.0,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.0,116.0
117,117,-0.0,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.0,117.0
118,118,-0.0,M,-2147483648,2017-04-26,J.P. Morgan,12 month,3,neutral,30.0,118.0
119,119,-0.0,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.0,119.0
120,120,-0.0,M,-2147483648,2017-04-26,Cowen,12 month,3,market perform,25.0,120.0
121,121,-0.0,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.0,121.0
122,122,-0.0,M,-2147483648,2017-04-25,Argus Research Corp,Not Provided,5,buy,32.0,122.0
123,123,-0.0,M,-2147483648,2017-04-25,Credit Suisse,Not Provided,5,outperform,33.0,123.0
124,124,-0.0,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.0,124.0
125,125,-0.0,M,-2147483648,2017-04-17,"Morningstar, Inc",Not Provided,3,hold,-0.0,125.0
126,126,-0.0,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.0,126.0
127,127,-0.0,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.0,127.0
128,128,-0.0,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.0,128.0
129,129,-0.0,M,-2147483648,2017-04-26,J.P. Morgan,12 month,3,neutral,30.0,129.0
130,130,-0.0,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.0,130.0
131,131,-0.0,M,-2147483648,2017-04-26,Cowen,12 month,3,market perform,25.0,131.0
132,132,-0.0,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.0,132.0
133,133,-0.0,M,-2147483648,2017-04-25,Argus Research Corp,Not Provided,5,buy,32.0,133.0
134,134,-0.0,M,-2147483648,2017-04-25,Credit Suisse,Not Provided,5,outperform,33.0,134.0
135,135,-0.0,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.0,135.0
136,136,-0.0,M,-2147483648,2017-04-17,"Morningstar, Inc",Not Provided,3,hold,-0.0,136.0
137,137,-0.0,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.0,137.0
138,138,-0.0,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.0,138.0
139,139,-0.0,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.0,139.0
140,140,-0.000000,N,-2147483648,2017-03-31,Longbow Research,Not Provided,3,neutral,-0.000000,
141,141,-0.000000,M,-2147483648,2017-03-30,Argus Research Corp,Not Provided,5,buy,32.000000,
142,142,-0.000000,N,-2147483648,2017-03-29,Cowen,12 month,3,market perform,25.000000,
143,143,-0.000000,M,-2147483648,2017-03-21,"Morningstar, Inc",Not Provided,3,hold,-0.000000,
144,144,-0.000000,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.000000,
145,145,-0.000000,M,-2147483648,2017-02-17,Macquarie,12 month,3,neutral,27.000000,
146,146,-0.000000,M,-2147483648,2017-02-09,Credit Suisse,Not Provided,5,outperform,33.000000,
147,147,-0.000000,U,-2147483648,2017-02-02,Spin-Off Research,Not Provided,5,buy,29.000000,
148,148,-0.000000,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.000000,
149,149,-0.000000,M,-2147483648,2017-02-01,Seaport Global Securities,12 month,3,neutral,25.000000,
150,150,-0.000000,M,-2147483648,2017-01-17,EVA Dimensions,Not Provided,1,underweight,-0.000000,
151,151,-0.000000,M,-2147483648,2017-05-01,Argus Research Corp,Not Provided,5,buy,32.000000,
152,152,-0.000000,M,-2147483648,2017-05-01,J.P. Morgan,Not Provided,3,neutral,30.000000,
153,153,-0.000000,M,-2147483648,2017-05-01,Cowen,12 month,3,market perform,25.000000,
154,154,-0.000000,M,-2147483648,2017-04-27,"Morningstar, Inc",Not Provided,3,hold,-0.000000,
155,155,-0.000000,M,-2147483648,2017-04-26,Credit Suisse,Not Provided,-2147483648,restricted,-0.000000,
156,156,-0.000000,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.000000,
157,157,-0.000000,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.000000,
158,158,-0.000000,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.000000,
159,159,-0.000000,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.000000,
160,160,-0.000000,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.000000,
161,161,-0.000000,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.000000,
162,162,-0.000000,M,-2147483648,2017-05-01,Argus Research Corp,Not Provided,5,buy,32.000000,
163,163,-0.000000,M,-2147483648,2017-05-01,J.P. Morgan,Not Provided,3,neutral,30.000000,
164,164,-0.000000,M,-2147483648,2017-05-01,Cowen,12 month,3,market perform,25.000000,
165,165,-0.000000,M,-2147483648,2017-04-27,"Morningstar, Inc",Not Provided,3,hold,-0.000000,
166,166,-0.000000,M,-2147483648,2017-04-26,Credit Suisse,Not Provided,-2147483648,restricted,-0.000000,
167,167,-0.000000,M,-2147483648,2017-04-26,Spin-Off Research,Not Provided,5,buy,31.000000,
168,168,-0.000000,M,-2147483648,2017-04-26,Seaport Global Securities,12 month,3,neutral,27.000000,
169,169,-0.000000,U,-2147483648,2017-04-25,EVA Dimensions,Not Provided,3,hold,-0.000000,
170,170,-0.000000,M,-2147483648,2017-04-07,Longbow Research,Not Provided,3,neutral,-0.000000,
171,171,-0.000000,M,-2147483648,2017-03-02,Goldman Sachs,6 month,1,Sell/Neutral,18.000000,
172,172,-0.000000,M,-2147483648,2017-02-01,Morgan Stanley,Not Provided,-2147483648,restricted,-0.000000,
