,index,Unnamed: 0,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
93,93,93,-0.0,M,-2147483648,2007-05-03,EVA Dimensions,Not Provided,1,sell,-0.0
94,94,94,-0.0,M,-2147483648,2007-05-09,Barclays,Not Provided,5,overwt/negative,456.17
95,95,95,-0.0,M,-2147483648,2007-05-03,EVA Dimensions,Not Provided,1,sell,-0.0
96,96,96,-0.0,M,-2147483648,2007-08-31,EVA Dimensions,Not Provided,1,sell,-0.0
97,97,97,-0.0,M,-2147483648,2007-08-06,Barclays,Not Provided,5,overwt/negative,468.26
98,98,98,-0.0,M,-2147483648,2007-08-31,EVA Dimensions,Not Provided,1,sell,-0.0
99,99,99,-0.0,M,-2147483648,2007-08-06,Barclays,Not Provided,5,overwt/negative,468.26
100,100,100,-0.0,M,-2147483648,2007-11-01,EVA Dimensions,Not Provided,1,sell,-0.0
101,101,101,-0.0,M,-2147483648,2007-08-06,Barclays,Not Provided,5,overwt/negative,468.26
102,102,102,-0.0,M,-2147483648,2007-11-09,Barclays,Not Provided,5,overwt/negative,483.36
103,103,103,-0.0,M,-2147483648,2007-11-01,EVA Dimensions,Not Provided,1,sell,-0.0
104,104,104,-0.0,M,-2147483648,2007-12-11,Barclays,Not Provided,5,overwt/negative,501.49
105,105,105,-0.0,M,-2147483648,2007-11-01,EVA Dimensions,Not Provided,1,sell,-0.0
106,106,106,-0.0,M,-2147483648,2008-01-22,EVA Dimensions,Not Provided,1,sell,-0.0
107,107,107,-0.0,M,-2147483648,2007-12-11,Barclays,Not Provided,5,overwt/negative,501.49
108,108,108,-0.0,M,-2147483648,2008-01-22,EVA Dimensions,Not Provided,1,sell,-0.0
109,109,109,-0.0,M,-2147483648,2007-12-11,Barclays,Not Provided,5,overwt/negative,501.49
110,110,110,-0.0,U,-2147483648,2008-03-25,EVA Dimensions,Not Provided,3,hold,-0.0
111,111,111,-0.0,M,-2147483648,2008-03-17,Barclays,Not Provided,5,overwt/negative,483.36
112,112,112,-0.0,U,-2147483648,2008-03-25,EVA Dimensions,Not Provided,3,hold,-0.0
113,113,113,-0.0,M,-2147483648,2008-03-17,Barclays,Not Provided,5,overwt/negative,483.36
114,114,114,-0.0,M,-2147483648,2008-05-30,Barclays,Not Provided,5,overwt/negative,450.13
115,115,115,-0.0,U,-2147483648,2008-03-25,EVA Dimensions,Not Provided,3,hold,-0.0
116,116,116,-0.0,M,-2147483648,2008-05-30,Barclays,Not Provided,5,overwt/negative,450.13
117,117,117,-0.0,U,-2147483648,2008-03-25,EVA Dimensions,Not Provided,3,hold,-0.0
118,118,118,-0.0,M,-2147483648,2008-07-23,EVA Dimensions,Not Provided,3,hold,-0.0
119,119,119,-0.0,M,-2147483648,2008-05-30,Barclays,Not Provided,5,overwt/negative,450.13
120,120,120,-0.0,D,-2147483648,2008-08-19,EVA Dimensions,Not Provided,1,sell,-0.0
121,121,121,-0.0,M,-2147483648,2008-08-06,Barclays,Not Provided,5,overwt/negative,422.94
122,122,122,-0.0,M,-2147483648,2008-09-29,Barclays,Not Provided,5,overwt/negative,413.88
123,123,123,-0.0,D,-2147483648,2008-08-19,EVA Dimensions,Not Provided,1,sell,-0.0
124,124,124,-0.0,M,-2147483648,2008-09-29,Barclays,Not Provided,5,overwt/negative,413.88
125,125,125,-0.0,D,-2147483648,2008-08-19,EVA Dimensions,Not Provided,1,sell,-0.0
126,126,126,-0.0,M,-2147483648,2008-11-10,EVA Dimensions,Not Provided,1,sell,-0.0
127,127,127,-0.0,M,-2147483648,2008-11-03,Barclays,Not Provided,5,overwt/negative,401.8
128,128,128,-0.0,M,-2147483648,2008-11-10,EVA Dimensions,Not Provided,1,sell,-0.0
129,129,129,-0.0,M,-2147483648,2008-11-03,Barclays,Not Provided,5,overwt/negative,401.8
130,130,130,-0.0,M,-2147483648,2009-01-20,Barclays,Not Provided,5,overwt/negative,392.73
131,131,131,-0.0,M,-2147483648,2008-11-10,EVA Dimensions,Not Provided,1,sell,-0.0
132,132,132,-0.0,M,-2147483648,2009-02-13,EVA Dimensions,Not Provided,1,sell,-0.0
133,133,133,-0.0,M,-2147483648,2009-01-20,Barclays,Not Provided,5,overwt/negative,392.73
134,134,134,-0.0,M,-2147483648,2009-02-13,EVA Dimensions,Not Provided,1,sell,-0.0
135,135,135,-0.0,M,-2147483648,2009-01-20,Barclays,Not Provided,5,overwt/negative,392.73
136,136,136,-0.0,M,-2147483648,2009-02-13,EVA Dimensions,Not Provided,1,sell,-0.0
137,137,137,-0.0,M,-2147483648,2009-01-20,Barclays,Not Provided,5,overwt/negative,392.73
138,138,138,-0.0,M,-2147483648,2009-05-07,Barclays,Not Provided,5,overwt/negative,347.42
139,139,139,-0.0,M,-2147483648,2009-02-13,EVA Dimensions,Not Provided,1,sell,-0.0
140,140,140,-0.0,M,-2147483648,2009-05-07,Barclays,Not Provided,5,overwt/negative,347.42
141,141,141,-0.0,M,-2147483648,2009-02-13,EVA Dimensions,Not Provided,1,sell,-0.0
142,142,142,-0.0,M,-2147483648,2009-08-01,EVA Dimensions,Not Provided,3,hold,-0.0
143,143,143,-0.0,M,-2147483648,2009-05-07,Barclays,Not Provided,5,overwt/negative,347.42
144,144,144,-0.0,N,-2147483648,2010-10-12,UBS,Not Provided,5,buy,287.0
145,145,145,-0.0,U,-2147483648,2010-03-08,EVA Dimensions,Not Provided,5,buy,-0.0
146,146,146,-0.0,M,-2147483648,2010-11-11,UBS,Not Provided,3,neutral,259.81
147,147,147,-0.0,U,-2147483648,2010-03-08,EVA Dimensions,Not Provided,5,buy,-0.0
148,148,148,-0.0,M,-2147483648,2010-12-07,UBS,12 month,3,neutral,259.81
149,149,149,-0.0,U,-2147483648,2010-03-08,EVA Dimensions,Not Provided,5,buy,-0.0
150,150,150,-0.0,M,-2147483648,2010-12-07,UBS,12 month,3,neutral,259.81
151,151,151,-0.0,U,-2147483648,2010-03-08,EVA Dimensions,Not Provided,5,buy,-0.0
152,152,152,-0.0,M,-2147483648,2010-12-07,UBS,12 month,3,neutral,259.81
153,153,153,-0.0,U,-2147483648,2010-03-08,EVA Dimensions,Not Provided,5,buy,-0.0
154,154,154,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,5,buy,-0.0
155,155,155,-0.0,M,-2147483648,2011-03-03,UBS,12 month,3,neutral,265.85
156,156,156,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,5,buy,-0.0
157,157,157,-0.0,M,-2147483648,2011-03-03,UBS,12 month,3,neutral,265.85
158,158,158,-0.0,M,-2147483648,2011-05-09,UBS,12 month,3,neutral,259.81
159,159,159,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,5,buy,-0.0
160,160,160,-0.0,M,-2147483648,2011-05-09,UBS,12 month,3,neutral,259.81
161,161,161,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,5,buy,-0.0
162,162,162,-0.0,M,-2147483648,2011-07-12,UBS,12 month,3,neutral,259.81
163,163,163,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,5,buy,-0.0
164,164,164,-0.0,U,-2147483648,2013-08-20,S&P Capital IQ,12 month,5,buy,386.69
165,165,165,-0.0,U,-2147483648,2013-08-08,EVA Dimensions,Not Provided,3,hold,-0.0
166,166,166,-0.0,U,-2147483648,2013-08-20,S&P Capital IQ,12 month,5,buy,386.69
167,167,167,-0.0,U,-2147483648,2013-08-08,EVA Dimensions,Not Provided,3,hold,-0.0
168,168,168,-0.0,M,-2147483648,2013-10-02,S&P Capital IQ,12 month,5,buy,386.69
169,169,169,-0.0,U,-2147483648,2013-08-08,EVA Dimensions,Not Provided,3,hold,-0.0
170,170,170,-0.0,M,-2147483648,2013-10-02,S&P Capital IQ,12 month,5,buy,386.69
171,171,171,-0.0,U,-2147483648,2013-08-08,EVA Dimensions,Not Provided,3,hold,-0.0
172,172,172,-0.0,M,-2147483648,2014-04-14,"Morningstar, Inc",Not Provided,3,hold,-0.0
173,173,173,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
174,174,174,-0.0,M,-2147483648,2014-05-02,"Morningstar, Inc",Not Provided,3,hold,-0.0
175,175,175,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
176,176,176,-0.0,M,-2147483648,2014-06-25,"Morningstar, Inc",Not Provided,3,hold,-0.0
177,177,177,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
178,178,178,-0.0,M,-2147483648,2014-08-01,"Morningstar, Inc",Not Provided,3,hold,-0.0
179,179,179,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
180,180,180,-0.0,M,-2147483648,2014-08-26,"Morningstar, Inc",Not Provided,3,hold,-0.0
181,181,181,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
182,182,182,-0.0,M,-2147483648,2014-08-26,"Morningstar, Inc",Not Provided,3,hold,-0.0
183,183,183,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
184,184,184,-0.0,M,-2147483648,2014-10-31,"Morningstar, Inc",Not Provided,3,hold,-0.0
185,185,185,-0.0,M,-2147483648,2014-04-10,EVA Dimensions,Not Provided,5,overweight,-0.0
186,186,186,-0.0,D,-2147483648,2014-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
187,187,187,-0.0,M,-2147483648,2014-11-14,"Morningstar, Inc",Not Provided,3,hold,-0.0
188,188,188,-0.0,D,-2147483648,2014-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
189,189,189,-0.0,M,-2147483648,2014-11-14,"Morningstar, Inc",Not Provided,3,hold,-0.0
190,190,190,-0.0,M,-2147483648,2015-01-07,"Morningstar, Inc",Not Provided,3,hold,-0.0
191,191,191,-0.0,D,-2147483648,2014-11-17,EVA Dimensions,Not Provided,3,hold,-0.0
192,192,192,-0.0,M,-2147483648,2015-02-27,"Morningstar, Inc",Not Provided,3,hold,-0.0
193,193,193,-0.0,U,-2147483648,2015-02-13,EVA Dimensions,Not Provided,3,hold,-0.0
194,194,194,-0.0,M,-2147483648,2015-03-26,"Morningstar, Inc",Not Provided,3,hold,-0.0
195,195,195,-0.0,U,-2147483648,2015-03-13,EVA Dimensions,Not Provided,3,hold,-0.0
196,196,196,-0.0,M,-2147483648,2015-05-01,"Morningstar, Inc",Not Provided,3,hold,-0.0
197,197,197,-0.0,U,-2147483648,2015-03-13,EVA Dimensions,Not Provided,3,hold,-0.0
198,198,198,-0.0,M,-2147483648,2015-05-20,"Morningstar, Inc",Not Provided,3,hold,-0.0
199,199,199,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
200,200,200,-0.0,M,-2147483648,2015-07-01,"Morningstar, Inc",Not Provided,-2147483648,Under Review,-0.0
201,201,201,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
202,202,202,-0.0,N,-2147483648,2015-06-18,Spin-Off Research,12 month,5,buy,735.47
203,203,203,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
204,204,204,-0.0,M,-2147483648,2015-07-07,"Morningstar, Inc",Not Provided,3,hold,-0.0
205,205,205,-0.0,M,-2147483648,2015-07-02,Spin-Off Research,Not Provided,5,buy,810.0
206,206,206,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
207,207,207,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
208,208,208,-0.0,M,-2147483648,2015-08-10,Spin-Off Research,Not Provided,5,buy,812.5
209,209,209,-0.0,M,-2147483648,2015-08-05,"Morningstar, Inc",Not Provided,3,hold,-0.0
210,210,210,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
211,211,211,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
212,212,212,-0.0,M,-2147483648,2015-09-02,Spin-Off Research,Not Provided,5,buy,812.5
213,213,213,-0.0,M,-2147483648,2015-08-05,"Morningstar, Inc",Not Provided,3,hold,-0.0
214,214,214,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
215,215,215,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
216,216,216,-0.0,M,-2147483648,2015-09-02,Spin-Off Research,Not Provided,5,buy,812.5
217,217,217,-0.0,M,-2147483648,2015-08-05,"Morningstar, Inc",Not Provided,3,hold,-0.0
218,218,218,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
219,219,219,-0.0,M,-2147483648,2015-05-08,EVA Dimensions,Not Provided,3,hold,-0.0
220,220,220,-0.0,M,-2147483648,2015-11-20,"Morningstar, Inc",Not Provided,3,hold,-0.0
221,221,221,-0.0,D,-2147483648,2015-11-18,EVA Dimensions,Not Provided,1,underweight,-0.0
222,222,222,-0.0,M,-2147483648,2015-09-02,Spin-Off Research,Not Provided,5,buy,812.5
223,223,223,-0.0,M,-2147483648,2015-06-30,WhiteSand Research LLC,Not Provided,3,neutral,675.5
224,224,224,-0.0,M,-2147483648,2015-12-08,"Morningstar, Inc",Not Provided,5,buy,-0.0
225,225,225,-0.0,U,-2147483648,2015-12-05,EVA Dimensions,Not Provided,3,hold,-0.0
226,226,226,-0.0,M,-2147483648,2015-09-02,Spin-Off Research,Not Provided,5,buy,812.5
227,227,227,-0.0,M,-2147483648,2015-12-08,"Morningstar, Inc",Not Provided,5,buy,-0.0
228,228,228,-0.0,U,-2147483648,2015-12-05,EVA Dimensions,Not Provided,3,hold,-0.0
229,229,229,-0.0,M,-2147483648,2016-02-26,"Morningstar, Inc",Not Provided,5,buy,-0.0
230,230,230,-0.0,U,-2147483648,2015-12-05,EVA Dimensions,Not Provided,3,hold,-0.0
231,231,231,-0.0,D,-2147483648,2016-03-11,EVA Dimensions,Not Provided,1,sell,-0.0
232,232,232,-0.0,M,-2147483648,2016-02-26,"Morningstar, Inc",Not Provided,5,buy,-0.0
233,233,233,-0.0,M,-2147483648,2016-04-15,"Morningstar, Inc",Not Provided,3,hold,-0.0
234,234,234,-0.0,D,-2147483648,2016-03-11,EVA Dimensions,Not Provided,1,sell,-0.0
235,235,235,-0.0,M,-2147483648,2016-05-06,"Morningstar, Inc",Not Provided,3,hold,-0.0
236,236,236,-0.0,D,-2147483648,2016-03-11,EVA Dimensions,Not Provided,1,sell,-0.0
