,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
68,68,-0.0,M,-2147483648,2007-03-26,Bernstein,12 month,5,outperform,22.95,68.0
69,69,-0.0,M,-2147483648,2007-03-09,Soleil Securities,Not Provided,1,sell,15.89,69.0
70,70,-0.0,M,-2147483648,2007-02-08,Credit Suisse,12 month,5,outperform,25.6,70.0
71,71,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,71.0
72,72,-0.0,M,-2147483648,2004-11-02,Macquarie,12 month,3,neutral,4.69,72.0
73,73,-0.0,M,-2147483648,2007-04-27,Bernstein,12 month,5,outperform,22.95,73.0
74,74,-0.0,M,-2147483648,2007-04-26,Soleil Securities,Not Provided,1,sell,15.89,74.0
75,75,-0.0,M,-2147483648,2007-02-08,Credit Suisse,12 month,5,outperform,25.6,75.0
76,76,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,76.0
77,77,-0.0,M,-2147483648,2004-11-02,Macquarie,12 month,3,neutral,4.69,77.0
78,78,-0.0,M,-2147483648,2007-05-29,Bernstein,12 month,5,outperform,23.84,78.0
79,79,-0.0,M,-2147483648,2007-05-23,Soleil Securities,Not Provided,1,sell,15.89,79.0
80,80,-0.0,N,-2147483648,2007-05-09,Credit Suisse,12 month,5,outperform,25.6,80.0
81,81,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,81.0
82,82,-0.0,M,-2147483648,2004-11-02,Macquarie,12 month,3,neutral,4.69,82.0
83,83,-0.0,M,-2147483648,2007-06-06,Bernstein,12 month,5,outperform,23.84,83.0
84,84,-0.0,M,-2147483648,2007-05-23,Soleil Securities,Not Provided,1,sell,15.89,84.0
85,85,-0.0,N,-2147483648,2007-05-09,Credit Suisse,12 month,5,outperform,25.6,85.0
86,86,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,86.0
87,87,-0.0,M,-2147483648,2004-11-02,Macquarie,12 month,3,neutral,4.69,87.0
88,88,-0.0,M,-2147483648,2007-07-20,Credit Suisse,12 month,5,outperform,25.6,88.0
89,89,-0.0,M,-2147483648,2007-07-15,Soleil Securities,Not Provided,1,sell,15.89,89.0
90,90,-0.0,M,-2147483648,2007-06-06,Bernstein,12 month,5,outperform,23.84,90.0
91,91,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,91.0
92,92,-0.0,M,-2147483648,2004-11-02,Macquarie,12 month,3,neutral,4.69,92.0
93,93,-0.0,U,-2147483648,2007-08-10,Macquarie,12 month,5,outperform,27.39,93.0
94,94,-0.0,M,-2147483648,2007-08-09,Credit Suisse,12 month,5,outperform,25.6,94.0
95,95,-0.0,M,-2147483648,2007-08-09,Soleil Securities,Not Provided,1,sell,15.89,95.0
96,96,-0.0,M,-2147483648,2007-06-06,Bernstein,12 month,5,outperform,23.84,96.0
97,97,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,97.0
98,98,-0.0,M,-2147483648,2007-09-18,Credit Suisse,12 month,5,outperform,25.6,98.0
99,99,-0.0,M,-2147483648,2007-09-11,Soleil Securities,Not Provided,1,sell,15.89,99.0
100,100,-0.0,M,-2147483648,2007-09-04,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,100.0
101,101,-0.0,U,-2147483648,2007-08-10,Macquarie,12 month,5,outperform,27.39,101.0
102,102,-0.0,M,-2147483648,2007-06-06,Bernstein,12 month,5,outperform,23.84,102.0
103,103,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,103.0
104,104,-0.0,M,-2147483648,2007-10-17,Soleil Securities,Not Provided,1,sell,15.89,104.0
105,105,-0.0,M,-2147483648,2007-09-18,Credit Suisse,12 month,5,outperform,25.6,105.0
106,106,-0.0,M,-2147483648,2007-09-04,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,106.0
107,107,-0.0,U,-2147483648,2007-08-10,Macquarie,12 month,5,outperform,27.39,107.0
108,108,-0.0,M,-2147483648,2007-06-06,Bernstein,12 month,5,outperform,23.84,108.0
109,109,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,109.0
110,110,-0.0,M,-2147483648,2007-11-26,Bernstein,12 month,5,outperform,22.95,110.0
111,111,-0.0,M,-2147483648,2007-11-20,Soleil Securities,Not Provided,1,sell,15.89,111.0
112,112,-0.0,M,-2147483648,2007-11-08,Credit Suisse,12 month,5,outperform,25.6,112.0
113,113,-0.0,M,-2147483648,2007-09-04,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,113.0
114,114,-0.0,U,-2147483648,2007-08-10,Macquarie,12 month,5,outperform,27.39,114.0
115,115,-0.0,M,-2147483648,2006-12-22,"Miller Tabak + Co., LLC",12 month,5,buy,22.95,115.0
116,116,-0.0,N,-2147483648,2007-12-31,Independent II Research plc,6 month,5,buy,22.45,116.0
117,117,-0.0,M,-2147483648,2007-12-20,Bernstein,12 month,5,outperform,22.95,117.0
118,118,-0.0,M,-2147483648,2007-12-19,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,118.0
119,119,-0.0,M,-2147483648,2007-11-20,Soleil Securities,Not Provided,1,sell,15.89,119.0
120,120,-0.0,M,-2147483648,2007-11-08,Credit Suisse,12 month,5,outperform,25.6,120.0
121,121,-0.0,M,-2147483648,2007-09-04,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,121.0
122,122,-0.0,M,-2147483648,2008-01-22,Credit Suisse,12 month,5,outperform,25.6,122.0
123,123,-0.0,M,-2147483648,2008-01-18,Soleil Securities,Not Provided,1,sell,15.89,123.0
124,124,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,124.0
125,125,-0.0,N,-2147483648,2007-12-31,Independent II Research plc,6 month,5,buy,22.45,125.0
126,126,-0.0,M,-2147483648,2007-12-20,Bernstein,12 month,5,outperform,22.95,126.0
127,127,-0.0,M,-2147483648,2007-12-19,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,127.0
128,128,-0.0,M,-2147483648,2008-02-22,Credit Suisse,12 month,5,outperform,25.6,128.0
129,129,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,129.0
130,130,-0.0,M,-2147483648,2008-02-05,Soleil Securities,Not Provided,1,sell,15.89,130.0
131,131,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,131.0
132,132,-0.0,N,-2147483648,2007-12-31,Independent II Research plc,6 month,5,buy,22.45,132.0
133,133,-0.0,M,-2147483648,2007-12-20,Bernstein,12 month,5,outperform,22.95,133.0
134,134,-0.0,M,-2147483648,2008-03-28,Independent II Research plc,6 month,5,buy,20.19,134.0
135,135,-0.0,M,-2147483648,2008-03-05,Soleil Securities,Not Provided,1,sell,15.89,135.0
136,136,-0.0,M,-2147483648,2008-02-22,Credit Suisse,12 month,5,outperform,25.6,136.0
137,137,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,137.0
138,138,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,138.0
139,139,-0.0,M,-2147483648,2007-12-20,Bernstein,12 month,5,outperform,22.95,139.0
140,140,-0.0,M,-2147483648,2008-04-23,Pali International,Not Provided,5,buy,23.84,140.0
141,141,-0.0,U,-2147483648,2008-04-17,Soleil Securities,Not Provided,3,hold,-0.0,141.0
142,142,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,142.0
143,143,-0.0,M,-2147483648,2008-04-10,Bernstein,Not Provided,5,outperform,21.19,143.0
144,144,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,144.0
145,145,-0.0,M,-2147483648,2008-04-07,Credit Suisse,12 month,5,outperform,25.6,145.0
146,146,-0.0,M,-2147483648,2008-03-28,Independent II Research plc,6 month,5,buy,20.19,146.0
147,147,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,147.0
148,148,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,148.0
149,149,-0.0,M,-2147483648,2008-05-27,Soleil Securities,Not Provided,3,hold,17.66,149.0
150,150,-0.0,M,-2147483648,2008-05-22,Bernstein,Not Provided,3,market perform,19.42,150.0
151,151,-0.0,M,-2147483648,2008-05-09,Credit Suisse,Not Provided,5,outperform,25.6,151.0
152,152,-0.0,M,-2147483648,2008-05-08,Wells Fargo Securities,Not Provided,3,market perform,18.54,152.0
153,153,-0.0,M,-2147483648,2008-04-23,Pali International,Not Provided,5,buy,23.84,153.0
154,154,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,154.0
155,155,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,155.0
156,156,-0.0,M,-2147483648,2008-03-28,Independent II Research plc,6 month,5,buy,20.19,156.0
157,157,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,157.0
158,158,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,158.0
159,159,-0.0,M,-2147483648,2008-06-30,Oppenheimer & Co,Not Provided,5,outperform,-0.0,159.0
160,160,-0.0,M,-2147483648,2008-06-26,Bernstein,Not Provided,3,market perform,19.42,160.0
161,161,-0.0,M,-2147483648,2008-06-24,Pali International,Not Provided,5,buy,23.84,161.0
162,162,-0.0,M,-2147483648,2008-06-13,Credit Suisse,Not Provided,5,outperform,20.31,162.0
163,163,-0.0,M,-2147483648,2008-05-27,Soleil Securities,Not Provided,3,hold,17.66,163.0
164,164,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,164.0
165,165,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,165.0
166,166,-0.0,M,-2147483648,2008-03-28,Independent II Research plc,6 month,5,buy,20.19,166.0
167,167,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,167.0
168,168,-0.0,M,-2147483648,2008-01-16,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,168.0
169,169,-0.0,M,-2147483648,2008-07-24,Goldman Sachs,6 month,3,neutral/neutral,13.24,169.0
170,170,-0.0,M,-2147483648,2008-07-23,Soleil Securities,Not Provided,3,hold,14.13,170.0
171,171,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,171.0
172,172,-0.0,M,-2147483648,2008-07-15,Independent II Research plc,6 month,5,buy,16.81,172.0
173,173,-0.0,M,-2147483648,2008-06-30,Oppenheimer & Co,Not Provided,5,outperform,-0.0,173.0
174,174,-0.0,M,-2147483648,2008-06-26,Bernstein,Not Provided,3,market perform,19.42,174.0
175,175,-0.0,M,-2147483648,2008-06-13,Credit Suisse,Not Provided,5,outperform,20.31,175.0
176,176,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,176.0
177,177,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,177.0
178,178,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,178.0
179,179,-0.0,M,-2147483648,2008-08-06,Credit Suisse,Not Provided,5,outperform,20.31,179.0
180,180,-0.0,D,-2147483648,2008-08-06,Atlantic Equities LLP,Not Provided,3,neutral,-0.0,180.0
181,181,-0.0,M,-2147483648,2008-08-06,Soleil Securities,Not Provided,3,hold,14.13,181.0
182,182,-0.0,M,-2147483648,2008-08-04,Bernstein,Not Provided,3,market perform,16.33,182.0
183,183,-0.0,M,-2147483648,2008-08-04,Oppenheimer & Co,12 month,5,outperform,16.77,183.0
184,184,-0.0,M,-2147483648,2008-07-24,Goldman Sachs,6 month,3,neutral/neutral,13.24,184.0
185,185,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,185.0
186,186,-0.0,M,-2147483648,2008-07-15,Independent II Research plc,6 month,5,buy,16.81,186.0
187,187,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,187.0
188,188,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,188.0
189,189,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,189.0
190,190,-0.0,M,-2147483648,2008-10-01,Barclays,Not Provided,3,equalwt/negative,11.48,190.0
191,191,-0.0,M,-2147483648,2008-09-16,Bernstein,Not Provided,3,market perform,14.13,191.0
192,192,-0.0,M,-2147483648,2008-09-16,Soleil Securities,Not Provided,3,hold,14.13,192.0
193,193,-0.0,M,-2147483648,2008-09-16,Independent II Research plc,12 month,5,buy,14.32,193.0
194,194,-0.0,M,-2147483648,2008-08-06,Credit Suisse,Not Provided,5,outperform,20.31,194.0
195,195,-0.0,D,-2147483648,2008-08-06,Atlantic Equities LLP,Not Provided,3,neutral,-0.0,195.0
196,196,-0.0,M,-2147483648,2008-08-04,Oppenheimer & Co,12 month,5,outperform,16.77,196.0
197,197,-0.0,M,-2147483648,2008-07-24,Goldman Sachs,6 month,3,neutral/neutral,13.24,197.0
198,198,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,198.0
199,199,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,199.0
200,200,-0.0,M,-2147483648,2008-04-07,BMO Capital Markets,12 month,5,outperform,26.49,200.0
201,201,-0.0,M,-2147483648,2008-02-05,"Miller Tabak + Co., LLC",12 month,5,buy,24.72,201.0
202,202,-0.0,M,-2147483648,2008-10-29,Bernstein,Not Provided,3,market perform,11.48,202.0
203,203,-0.0,M,-2147483648,2008-10-24,Independent II Research plc,Not Provided,5,buy,14.32,203.0
204,204,-0.0,M,-2147483648,2008-10-23,"Miller Tabak + Co., LLC",Not Provided,5,buy,13.24,204.0
205,205,-0.0,M,-2147483648,2008-10-14,Barclays,Not Provided,3,equalwt/negative,9.71,205.0
206,206,-0.0,M,-2147483648,2008-10-07,Goldman Sachs,6 month,3,neutral/neutral,11.48,206.0
207,207,-0.0,M,-2147483648,2008-10-06,BMO Capital Markets,Not Provided,5,outperform,22.95,207.0
208,208,-0.0,M,-2147483648,2008-09-16,Soleil Securities,Not Provided,3,hold,14.13,208.0
209,209,-0.0,D,-2147483648,2008-08-06,Atlantic Equities LLP,Not Provided,3,neutral,-0.0,209.0
210,210,-0.0,M,-2147483648,2008-08-04,Oppenheimer & Co,12 month,5,outperform,16.77,210.0
211,211,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,211.0
212,212,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,212.0
213,213,-0.0,M,-2147483648,2008-11-26,Goldman Sachs,6 month,3,neutral/neutral,6.62,213.0
214,214,-0.0,M,-2147483648,2008-11-24,Soleil Securities,Not Provided,3,hold,-0.0,214.0
215,215,-0.0,M,-2147483648,2008-11-21,Bernstein,Not Provided,3,market perform,7.5,215.0
216,216,-0.0,D,-2147483648,2008-11-12,Argus Research Corp,Not Provided,3,hold,-0.0,216.0
217,217,-0.0,M,-2147483648,2008-11-06,"Miller Tabak + Co., LLC",Not Provided,5,buy,13.24,217.0
218,218,-0.0,M,-2147483648,2008-11-06,Oppenheimer & Co,18 month,3,market perform,9.71,218.0
219,219,-0.0,M,-2147483648,2008-11-06,Barclays,Not Provided,3,equalwt/negative,7.95,219.0
220,220,-0.0,M,-2147483648,2008-10-24,Independent II Research plc,Not Provided,5,buy,14.32,220.0
221,221,-0.0,M,-2147483648,2008-10-06,BMO Capital Markets,Not Provided,5,outperform,22.95,221.0
222,222,-0.0,D,-2147483648,2008-08-06,Atlantic Equities LLP,Not Provided,3,neutral,-0.0,222.0
223,223,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,223.0
224,224,-0.0,M,-2147483648,2008-04-11,Stifel,Not Provided,5,buy,22.07,224.0
225,225,-0.0,M,-2147483648,2008-12-22,BMO Capital Markets,Not Provided,5,outperform,13.24,225.0
226,226,-0.0,M,-2147483648,2008-12-22,Independent II Research plc,12 month,5,buy,9.01,226.0
227,227,-0.0,M,-2147483648,2008-12-11,Bernstein,Not Provided,3,market perform,7.5,227.0
228,228,-0.0,M,-2147483648,2008-11-26,Goldman Sachs,6 month,3,neutral/neutral,6.62,228.0
229,229,-0.0,M,-2147483648,2008-11-24,Soleil Securities,Not Provided,3,hold,-0.0,229.0
230,230,-0.0,D,-2147483648,2008-11-12,Argus Research Corp,Not Provided,3,hold,-0.0,230.0
231,231,-0.0,M,-2147483648,2008-11-06,"Miller Tabak + Co., LLC",Not Provided,5,buy,13.24,231.0
232,232,-0.0,M,-2147483648,2008-11-06,Oppenheimer & Co,18 month,3,market perform,9.71,232.0
233,233,-0.0,M,-2147483648,2008-11-06,Barclays,Not Provided,3,equalwt/negative,7.95,233.0
234,234,-0.0,M,-2147483648,2008-07-17,Pali International,Not Provided,5,buy,23.84,234.0
235,235,-0.0,M,-2147483648,2009-01-26,Soleil Securities,Not Provided,3,hold,8.83,235.0
236,236,-0.0,M,-2147483648,2009-01-23,Barclays,Not Provided,3,equalwt/negative,7.06,236.0
237,237,-0.0,M,-2147483648,2009-01-15,Bernstein,Not Provided,3,market perform,7.95,237.0
238,238,-0.0,M,-2147483648,2009-01-07,Pali International,Not Provided,5,buy,13.24,238.0
239,239,-0.0,M,-2147483648,2008-12-22,BMO Capital Markets,Not Provided,5,outperform,13.24,239.0
240,240,-0.0,M,-2147483648,2008-11-26,Goldman Sachs,6 month,3,neutral/neutral,6.62,240.0
241,241,-0.0,D,-2147483648,2008-11-12,Argus Research Corp,Not Provided,3,hold,-0.0,241.0
242,242,-0.0,M,-2147483648,2008-11-06,"Miller Tabak + Co., LLC",Not Provided,5,buy,13.24,242.0
243,243,-0.0,M,-2147483648,2008-11-06,Oppenheimer & Co,18 month,3,market perform,9.71,243.0
244,244,-0.0,M,-2147483648,2009-02-06,Goldman Sachs,6 month,3,neutral/neutral,6.18,244.0
245,245,-0.0,M,-2147483648,2009-02-06,Bernstein,Not Provided,3,market perform,7.5,245.0
246,246,-0.0,R,-2147483648,2009-02-06,"Miller Tabak + Co., LLC",12 month,5,buy,7.95,246.0
247,247,-0.0,M,-2147483648,2009-02-06,Natixis Securities Americas LLC,12 month,5,buy,12.36,247.0
248,248,-0.0,M,-2147483648,2009-02-05,Soleil Securities,Not Provided,3,hold,8.83,248.0
249,249,-0.0,M,-2147483648,2009-01-23,Barclays,Not Provided,3,equalwt/negative,7.06,249.0
250,250,-0.0,M,-2147483648,2009-01-07,Pali International,Not Provided,5,buy,13.24,250.0
251,251,-0.0,M,-2147483648,2008-12-22,BMO Capital Markets,Not Provided,5,outperform,13.24,251.0
252,252,-0.0,M,-2147483648,2008-11-06,Oppenheimer & Co,18 month,3,market perform,9.71,252.0
253,253,-0.0,U,-2147483648,2009-03-29,Soleil Securities,12 month,5,buy,9.71,253.0
254,254,-0.0,M,-2147483648,2009-03-23,Bernstein,Not Provided,3,market perform,7.5,254.0
255,255,-0.0,M,-2147483648,2009-03-17,Pali International,Not Provided,1,sell,4.86,255.0
256,256,-0.0,M,-2147483648,2009-03-11,"Miller Tabak + Co., LLC",Not Provided,5,buy,15.01,256.0
257,257,-0.0,M,-2147483648,2009-02-06,Goldman Sachs,6 month,3,neutral/neutral,6.18,257.0
258,258,-0.0,M,-2147483648,2009-02-06,Natixis Securities Americas LLC,12 month,5,buy,12.36,258.0
259,259,-0.0,M,-2147483648,2009-01-23,Barclays,Not Provided,3,equalwt/negative,7.06,259.0
260,260,-0.0,M,-2147483648,2008-12-22,BMO Capital Markets,Not Provided,5,outperform,13.24,260.0
261,261,-0.0,M,-2147483648,2008-11-06,Oppenheimer & Co,18 month,3,market perform,9.71,261.0
262,262,-0.0,M,-2147483648,2009-04-22,Bernstein,12 month,3,market perform,6.62,262.0
263,263,-0.0,M,-2147483648,2009-04-21,Soleil Securities,12 month,5,buy,9.71,263.0
264,264,-0.0,M,-2147483648,2009-04-09,BMO Capital Markets,Not Provided,5,outperform,10.59,264.0
265,265,-0.0,M,-2147483648,2009-03-17,Pali International,Not Provided,1,sell,4.86,265.0
266,266,-0.0,M,-2147483648,2009-03-11,"Miller Tabak + Co., LLC",Not Provided,5,buy,15.01,266.0
267,267,-0.0,M,-2147483648,2009-02-06,Goldman Sachs,6 month,3,neutral/neutral,6.18,267.0
