,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,28.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,29.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,40.0,30.0
2007-11-16 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,31.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,38.0,32.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,37.91,33.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,34.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,35.0
2007-07-02 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,3,neutral,-0.0,36.0
2007-12-27 00:00:00,-0.0,D,-2147483648,,Independent II Research plc,12 month,3,hold,39.18,37.0
2007-12-21 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,38.0
2007-12-14 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,43.0,39.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,40.0
2007-11-16 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,41.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,38.0,42.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,43.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,44.0
2007-07-02 00:00:00,-0.0,N,-2147483648,,J.P. Morgan,Not Provided,3,neutral,-0.0,45.0
2008-01-02 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,46.0
2007-12-27 00:00:00,-0.0,D,-2147483648,,Independent II Research plc,12 month,3,hold,39.18,47.0
2007-12-14 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,43.0,48.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,49.0
2007-11-16 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,50.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,38.0,51.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,52.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,53.0
2008-02-07 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,36.0,54.0
2008-02-07 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,55.0
2008-02-07 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,56.0
2008-02-06 00:00:00,-0.0,N,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0,57.0
2008-02-06 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,43.0,58.0
2008-02-06 00:00:00,-0.0,U,-2147483648,,Independent II Research plc,12 month,5,buy,39.18,59.0
2007-11-16 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,38.0,60.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,61.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,62.0
2008-03-18 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,38.56,63.0
2008-03-14 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,64.0
2008-03-13 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,41.0,65.0
2008-03-13 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,38.0,66.0
2008-02-07 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,36.0,67.0
2008-02-07 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,68.0
2008-02-06 00:00:00,-0.0,N,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0,69.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,70.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,71.0
2008-05-01 00:00:00,-0.0,M,-2147483648,,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0,72.0
2008-05-01 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,48.0,73.0
2008-05-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,3,market weight,42.0,74.0
2008-04-23 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,43.0,75.0
2008-03-18 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,38.56,76.0
2008-02-07 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,36.0,77.0
2008-02-07 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,78.0
2007-10-16 00:00:00,-0.0,N,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,79.0
2007-07-11 00:00:00,-0.0,N,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,45.0,80.0
2008-05-30 00:00:00,-0.0,U,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,48.0,81.0
2008-05-16 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,48.0,82.0
2008-05-16 00:00:00,-0.0,U,-2147483648,,Longbow Research,Not Provided,5,buy,-0.0,83.0
2008-05-13 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,46.0,84.0
2008-05-02 00:00:00,-0.0,M,-2147483648,,Lehman Brothers,Not Provided,5,overwt/neutral,46.0,85.0
2008-05-02 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,40.0,86.0
2008-03-18 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,38.56,87.0
2008-02-07 00:00:00,-0.0,R,-2147483648,,Jefferies,Not Provided,3,hold,36.0,88.0
2008-06-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,46.0,89.0
2008-06-19 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,43.86,90.0
2008-06-04 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,48.0,91.0
2008-06-03 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,48.0,92.0
2008-05-16 00:00:00,-0.0,U,-2147483648,,Longbow Research,Not Provided,5,buy,-0.0,93.0
2008-05-02 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,40.0,94.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,95.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,46.0,96.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,43.0,97.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,5,buy,41.5,98.0
2008-07-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,48.0,99.0
2008-07-30 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,43.86,100.0
2008-07-02 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,48.0,101.0
2008-08-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,47.0,102.0
2008-08-22 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,5,buy,41.5,103.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,104.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,46.0,105.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,43.0,106.0
2008-07-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,48.0,107.0
2008-07-30 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,12 month,5,buy,43.86,108.0
2008-10-01 00:00:00,-0.0,M,-2147483648,,UBS,12 month,3,neutral,30.0,109.0
2008-10-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,38.0,110.0
2008-09-29 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,5,buy,35.0,111.0
2008-09-12 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,41.0,112.0
2008-09-02 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,24 month,5,buy,40.66,113.0
2008-08-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,47.0,114.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,39.0,115.0
2008-07-31 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,43.0,116.0
2008-10-31 00:00:00,-0.0,M,-2147483648,,UBS,12 month,3,neutral,20.0,117.0
2008-10-31 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,15.0,118.0
2008-10-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,17.0,119.0
2008-10-24 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,Not Provided,5,buy,40.66,120.0
2008-10-17 00:00:00,-0.0,M,-2147483648,,Credit Suisse,12 month,5,outperform,24.5,121.0
2008-10-14 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/neutral,23.0,122.0
2008-10-14 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,41.0,123.0
2008-09-12 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,41.0,124.0
2008-11-26 00:00:00,-0.0,M,-2147483648,,Collins Stewart,Not Provided,1,sell,-0.0,125.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,21.0,126.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,18.1,127.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,25.0,128.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,129.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,19.0,130.0
2008-11-06 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,21.0,131.0
2008-10-24 00:00:00,-0.0,M,-2147483648,,Independent II Research plc,Not Provided,5,buy,40.66,132.0
2008-12-29 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,11.0,133.0
2008-12-19 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,20.5,134.0
2008-12-15 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,18.0,135.0
2008-12-12 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,20.0,136.0
2008-12-10 00:00:00,-0.0,D,-2147483648,,Independent II Research plc,12 month,3,hold,16.22,137.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,18.1,138.0
2008-11-07 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,25.0,139.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,140.0
2009-01-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,20.0,141.0
2009-01-29 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,20.0,142.0
2009-01-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,18.0,143.0
2009-01-29 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,15.0,144.0
2009-01-29 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,7.5,145.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,146.0
2008-12-10 00:00:00,-0.0,D,-2147483648,,Independent II Research plc,12 month,3,hold,16.22,147.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,148.0
2009-02-25 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,15.0,149.0
2009-02-23 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,5.0,150.0
2009-02-17 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,20.0,151.0
2009-01-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,20.0,152.0
2009-01-29 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,15.0,153.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,154.0
2008-12-10 00:00:00,-0.0,D,-2147483648,,Independent II Research plc,12 month,3,hold,16.22,155.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,156.0
2009-03-26 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,11.5,157.0
2009-03-25 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,5.0,158.0
2009-03-12 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,16.0,159.0
2009-02-25 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,15.0,160.0
2009-02-17 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,20.0,161.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,162.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,163.0
2009-05-01 00:00:00,-0.0,M,-2147483648,,Collins Stewart,Not Provided,1,sell,5.0,164.0
2009-04-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,22.0,165.0
2009-04-30 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,21.0,166.0
2009-04-30 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,11.5,167.0
2009-04-30 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,Not Provided,5,overweight,21.0,168.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,169.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,170.0
2009-05-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,18.0,171.0
2009-05-18 00:00:00,-0.0,M,-2147483648,,Collins Stewart,12 month,1,sell,9.25,172.0
2009-05-13 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,21.0,173.0
2009-05-13 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,21.0,174.0
2009-04-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,22.0,175.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,176.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,177.0
2009-06-23 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,22.5,178.0
2009-06-19 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,26.0,179.0
2009-06-18 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,3,neutral,20.0,180.0
2009-06-16 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,24.0,181.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,182.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,183.0
2009-07-31 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,26.0,184.0
2009-07-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,27.0,185.0
2009-07-30 00:00:00,-0.0,U,-2147483648,,UBS,Not Provided,5,buy,25.0,186.0
2009-07-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,26.0,187.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,188.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,189.0
2009-08-11 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,26.0,190.0
2009-07-30 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,27.0,191.0
2009-07-30 00:00:00,-0.0,U,-2147483648,,UBS,Not Provided,5,buy,25.0,192.0
2009-07-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,26.0,193.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,194.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,195.0
2009-10-01 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,30.0,196.0
2009-10-01 00:00:00,-0.0,N,-2147483648,,Ticonderoga Securities LLC,Not Provided,5,buy,28.0,197.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,25.0,198.0
2009-09-14 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,26.0,199.0
2009-07-30 00:00:00,-0.0,U,-2147483648,,UBS,Not Provided,5,buy,25.0,200.0
2009-07-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,26.0,201.0
2009-01-28 00:00:00,-0.0,D,-2147483648,,Longbow Research,Not Provided,3,neutral,-0.0,202.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,203.0
2009-10-14 00:00:00,-0.0,U,-2147483648,,Longbow Research,Not Provided,5,buy,26.0,204.0
2009-10-08 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,26.0,205.0
2009-10-01 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,30.0,206.0
2009-10-01 00:00:00,-0.0,N,-2147483648,,Ticonderoga Securities LLC,Not Provided,5,buy,28.0,207.0
2009-09-29 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,25.0,208.0
2009-07-30 00:00:00,-0.0,U,-2147483648,,UBS,Not Provided,5,buy,25.0,209.0
2009-07-29 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,26.0,210.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,211.0
2009-11-11 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,28.0,212.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,Not Provided,5,outperform,30.0,213.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,27.0,214.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,27.0,215.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,28.0,216.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,29.0,217.0
2009-10-01 00:00:00,-0.0,N,-2147483648,,Ticonderoga Securities LLC,Not Provided,5,buy,28.0,218.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,219.0
2009-12-30 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,28.0,220.0
2009-12-11 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,28.0,221.0
2009-12-08 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,30.0,222.0
2009-12-08 00:00:00,-0.0,M,-2147483648,,Ticonderoga Securities LLC,12 month,5,buy,30.5,223.0
2009-11-05 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,27.0,224.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,27.0,225.0
2009-11-04 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,29.0,226.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,227.0
2010-02-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,31.0,228.0
2010-01-28 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,30.0,229.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,28.0,230.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,34.0,231.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,32.0,232.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,33.0,233.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Ticonderoga Securities LLC,12 month,5,buy,34.0,234.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,235.0
2010-03-01 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,30.0,236.0
2010-02-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,32.0,237.0
2010-02-08 00:00:00,-0.0,M,-2147483648,,Ticonderoga Securities LLC,12 month,5,buy,34.0,238.0
2010-02-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,31.0,239.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,28.0,240.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,34.0,241.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Longbow Research,Not Provided,5,buy,33.0,242.0
2008-11-07 00:00:00,-0.0,N,-2147483648,,Gabelli & Co,Not Provided,5,buy,-0.0,243.0
2010-04-01 00:00:00,-0.0,M,-2147483648,,Ticonderoga Securities LLC,12 month,5,buy,34.0,244.0
2010-03-01 00:00:00,-0.0,M,-2147483648,,RBC Capital Markets,12 month,5,outperform,30.0,245.0
2010-02-12 00:00:00,-0.0,M,-2147483648,,UBS,Not Provided,5,buy,32.0,246.0
2010-02-01 00:00:00,-0.0,M,-2147483648,,Thomas Weisel Partners,12 month,5,overweight,31.0,247.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Goldman Sachs,12 month,3,neutral/attractive,28.0,248.0
2010-01-27 00:00:00,-0.0,M,-2147483648,,Credit Suisse,Not Provided,5,outperform,34.0,249.0
