Date,Firm Name,Period,Rating,Recommendation,Target Price
2017-03-31,UBS,12 month,5,buy,67.000000
2017-03-30,Bernstein,Not Provided,5,outperform,71.000000
2017-03-29,Argus Research Corp,Not Provided,5,buy,67.000000
2017-03-29,SunTrust Robinson Humphrey,12 month,5,buy,67.000000
2017-03-29,Wedbush,12 month,3,neutral,61.000000
2017-03-29,HSBC,Not Provided,5,buy,65.000000
2017-03-29,Macquarie,12 month,3,neutral,60.000000
2017-03-29,Buckingham Research Group,12 month,5,buy,71.000000
2017-03-29,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
2017-03-29,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-03-29,Nomura Instinet,Not Provided,5,buy,67.000000
2017-03-29,Barclays,Not Provided,3,equalweight,63.000000
2017-03-28,Morgan Stanley,12 month,1,Underwt/In-Line,53.000000
2017-03-28,Goldman Sachs,12 month,3,neutral/neutral,55.000000
2017-03-28,Credit Suisse,Not Provided,5,outperform,69.000000
2017-03-28,J.P. Morgan,9 month,3,neutral,59.000000
2017-03-28,William Blair & Co,Not Provided,5,outperform,-0.000000
2017-03-28,Stifel,12 month,5,buy,68.000000
2017-03-28,Wolfe Research,Not Provided,3,peerperform,-0.000000
2017-03-27,Susquehanna Financial,12 month,4,Positive,68.000000
2017-03-24,Berenberg,Not Provided,3,hold,53.000000
2017-03-23,M Science,Not Provided,-2147483648,no rating system,-0.000000
2017-02-08,Redburn,Not Provided,5,buy,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-07-25,Tigress Financial Partners,Not Provided,5,buy,-0.000000
2017-05-01,Bernstein,Not Provided,5,outperform,71.000000
2017-05-01,Macquarie,12 month,3,neutral,60.000000
2017-04-28,Credit Suisse,Not Provided,5,outperform,69.000000
2017-04-24,Wolfe Research,Not Provided,3,peerperform,-0.000000
2017-04-13,SunTrust Robinson Humphrey,12 month,5,buy,67.000000
2017-04-03,Stifel,12 month,5,buy,68.000000
2017-03-31,UBS,12 month,5,buy,67.000000
2017-03-29,Argus Research Corp,Not Provided,5,buy,67.000000
2017-03-29,Wedbush,12 month,3,neutral,61.000000
2017-03-29,HSBC,Not Provided,5,buy,65.000000
2017-03-29,Buckingham Research Group,12 month,5,buy,71.000000
2017-03-29,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
2017-03-29,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-03-29,Nomura Instinet,Not Provided,5,buy,67.000000
2017-03-29,Barclays,Not Provided,3,equalweight,63.000000
2017-03-28,Morgan Stanley,12 month,1,Underwt/In-Line,53.000000
2017-03-28,Goldman Sachs,12 month,3,neutral/neutral,55.000000
2017-03-28,J.P. Morgan,9 month,3,neutral,59.000000
2017-03-28,William Blair & Co,Not Provided,5,outperform,-0.000000
2017-03-27,Susquehanna Financial,12 month,4,Positive,68.000000
2017-03-24,Berenberg,Not Provided,3,hold,53.000000
2017-03-23,M Science,Not Provided,-2147483648,no rating system,-0.000000
2017-02-08,Redburn,Not Provided,5,buy,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-07-25,Tigress Financial Partners,Not Provided,5,buy,-0.000000
2017-05-15,SunTrust Robinson Humphrey,12 month,5,buy,67.000000
2017-05-09,Bernstein,Not Provided,5,outperform,71.000000
2017-05-05,Buckingham Research Group,12 month,5,buy,71.000000
2017-05-02,Morgan Stanley,12 month,1,Underwt/In-Line,59.000000
2017-05-01,Macquarie,12 month,3,neutral,60.000000
2017-04-28,Credit Suisse,Not Provided,5,outperform,69.000000
2017-04-24,Wolfe Research,Not Provided,3,peerperform,-0.000000
2017-04-03,Stifel,12 month,5,buy,68.000000
2017-03-31,UBS,12 month,5,buy,67.000000
2017-03-29,Argus Research Corp,Not Provided,5,buy,67.000000
2017-03-29,Wedbush,12 month,3,neutral,61.000000
2017-03-29,HSBC,Not Provided,5,buy,65.000000
2017-03-29,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
2017-03-29,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-03-29,Nomura Instinet,Not Provided,5,buy,67.000000
2017-03-29,Barclays,Not Provided,3,equalweight,63.000000
2017-03-28,Goldman Sachs,12 month,3,neutral/neutral,55.000000
2017-03-28,J.P. Morgan,9 month,3,neutral,59.000000
2017-03-28,William Blair & Co,Not Provided,5,outperform,-0.000000
2017-03-27,Susquehanna Financial,12 month,4,Positive,68.000000
2017-03-24,Berenberg,Not Provided,3,hold,53.000000
2017-03-23,M Science,Not Provided,-2147483648,no rating system,-0.000000
2017-02-08,Redburn,Not Provided,5,buy,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-07-25,Tigress Financial Partners,Not Provided,5,buy,-0.000000
