Date,Firm Name,Period,Rating,Recommendation,Target Price
2017-03-31,Jefferies,Not Provided,5,buy,1000.000000
2017-03-31,Cantor Fitzgerald,Not Provided,5,overweight,1040.000000
2017-03-31,Aegis Capital Corp.,12 month,5,buy,1011.000000
2017-03-30,B Riley & Co,Not Provided,5,buy,990.000000
2017-03-29,Morgan Stanley,12 month,5,Overwt/In-Line,1000.000000
2017-03-28,Barclays,Not Provided,5,overweight,1065.000000
2017-03-27,RBC Capital Markets,12 month,5,outperform,1025.000000
2017-03-27,J.P. Morgan,12 month,5,overweight,1020.000000
2017-03-27,Baird,Not Provided,5,outperform,960.000000
2017-03-27,Stifel,Not Provided,5,buy,1050.000000
2017-03-27,"Monness, Crespi, Hardt & Co",Not Provided,5,buy,900.000000
2017-03-27,Nomura Instinet,12 month,5,buy,925.000000
2017-03-27,Pivotal Research Group LLC,12 month,3,hold,950.000000
2017-03-26,BMO Capital Markets,Not Provided,5,outperform,1005.000000
2017-03-26,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
2017-03-23,Pacific Crest Securities,12 month,5,overweight,1040.000000
2017-03-23,Mizuho Securities USA Inc,12 month,5,buy,1024.000000
2017-03-17,Wedbush,12 month,1,underperform,700.000000
2017-03-15,Argus Research Corp,Not Provided,5,buy,950.000000
2017-03-09,JMP Securities,12 month,4,market outperform,1020.000000
2017-03-08,Hilliard Lyons,12 month,3,neutral,865.000000
2017-02-28,Edward Jones,Not Provided,5,buy,-0.000000
2017-02-21,CM Research,Not Provided,5,buy,1015.860000
2017-02-06,Canaccord Genuity,Not Provided,5,buy,950.000000
2017-02-06,Piper Jaffray,Not Provided,5,overweight,930.000000
2017-02-01,MKM Partners,Not Provided,5,buy,1000.000000
2017-01-31,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
2017-01-31,Daiwa Securities,Not Provided,5,buy,1000.000000
2017-01-30,Societe Generale,12 month,5,buy,1055.000000
2017-01-30,Tigress Financial Partners,Not Provided,5,strong buy,-0.000000
2017-01-27,Credit Suisse,Not Provided,5,outperform,1100.000000
2017-01-27,Macquarie,12 month,5,outperform,995.000000
2017-01-27,Independent Research GmbH,12 month,3,hold,960.000000
2017-01-27,Susquehanna Financial,12 month,4,Positive,1000.000000
2017-01-27,Atlantic Equities LLP,12 month,5,overweight,1000.000000
2017-01-27,FBN Securities,12 month,5,outperform,1050.000000
2017-01-27,MoffettNathanson,12 month,5,buy,960.000000
2017-01-26,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-12-13,M Science,Not Provided,-2147483648,no rating system,-0.000000
2016-10-28,Goldman Sachs,12 month,5,buy/attractive,970.000000
2016-10-11,Cowen,12 month,5,outperform,940.000000
2016-07-29,Needham & Co,12 month,5,buy,900.000000
2016-07-29,BGC Partners,12 month,5,buy,900.000000
2016-06-09,Hamburger Sparkasse,Not Provided,5,buy,-0.000000
2016-05-16,Freedom Finance,Not Provided,5,buy,1000.000000
2016-04-15,Nord/LB,12 month,5,buy,800.000000
2017-05-01,Morgan Stanley,12 month,5,Overwt/In-Line,1050.000000
2017-05-01,Argus Research Corp,Not Provided,5,buy,1085.000000
2017-05-01,Macquarie,12 month,5,outperform,995.000000
2017-05-01,"Monness, Crespi, Hardt & Co",Not Provided,5,buy,1050.000000
2017-05-01,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-04-30,BMO Capital Markets,Not Provided,3,market perform,970.000000
2017-04-28,Goldman Sachs,12 month,5,buy/attractive,1100.000000
2017-04-28,Credit Suisse,Not Provided,5,outperform,1150.000000
2017-04-28,J.P. Morgan,9 month,5,overweight,1075.000000
2017-04-28,Jefferies,12 month,5,buy,1200.000000
2017-04-28,Pacific Crest Securities,Not Provided,5,overweight,1100.000000
2017-04-28,Baird,12 month,5,outperform,1100.000000
2017-04-28,Wedbush,12 month,1,underperform,725.000000
2017-04-28,Cantor Fitzgerald,12 month,5,overweight,1070.000000
2017-04-28,Independent Research GmbH,12 month,3,hold,1000.000000
2017-04-28,B Riley & Co,12 month,5,buy,1032.000000
2017-04-28,Stifel,12 month,5,buy,1075.000000
2017-04-28,Aegis Capital Corp.,12 month,5,buy,1090.000000
2017-04-28,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
2017-04-28,Cowen,12 month,5,outperform,1075.000000
2017-04-28,JMP Securities,Not Provided,4,market outperform,1095.000000
2017-04-28,Susquehanna Financial,12 month,4,Positive,1200.000000
2017-04-28,Atlantic Equities LLP,12 month,5,overweight,1050.000000
2017-04-28,Piper Jaffray,12 month,5,overweight,1050.000000
2017-04-28,Nomura Instinet,12 month,5,buy,985.000000
2017-04-28,Barclays,Not Provided,5,overweight,1065.000000
2017-04-28,FBN Securities,12 month,5,outperform,1075.000000
2017-04-28,Pivotal Research Group LLC,12 month,3,hold,990.000000
2017-04-28,MoffettNathanson,12 month,5,buy,1030.000000
2017-04-27,RBC Capital Markets,12 month,5,outperform,1050.000000
2017-04-27,Edward Jones,Not Provided,5,buy,-0.000000
2017-04-27,Canaccord Genuity,Not Provided,5,buy,1000.000000
2017-04-21,MKM Partners,Not Provided,5,buy,1000.000000
2017-04-13,CM Research,Not Provided,5,buy,1010.000000
2017-03-08,Hilliard Lyons,12 month,3,neutral,865.000000
2017-01-31,"Ameriprise Advisor Services, Inc",Not Provided,5,buy,-0.000000
2017-01-31,Daiwa Securities,Not Provided,5,buy,1000.000000
2017-01-30,Societe Generale,12 month,5,buy,1055.000000
2017-01-30,Tigress Financial Partners,Not Provided,5,strong buy,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-12-13,M Science,Not Provided,-2147483648,no rating system,-0.000000
2016-07-29,Needham & Co,12 month,5,buy,900.000000
