Date,Firm Name,Period,Rating,Recommendation,Target Price
2017-03-29,SunTrust Robinson Humphrey,12 month,5,buy,15.000000
2017-03-28,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-03-23,Argus Research Corp,Not Provided,3,hold,-0.000000
2017-03-17,RBC Capital Markets,12 month,3,sector perform,12.000000
2017-03-14,Ladenburg Thalmann & Co,12 month,5,buy,14.000000
2017-03-14,Barclays,Not Provided,3,equalweight,13.000000
2017-03-13,Evercore ISI,12 month,5,outperform,12.250000
2017-03-05,Wolfe Research,Not Provided,3,peerperform,11.000000
2017-03-03,J.P. Morgan,9 month,5,overweight,14.000000
2017-02-28,Morgan Stanley,12 month,3,Equalwt/Attractive,13.000000
2017-02-28,Macquarie,12 month,5,outperform,13.000000
2017-02-28,EVA Dimensions,Not Provided,1,underweight,-0.000000
2016-10-19,UBS,12 month,1,sell,10.000000
2017-05-01,RBC Capital Markets,12 month,3,sector perform,12.000000
2017-05-01,Wolfe Research,Not Provided,3,peerperform,11.000000
2017-04-26,SunTrust Robinson Humphrey,Not Provided,5,buy,15.000000
2017-04-25,Macquarie,12 month,5,outperform,13.000000
2017-04-21,Barclays,Not Provided,3,equalweight,13.000000
2017-04-12,Argus Research Corp,Not Provided,3,hold,-0.000000
2017-04-11,J.P. Morgan,9 month,5,overweight,13.000000
2017-04-04,Ladenburg Thalmann & Co,12 month,5,buy,14.000000
2017-03-28,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-03-13,Evercore ISI,12 month,5,outperform,12.250000
2017-02-28,Morgan Stanley,12 month,3,Equalwt/Attractive,13.000000
2017-02-28,EVA Dimensions,Not Provided,1,underweight,-0.000000
2016-10-19,UBS,12 month,1,sell,10.000000
2017-05-15,SunTrust Robinson Humphrey,12 month,5,buy,15.000000
2017-05-14,RBC Capital Markets,12 month,3,sector perform,12.000000
2017-05-09,Macquarie,12 month,5,outperform,13.000000
2017-05-09,Evercore ISI,12 month,5,outperform,12.250000
2017-05-08,J.P. Morgan,9 month,5,overweight,13.000000
2017-05-08,Ladenburg Thalmann & Co,12 month,5,buy,14.000000
2017-05-08,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-05-08,Barclays,Not Provided,3,equalweight,13.000000
2017-05-08,Wolfe Research,12 month,3,peerperform,11.000000
2017-04-12,Argus Research Corp,Not Provided,3,hold,-0.000000
2017-02-28,Morgan Stanley,12 month,3,Equalwt/Attractive,13.000000
2017-02-28,EVA Dimensions,Not Provided,1,underweight,-0.000000
2016-10-19,UBS,12 month,1,sell,10.000000
