Date,Firm Name,Period,Rating,Recommendation,Target Price
2016-07-01,Bernstein,Not Provided,5,outperform,57.0
2016-07-01,Cowen,12 month,3,market perform,46.0
2016-06-30,Credit Suisse,Not Provided,3,neutral,51.0
2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5
2016-06-14,Spin-Off Research,Not Provided,3,hold,46.0
2016-07-29,Morgan Stanley,12 month,5,Overwt/In-Line,55.0
2016-07-27,Baird,12 month,3,neutral,52.0
2016-07-27,Bernstein,Not Provided,5,outperform,57.0
2016-07-18,Barclays,Not Provided,5,overweight,55.0
2016-07-13,UBS,12 month,5,buy,57.0
2016-07-13,Stifel,Not Provided,3,hold,-0.0
2016-07-12,J.P. Morgan,6 month,3,neutral,48.0
2016-07-07,Credit Suisse,Not Provided,3,neutral,51.0
2016-07-07,William Blair & Co,Not Provided,3,market perform,-0.0
2016-07-06,Spin-Off Research,Not Provided,3,hold,46.0
2016-07-05,Edward Jones,Not Provided,3,hold,-0.0
2016-07-01,Cowen,12 month,3,market perform,46.0
2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5
2016-08-29,Baird,12 month,3,neutral,53.0
2016-08-16,Bernstein,Not Provided,5,outperform,57.0
2016-08-04,Edward Jones,Not Provided,3,hold,-0.0
2016-08-04,Spin-Off Research,Not Provided,3,hold,51.0
2016-08-03,Morgan Stanley,12 month,5,Overwt/In-Line,54.0
2016-08-03,Credit Suisse,Not Provided,3,neutral,51.0
2016-08-03,William Blair & Co,Not Provided,3,market perform,-0.0
2016-08-03,Stifel,Not Provided,3,hold,-0.0
2016-08-03,Barclays,Not Provided,5,overweight,56.0
2016-08-02,J.P. Morgan,6 month,3,neutral,49.0
2016-08-02,Cowen,12 month,3,market perform,46.0
2016-07-13,UBS,12 month,5,buy,57.0
2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5
2016-09-29,Stifel,12 month,3,hold,49.0
2016-09-28,Goldman Sachs,12 month,3,neutral/neutral,47.0
2016-09-27,Edward Jones,Not Provided,3,hold,-0.0
2016-09-23,J.P. Morgan,18 month,3,neutral,51.0
2016-09-22,Raymond James,12 month,5,outperform,58.0
2016-09-09,Bernstein,Not Provided,5,outperform,57.0
2016-09-08,Argus Research Corp,Not Provided,3,hold,-0.0
2016-09-02,Spin-Off Research,Not Provided,3,hold,51.0
2016-08-29,Baird,12 month,3,neutral,53.0
2016-08-03,Morgan Stanley,12 month,5,Overwt/In-Line,54.0
2016-08-03,Credit Suisse,Not Provided,3,neutral,51.0
2016-08-03,William Blair & Co,Not Provided,3,market perform,-0.0
2016-08-03,Barclays,Not Provided,5,overweight,56.0
2016-08-02,Cowen,12 month,3,market perform,46.0
2016-07-13,UBS,12 month,5,buy,57.0
2016-06-15,WhiteSand Research LLC,Not Provided,3,hold,46.5
2016-10-31,Baird,Not Provided,3,neutral,53.0
2016-10-28,Morgan Stanley,12 month,5,Overwt/In-Line,56.0
2016-10-28,Goldman Sachs,12 month,3,neutral/neutral,48.0
2016-10-28,Credit Suisse,Not Provided,3,neutral,53.0
2016-10-28,J.P. Morgan,18 month,3,neutral,53.0
2016-10-28,Bernstein,12 month,5,outperform,58.0
2016-10-28,Raymond James,12 month,5,outperform,58.0
2016-10-28,Stifel,12 month,3,hold,50.0
2016-10-27,Edward Jones,Not Provided,3,hold,-0.0
2016-10-27,William Blair & Co,Not Provided,3,market perform,-0.0
2016-10-27,Cowen,12 month,3,market perform,46.0
2016-10-27,Barclays,Not Provided,5,overweight,59.0
