Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-11-22,Argus Research Corp,Not Provided,3,hold,-0.0
2005-11-08,Lehman Brothers,Not Provided,3,equalwt/neutral,36.0
2005-11-07,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
2005-11-07,UBS,12 month,3,neutral 2,37.0
2005-10-27,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,35.0
2005-09-22,EVA Dimensions,Not Provided,5,buy,-0.0
2005-05-31,Edward Jones,Not Provided,5,buy,-0.0
2005-01-05,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-02-01,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,41.0
2006-01-30,Credit Suisse,12 month,3,neutral,36.0
2006-01-30,EVA Dimensions,Not Provided,5,buy,-0.0
2006-01-11,Morgan Stanley,Not Provided,3,Equalwt/In-Line,-0.0
2005-11-22,Argus Research Corp,Not Provided,3,hold,-0.0
2005-11-08,Lehman Brothers,Not Provided,3,equalwt/neutral,36.0
2005-11-07,UBS,12 month,3,neutral 2,37.0
2005-05-31,Edward Jones,Not Provided,5,buy,-0.0
2005-01-05,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-02-28,Credit Suisse,12 month,3,neutral,42.0
2006-02-28,Edward Jones,Not Provided,5,buy,12.0
2006-02-27,Oscar Gruss & Son Inc,Not Provided,-2147483648,not rated,-0.0
2006-02-27,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,42.0
2006-02-22,Rochdale Securities,Not Provided,3,hold,41.24
2006-02-17,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-30,EVA Dimensions,Not Provided,5,buy,-0.0
2005-11-22,Argus Research Corp,Not Provided,3,hold,-0.0
2005-11-08,Lehman Brothers,Not Provided,3,equalwt/neutral,36.0
2005-11-07,UBS,12 month,3,neutral 2,37.0
2006-03-13,Argus Research Corp,Not Provided,1,sell,-0.0
2006-03-10,UBS,12 month,3,neutral 2,40.0
2006-03-06,Lehman Brothers,Not Provided,3,equalwt/neutral,42.0
2006-02-28,Credit Suisse,12 month,3,neutral,42.0
2006-02-28,Edward Jones,Not Provided,5,buy,12.0
2006-02-27,Oscar Gruss & Son Inc,Not Provided,-2147483648,not rated,-0.0
2006-02-27,Natixis Securities Americas LLC,12 month,-2147483648,no rating system,42.0
2006-02-22,Rochdale Securities,Not Provided,3,hold,41.24
2006-02-17,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.0
2006-01-30,EVA Dimensions,Not Provided,5,buy,-0.0
2006-04-28,EVA Dimensions,Not Provided,5,buy,-0.0
