Date,Firm Name,Period,Rating,Recommendation,Target Price
2017-03-21,Credit Suisse,Not Provided,3,neutral,13.000000
2017-03-16,Morgan Stanley,12 month,1,Underwt/In-Line,12.000000
2017-03-15,Goldman Sachs,12 month,3,neutral/neutral,13.500000
2017-02-26,"Keefe, Bruyette & Woods",Not Provided,3,market perform,14.500000
2017-02-09,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2017-01-27,Jefferies,12 month,3,hold,14.000000
2017-01-25,J.P. Morgan,12 month,3,neutral,12.500000
2017-01-24,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-10-03,Gabelli & Co,Not Provided,5,buy,-0.000000
2017-04-20,Credit Suisse,Not Provided,3,neutral,14.000000
2017-04-20,J.P. Morgan,9 month,3,neutral,14.000000
2017-04-20,Jefferies,12 month,3,hold,14.000000
2017-04-20,"Keefe, Bruyette & Woods",12 month,3,market perform,14.500000
2017-04-20,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
2017-03-16,Morgan Stanley,12 month,1,Underwt/In-Line,12.000000
2017-03-15,Goldman Sachs,12 month,3,neutral/neutral,13.500000
2017-02-09,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-10-03,Gabelli & Co,Not Provided,5,buy,-0.000000
2017-05-12,J.P. Morgan,9 month,3,neutral,15.500000
2017-04-20,Credit Suisse,Not Provided,3,neutral,14.000000
2017-04-20,Jefferies,12 month,3,hold,14.000000
2017-04-20,"Keefe, Bruyette & Woods",12 month,3,market perform,14.500000
2017-04-20,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
2017-03-16,Morgan Stanley,12 month,1,Underwt/In-Line,12.000000
2017-03-15,Goldman Sachs,12 month,3,neutral/neutral,13.500000
2017-02-09,"Morningstar, Inc",Not Provided,3,hold,-0.000000
2016-12-17,EVA Dimensions,Not Provided,5,buy,-0.000000
2016-10-03,Gabelli & Co,Not Provided,5,buy,-0.000000
