,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2010-04-26,Barclays,Not Provided,3,equalwt/neutral,88.0,0.0
1,1,-0.0,U,-2147483648,2010-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,1.0
2,2,-0.0,M,-2147483648,2010-05-10,Barclays,Not Provided,3,equalwt/neutral,88.0,2.0
3,3,-0.0,U,-2147483648,2010-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,3.0
4,4,-0.0,N,-2147483648,2010-06-29,Goldman Sachs,12 month,5,Buy/Neutral,101.0,4.0
5,5,-0.0,M,-2147483648,2010-05-10,Barclays,Not Provided,3,equalwt/neutral,88.0,5.0
6,6,-0.0,U,-2147483648,2010-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,6.0
7,7,-0.0,M,-2147483648,2010-07-30,Barclays,Not Provided,3,equalwt/neutral,88.0,7.0
8,8,-0.0,N,-2147483648,2010-06-29,Goldman Sachs,12 month,5,Buy/Neutral,101.0,8.0
9,9,-0.0,U,-2147483648,2010-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,9.0
10,10,-0.0,M,-2147483648,2010-08-09,Barclays,Not Provided,3,equalwt/neutral,88.0,10.0
11,11,-0.0,N,-2147483648,2010-06-29,Goldman Sachs,12 month,5,Buy/Neutral,101.0,11.0
12,12,-0.0,U,-2147483648,2010-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,12.0
13,13,-0.0,M,-2147483648,2010-10-01,Barclays,Not Provided,3,equalwt/neutral,88.0,13.0
14,14,-0.0,D,-2147483648,2010-09-18,EVA Dimensions,Not Provided,1,sell,-0.0,14.0
15,15,-0.0,N,-2147483648,2010-06-29,Goldman Sachs,12 month,5,Buy/Neutral,101.0,15.0
16,16,-0.0,M,-2147483648,2010-10-25,Barclays,Not Provided,3,equalwt/neutral,88.0,16.0
17,17,-0.0,D,-2147483648,2010-09-18,EVA Dimensions,Not Provided,1,sell,-0.0,17.0
18,18,-0.0,M,-2147483648,2010-11-22,Barclays,Not Provided,3,equalwt/neutral,88.0,18.0
19,19,-0.0,D,-2147483648,2010-09-18,EVA Dimensions,Not Provided,1,sell,-0.0,19.0
20,20,-0.0,M,-2147483648,2010-11-22,Barclays,Not Provided,3,equalwt/neutral,88.0,20.0
21,21,-0.0,D,-2147483648,2010-09-18,EVA Dimensions,Not Provided,1,sell,-0.0,21.0
22,22,-0.0,M,-2147483648,2011-01-04,Barclays,Not Provided,3,equalwt/neutral,88.0,22.0
23,23,-0.0,D,-2147483648,2010-09-18,EVA Dimensions,Not Provided,1,sell,-0.0,23.0
24,24,-0.0,U,-2147483648,2011-03-01,EVA Dimensions,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,M,-2147483648,2011-02-28,Barclays,Not Provided,3,equalwt/neutral,88.0,25.0
26,26,-0.0,M,-2147483648,2011-03-30,Barclays,Not Provided,3,equalwt/neutral,92.0,26.0
27,27,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,3,hold,-0.0,27.0
28,28,-0.0,M,-2147483648,2011-04-20,Barclays,Not Provided,3,equalwt/neutral,92.0,28.0
29,29,-0.0,M,-2147483648,2011-03-12,EVA Dimensions,Not Provided,3,hold,-0.0,29.0
30,30,-0.0,D,-2147483648,2011-05-10,EVA Dimensions,Not Provided,1,sell,-0.0,30.0
31,31,-0.0,M,-2147483648,2011-05-09,Barclays,Not Provided,3,equalwt/neutral,92.0,31.0
32,32,-0.0,D,-2147483648,2011-05-10,EVA Dimensions,Not Provided,1,sell,-0.0,32.0
33,33,-0.0,M,-2147483648,2011-05-09,Barclays,Not Provided,3,equalwt/neutral,92.0,33.0
34,34,-0.0,M,-2147483648,2011-07-06,Barclays,Not Provided,3,equalwt/neutral,92.0,34.0
35,35,-0.0,D,-2147483648,2011-05-10,EVA Dimensions,Not Provided,1,sell,-0.0,35.0
36,36,-0.0,M,-2147483648,2011-08-25,Barclays,Not Provided,5,overwt/neutral,85.0,36.0
37,37,-0.0,D,-2147483648,2011-08-12,EVA Dimensions,Not Provided,1,sell,-0.0,37.0
38,38,-0.0,M,-2147483648,2011-09-26,Barclays,Not Provided,5,overwt/neutral,85.0,38.0
39,39,-0.0,D,-2147483648,2011-08-12,EVA Dimensions,Not Provided,1,sell,-0.0,39.0
