,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,U,-2147483648,2013-02-27,EVA Dimensions,Not Provided,5,buy,-0.0,0.0
1,1,-0.0,M,-2147483648,2013-02-26,Spin-Off Research,Not Provided,5,buy,28.7,1.0
2,2,-0.0,M,-2147483648,2013-03-08,Spin-Off Research,Not Provided,5,buy,28.7,2.0
3,3,-0.0,U,-2147483648,2013-02-27,EVA Dimensions,Not Provided,5,buy,-0.0,3.0
4,4,-0.0,M,-2147483648,2013-03-08,Spin-Off Research,Not Provided,5,buy,28.7,4.0
5,5,-0.0,U,-2147483648,2013-02-27,EVA Dimensions,Not Provided,5,buy,-0.0,5.0
6,6,-0.0,M,-2147483648,2013-05-10,Spin-Off Research,Not Provided,5,buy,33.0,6.0
7,7,-0.0,D,-2147483648,2013-05-10,EVA Dimensions,Not Provided,1,underweight,-0.0,7.0
8,8,-0.0,U,-2147483648,2013-06-19,EVA Dimensions,Not Provided,3,hold,-0.0,8.0
9,9,-0.0,M,-2147483648,2013-05-10,Spin-Off Research,Not Provided,5,buy,33.0,9.0
10,10,-0.0,U,-2147483648,2013-06-19,EVA Dimensions,Not Provided,3,hold,-0.0,10.0
11,11,-0.0,M,-2147483648,2013-05-10,Spin-Off Research,Not Provided,5,buy,33.0,11.0
12,12,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,12.0
13,13,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,13.0
14,14,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,14.0
15,15,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,15.0
16,16,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,16.0
17,17,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,17.0
18,18,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,19.0
20,20,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,20.0
21,21,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,21.0
22,22,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,22.0
23,23,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,23.0
24,24,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,24.0
25,25,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,25.0
26,26,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,26.0
27,27,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,27.0
28,28,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,28.0
29,29,-0.0,U,-2147483648,2013-08-07,EVA Dimensions,Not Provided,5,buy,-0.0,29.0
30,30,-0.0,M,-2147483648,2014-04-01,EVA Dimensions,Not Provided,1,sell,-0.0,30.0
31,31,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,31.0
32,32,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,32.0
33,33,-0.0,M,-2147483648,2014-05-01,EVA Dimensions,Not Provided,1,underweight,-0.0,33.0
34,34,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,34.0
35,35,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,35.0
36,36,-0.0,M,-2147483648,2014-05-12,EVA Dimensions,Not Provided,1,sell,-0.0,36.0
37,37,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,37.0
38,38,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,38.0
39,39,-0.0,M,-2147483648,2014-05-12,EVA Dimensions,Not Provided,1,sell,-0.0,39.0
40,40,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,40.0
41,41,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,41.0
42,42,-0.0,M,-2147483648,2014-05-12,EVA Dimensions,Not Provided,1,sell,-0.0,42.0
43,43,-0.0,M,-2147483648,2013-11-11,S&P Capital IQ,Not Provided,3,hold,-0.0,43.0
44,44,-0.0,M,-2147483648,2013-08-07,Spin-Off Research,12 month,5,buy,30.0,44.0
