,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,N,-2147483648,2015-07-01,Jefferies,12 month,3,hold,28.0,0.0
1,1,-0.0,N,-2147483648,2015-06-22,Wolfe Research,12 month,5,outperform,35.0,1.0
2,2,-0.0,N,-2147483648,2015-06-18,Spin-Off Research,Not Provided,3,neutral,29.0,2.0
3,3,-0.0,M,-2147483648,2015-06-17,US Capital Advisors,Not Provided,-2147483648,not rated,34.0,3.0
4,4,-0.0,N,-2147483648,2015-07-23,Edward Jones,Not Provided,5,buy,-0.0,4.0
5,5,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,5.0
6,6,-0.0,M,-2147483648,2015-07-08,US Capital Advisors,Not Provided,5,overweight,34.0,6.0
7,7,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,7.0
8,8,-0.0,M,-2147483648,2015-07-03,UBS,12 month,5,buy,33.0,8.0
9,9,-0.0,N,-2147483648,2015-07-02,Credit Suisse,Not Provided,5,outperform,35.0,9.0
10,10,-0.0,N,-2147483648,2015-07-01,Jefferies,12 month,3,hold,28.0,10.0
11,11,-0.0,N,-2147483648,2015-06-22,Wolfe Research,12 month,5,outperform,35.0,11.0
12,12,-0.0,M,-2147483648,2015-09-01,Wolfe Research,12 month,5,outperform,34.0,12.0
13,13,-0.0,N,-2147483648,2015-08-28,Wells Fargo Securities,Not Provided,3,market perform,-0.0,13.0
14,14,-0.0,M,-2147483648,2015-08-26,Edward Jones,Not Provided,5,buy,-0.0,14.0
15,15,-0.0,M,-2147483648,2015-08-25,US Capital Advisors,Not Provided,5,overweight,34.0,15.0
16,16,-0.0,M,-2147483648,2015-08-03,Credit Suisse,Not Provided,5,outperform,35.0,16.0
17,17,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,17.0
18,18,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,18.0
19,19,-0.0,M,-2147483648,2015-07-03,UBS,12 month,5,buy,33.0,19.0
20,20,-0.0,N,-2147483648,2015-07-01,Jefferies,12 month,3,hold,28.0,20.0
21,21,-0.0,M,-2147483648,2015-09-30,Wolfe Research,Not Provided,5,outperform,34.0,21.0
22,22,-0.0,M,-2147483648,2015-09-22,Edward Jones,Not Provided,5,buy,-0.0,22.0
23,23,-0.0,M,-2147483648,2015-09-21,UBS,12 month,5,buy,32.0,23.0
24,24,-0.0,N,-2147483648,2015-09-08,Barclays,Not Provided,3,equalweight,28.0,24.0
25,25,-0.0,N,-2147483648,2015-08-28,Wells Fargo Securities,Not Provided,3,market perform,-0.0,25.0
26,26,-0.0,M,-2147483648,2015-08-25,US Capital Advisors,Not Provided,5,overweight,34.0,26.0
27,27,-0.0,M,-2147483648,2015-08-03,Credit Suisse,Not Provided,5,outperform,35.0,27.0
28,28,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,28.0
29,29,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,29.0
30,30,-0.0,N,-2147483648,2015-07-01,Jefferies,12 month,3,hold,28.0,30.0
31,31,-0.0,M,-2147483648,2015-11-01,Wolfe Research,Not Provided,5,outperform,34.0,31.0
32,32,-0.0,M,-2147483648,2015-10-29,Wells Fargo Securities,Not Provided,3,market perform,-0.0,32.0
33,33,-0.0,M,-2147483648,2015-10-22,Edward Jones,Not Provided,5,buy,-0.0,33.0
34,34,-0.0,M,-2147483648,2015-10-20,US Capital Advisors,Not Provided,5,overweight,34.0,34.0
35,35,-0.0,D,-2147483648,2015-10-13,Credit Suisse,Not Provided,3,neutral,27.0,35.0
36,36,-0.0,U,-2147483648,2015-10-08,Jefferies,Not Provided,5,buy,26.0,36.0
37,37,-0.0,M,-2147483648,2015-09-21,UBS,12 month,5,buy,32.0,37.0
38,38,-0.0,N,-2147483648,2015-09-08,Barclays,Not Provided,3,equalweight,28.0,38.0
39,39,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,39.0
40,40,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,40.0
41,41,-0.0,M,-2147483648,2015-12-01,Credit Suisse,Not Provided,-2147483648,not rated,-0.0,41.0
42,42,-0.0,M,-2147483648,2015-12-01,Edward Jones,Not Provided,5,buy,-0.0,42.0
43,43,-0.0,M,-2147483648,2015-11-23,US Capital Advisors,Not Provided,5,overweight,26.0,43.0
44,44,-0.0,N,-2147483648,2015-11-12,EVA Dimensions,Not Provided,1,sell,-0.0,44.0
45,45,-0.0,M,-2147483648,2015-11-05,Wells Fargo Securities,Not Provided,3,market perform,-0.0,45.0
46,46,-0.0,M,-2147483648,2015-11-05,Barclays,Not Provided,3,equalweight,24.0,46.0
47,47,-0.0,M,-2147483648,2015-11-03,Wolfe Research,12 month,5,outperform,31.0,47.0
48,48,-0.0,U,-2147483648,2015-10-08,Jefferies,Not Provided,5,buy,26.0,48.0
49,49,-0.0,M,-2147483648,2015-09-21,UBS,12 month,5,buy,32.0,49.0
50,50,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,50.0
51,51,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,51.0
52,52,-0.0,M,-2147483648,2015-12-21,Edward Jones,Not Provided,5,buy,-0.0,52.0
53,53,-0.0,M,-2147483648,2015-12-18,Wells Fargo Securities,Not Provided,3,market perform,-0.0,53.0
54,54,-0.0,M,-2147483648,2015-12-08,UBS,12 month,5,buy,29.0,54.0
55,55,-0.0,M,-2147483648,2015-12-07,Jefferies,Not Provided,5,buy,24.0,55.0
56,56,-0.0,M,-2147483648,2015-12-02,Credit Suisse,Not Provided,3,neutral,27.0,56.0
57,57,-0.0,M,-2147483648,2015-12-02,Barclays,Not Provided,3,equalweight,24.0,57.0
58,58,-0.0,M,-2147483648,2015-12-02,Wolfe Research,12 month,5,outperform,28.0,58.0
59,59,-0.0,M,-2147483648,2015-11-23,US Capital Advisors,Not Provided,5,overweight,26.0,59.0
60,60,-0.0,N,-2147483648,2015-11-12,EVA Dimensions,Not Provided,1,sell,-0.0,60.0
61,61,-0.0,N,-2147483648,2015-07-09,J.P. Morgan,6 month,3,neutral,32.0,61.0
62,62,-0.0,M,-2147483648,2015-07-06,Spin-Off Research,Not Provided,3,neutral,28.0,62.0
63,63,-0.0,M,-2147483648,2016-01-29,Edward Jones,Not Provided,5,buy,-0.0,63.0
64,64,-0.0,M,-2147483648,2016-01-29,J.P. Morgan,12 month,3,neutral,24.0,64.0
65,65,-0.0,M,-2147483648,2016-01-27,US Capital Advisors,Not Provided,5,overweight,26.0,65.0
66,66,-0.0,M,-2147483648,2016-01-25,Wolfe Research,12 month,5,outperform,28.0,66.0
67,67,-0.0,M,-2147483648,2016-01-15,Wells Fargo Securities,Not Provided,3,market perform,-0.0,67.0
68,68,-0.0,M,-2147483648,2016-01-14,Jefferies,Not Provided,5,buy,24.0,68.0
69,69,-0.0,M,-2147483648,2016-01-11,Barclays,Not Provided,3,equalweight,21.0,69.0
70,70,-0.0,M,-2147483648,2016-01-07,Spin-Off Research,Not Provided,3,neutral,21.0,70.0
71,71,-0.0,M,-2147483648,2015-12-08,UBS,12 month,5,buy,29.0,71.0
72,72,-0.0,M,-2147483648,2015-12-02,Credit Suisse,Not Provided,3,neutral,27.0,72.0
73,73,-0.0,N,-2147483648,2015-11-12,EVA Dimensions,Not Provided,1,sell,-0.0,73.0
74,74,-0.0,M,-2147483648,2016-03-01,Wolfe Research,12 month,5,outperform,25.0,74.0
75,75,-0.0,N,-2147483648,2016-02-26,Morgan Stanley,12 month,3,Equalwt/No Rating,20.0,75.0
76,76,-0.0,M,-2147483648,2016-02-23,Wells Fargo Securities,Not Provided,3,market perform,-0.0,76.0
77,77,-0.0,M,-2147483648,2016-02-22,Credit Suisse,Not Provided,3,neutral,23.0,77.0
78,78,-0.0,M,-2147483648,2016-02-19,US Capital Advisors,Not Provided,5,overweight,26.0,78.0
79,79,-0.0,M,-2147483648,2016-02-18,Edward Jones,Not Provided,5,buy,-0.0,79.0
80,80,-0.0,M,-2147483648,2016-02-18,Barclays,Not Provided,3,equalweight,21.0,80.0
81,81,-0.0,M,-2147483648,2016-01-29,J.P. Morgan,12 month,3,neutral,24.0,81.0
82,82,-0.0,M,-2147483648,2016-01-14,Jefferies,Not Provided,5,buy,24.0,82.0
83,83,-0.0,M,-2147483648,2016-01-07,Spin-Off Research,Not Provided,3,neutral,21.0,83.0
84,84,-0.0,M,-2147483648,2015-12-08,UBS,12 month,5,buy,29.0,84.0
85,85,-0.0,N,-2147483648,2015-11-12,EVA Dimensions,Not Provided,1,sell,-0.0,85.0
86,86,-0.0,D,-2147483648,2016-03-24,US Capital Advisors,Not Provided,3,hold,25.5,86.0
87,87,-0.0,M,-2147483648,2016-03-22,Morgan Stanley,12 month,3,Equalwt/No Rating,25.0,87.0
88,88,-0.0,M,-2147483648,2016-03-22,Edward Jones,Not Provided,1,sell,-0.0,88.0
89,89,-0.0,M,-2147483648,2016-03-22,Spin-Off Research,Not Provided,3,neutral,24.0,89.0
90,90,-0.0,D,-2147483648,2016-03-18,Jefferies,Not Provided,3,hold,25.5,90.0
91,91,-0.0,M,-2147483648,2016-03-18,Barclays,Not Provided,3,equalweight,25.0,91.0
92,92,-0.0,M,-2147483648,2016-03-17,Goldman Sachs,Not Provided,-2147483648,not rated,-0.0,92.0
93,93,-0.0,D,-2147483648,2016-03-17,Credit Suisse,Not Provided,1,underperform,25.5,93.0
94,94,-0.0,M,-2147483648,2016-03-17,Wells Fargo Securities,Not Provided,-2147483648,suspended coverage,-0.0,94.0
95,95,-0.0,M,-2147483648,2016-03-17,Wolfe Research,Not Provided,-2147483648,not rated,-0.0,95.0
96,96,-0.0,M,-2147483648,2016-03-03,J.P. Morgan,9 month,3,neutral,24.0,96.0
97,97,-0.0,M,-2147483648,2015-12-08,UBS,12 month,5,buy,29.0,97.0
98,98,-0.0,N,-2147483648,2015-11-12,EVA Dimensions,Not Provided,1,sell,-0.0,98.0
99,99,-0.0,M,-2147483648,2016-05-01,Wolfe Research,Not Provided,-2147483648,not rated,-0.0,99.0
