,index,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price,Unnamed: 0
0,0,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,5,strong buy,-0.0,0.0
1,1,-0.0,M,-2147483648,2005-12-07,Credit Suisse,12 month,5,outperform,108.78,1.0
2,2,-0.0,M,-2147483648,2005-12-06,Bear Stearns & Co,Not Provided,5,outperform,96.69,2.0
3,3,-0.0,M,-2147483648,2005-09-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,3.0
4,4,-0.0,U,-2147483648,2005-07-14,Argus Research Corp,Not Provided,3,hold,-0.0,4.0
5,5,-0.0,N,-2147483648,2005-03-31,Barclays,Not Provided,3,equalwt/neutral,87.63,5.0
6,6,-0.0,M,-2147483648,2006-01-25,Rochdale Securities,Not Provided,5,buy,96.34,6.0
7,7,-0.0,M,-2147483648,2006-01-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,7.0
8,8,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,5,strong buy,-0.0,8.0
9,9,-0.0,M,-2147483648,2005-12-07,Credit Suisse,12 month,5,outperform,108.78,9.0
10,10,-0.0,M,-2147483648,2005-12-06,Bear Stearns & Co,Not Provided,5,outperform,96.69,10.0
11,11,-0.0,U,-2147483648,2005-07-14,Argus Research Corp,Not Provided,3,hold,-0.0,11.0
12,12,-0.0,N,-2147483648,2005-03-31,Barclays,Not Provided,3,equalwt/neutral,87.63,12.0
13,13,-0.0,M,-2147483648,2006-02-09,Credit Suisse,12 month,5,outperform,108.78,13.0
14,14,-0.0,M,-2147483648,2006-01-25,Rochdale Securities,Not Provided,5,buy,96.34,14.0
15,15,-0.0,M,-2147483648,2006-01-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,15.0
16,16,-0.0,M,-2147483648,2005-12-08,EVA Dimensions,Not Provided,5,strong buy,-0.0,16.0
17,17,-0.0,M,-2147483648,2005-12-06,Bear Stearns & Co,Not Provided,5,outperform,96.69,17.0
18,18,-0.0,U,-2147483648,2005-07-14,Argus Research Corp,Not Provided,3,hold,-0.0,18.0
19,19,-0.0,N,-2147483648,2005-03-31,Barclays,Not Provided,3,equalwt/neutral,87.63,19.0
20,20,-0.0,M,-2147483648,2006-03-21,EVA Dimensions,Not Provided,5,strong buy,-0.0,20.0
21,21,-0.0,M,-2147483648,2006-03-15,Rochdale Securities,Not Provided,5,buy,96.09,21.0
22,22,-0.0,M,-2147483648,2006-03-10,Credit Suisse,12 month,5,outperform,108.78,22.0
23,23,-0.0,M,-2147483648,2006-01-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,23.0
24,24,-0.0,M,-2147483648,2005-12-06,Bear Stearns & Co,Not Provided,5,outperform,96.69,24.0
25,25,-0.0,U,-2147483648,2005-07-14,Argus Research Corp,Not Provided,3,hold,-0.0,25.0
26,26,-0.0,N,-2147483648,2005-03-31,Barclays,Not Provided,3,equalwt/neutral,87.63,26.0
27,27,-0.0,M,-2147483648,2006-04-25,Rochdale Securities,Not Provided,5,buy,102.74,27.0
28,28,-0.0,M,-2147483648,2006-04-13,Credit Suisse,12 month,5,outperform,108.78,28.0
29,29,-0.0,M,-2147483648,2006-03-21,EVA Dimensions,Not Provided,5,strong buy,-0.0,29.0
30,30,-0.0,M,-2147483648,2006-01-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,30.0
31,31,-0.0,M,-2147483648,2005-12-06,Bear Stearns & Co,Not Provided,5,outperform,96.69,31.0
32,32,-0.0,U,-2147483648,2005-07-14,Argus Research Corp,Not Provided,3,hold,-0.0,32.0
33,33,-0.0,N,-2147483648,2005-03-31,Barclays,Not Provided,3,equalwt/neutral,87.63,33.0
34,34,-0.0,M,-2147483648,2006-05-22,Credit Suisse,12 month,5,outperform,108.78,34.0
35,35,-0.0,M,-2147483648,2006-05-18,Bear Stearns & Co,Not Provided,5,outperform,109.99,35.0
36,36,-0.0,M,-2147483648,2006-05-18,Barclays,Not Provided,3,equalwt/neutral,99.71,36.0
37,37,-0.0,M,-2147483648,2006-04-25,Rochdale Securities,Not Provided,5,buy,102.74,37.0
38,38,-0.0,M,-2147483648,2006-03-21,EVA Dimensions,Not Provided,5,strong buy,-0.0,38.0
39,39,-0.0,M,-2147483648,2006-01-09,Morgan Stanley,Not Provided,1,Underwt/In-Line,-0.0,39.0
