,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,D,-2147483648,2005-11-28,Lehman Brothers,Not Provided,3,equalwt/negative,-0.000000
1,-0.000000,M,-2147483648,2005-11-23,Credit Suisse,Not Provided,5,outperform,3.790000
2,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
3,-0.000000,M,-2147483648,2005-11-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
4,-0.000000,M,-2147483648,2005-11-03,Seymour Pierce,Not Provided,3,hold,-0.000000
5,-0.000000,N,-2147483648,2005-09-09,Morgan Stanley,Not Provided,5,Overwt/In-Line,4.600000
6,-0.000000,M,-2147483648,2005-07-11,Goldman Sachs,Not Provided,3,in-line,-0.000000
7,-0.000000,M,-2147483648,2005-06-10,Numis,Not Provided,4,add,3.410000
8,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
9,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
10,-0.000000,D,-2147483648,2006-01-23,Goldman Sachs,Not Provided,1,underperf/neutral,-0.000000
11,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
12,-0.000000,M,-2147483648,2006-01-13,Credit Suisse,Not Provided,5,outperform,3.910000
13,-0.000000,M,-2147483648,2006-01-13,J.P. Morgan,Not Provided,5,overweight,-0.000000
14,-0.000000,M,-2147483648,2006-01-12,Panmure Gordon & Co Limited,Not Provided,3,hold,4.050000
15,-0.000000,D,-2147483648,2005-11-28,Lehman Brothers,Not Provided,3,equalwt/negative,-0.000000
16,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
17,-0.000000,M,-2147483648,2005-11-03,Seymour Pierce,Not Provided,3,hold,-0.000000
18,-0.000000,M,-2147483648,2005-06-10,Numis,Not Provided,4,add,3.410000
19,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
20,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
21,-0.000000,M,-2147483648,2006-02-03,Seymour Pierce,Not Provided,3,hold,-0.000000
22,-0.000000,D,-2147483648,2006-01-23,Goldman Sachs,Not Provided,1,underperf/neutral,-0.000000
23,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
24,-0.000000,M,-2147483648,2006-01-13,Credit Suisse,Not Provided,5,outperform,3.910000
25,-0.000000,M,-2147483648,2006-01-12,Panmure Gordon & Co Limited,Not Provided,3,hold,4.050000
26,-0.000000,D,-2147483648,2005-11-28,Lehman Brothers,Not Provided,3,equalwt/negative,-0.000000
27,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
28,-0.000000,M,-2147483648,2005-06-10,Numis,Not Provided,4,add,3.410000
29,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
30,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
31,-0.000000,M,-2147483648,2006-02-03,Seymour Pierce,Not Provided,3,hold,-0.000000
32,-0.000000,D,-2147483648,2006-01-23,Goldman Sachs,Not Provided,1,underperf/neutral,-0.000000
33,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
34,-0.000000,M,-2147483648,2006-01-13,Credit Suisse,Not Provided,5,outperform,3.910000
35,-0.000000,M,-2147483648,2006-01-12,Panmure Gordon & Co Limited,Not Provided,3,hold,4.050000
36,-0.000000,D,-2147483648,2005-11-28,Lehman Brothers,Not Provided,3,equalwt/negative,-0.000000
37,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
38,-0.000000,M,-2147483648,2005-06-10,Numis,Not Provided,4,add,3.410000
39,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
40,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
41,-0.000000,M,-2147483648,2006-04-07,Credit Suisse,12 month,5,outperform,4.180000
42,-0.000000,U,-2147483648,2006-04-05,Seymour Pierce,Not Provided,5,outperform,-0.000000
43,-0.000000,D,-2147483648,2006-01-23,Goldman Sachs,Not Provided,1,underperf/neutral,-0.000000
44,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
45,-0.000000,M,-2147483648,2006-01-12,Panmure Gordon & Co Limited,Not Provided,3,hold,4.050000
46,-0.000000,D,-2147483648,2005-11-28,Lehman Brothers,Not Provided,3,equalwt/negative,-0.000000
47,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
48,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
49,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
50,-0.000000,D,-2147483648,2006-05-31,Lehman Brothers,Not Provided,1,underwt/neutral,3.630000
51,-0.000000,M,-2147483648,2006-05-30,Seymour Pierce,Not Provided,5,outperform,-0.000000
52,-0.000000,M,-2147483648,2006-05-04,Credit Suisse,12 month,5,outperform,4.430000
53,-0.000000,D,-2147483648,2006-01-23,Goldman Sachs,Not Provided,1,underperf/neutral,-0.000000
54,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
55,-0.000000,M,-2147483648,2006-01-12,Panmure Gordon & Co Limited,Not Provided,3,hold,4.050000
56,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
57,-0.000000,M,-2147483648,2005-05-04,Goldman Sachs,Not Provided,3,in-line,-0.000000
58,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
59,-0.000000,M,-2147483648,2006-06-26,Goldman Sachs,Not Provided,1,underperf/neutral,3.170000
60,-0.000000,M,-2147483648,2006-06-12,Credit Suisse,12 month,5,outperform,4.240000
61,-0.000000,M,-2147483648,2006-06-09,Seymour Pierce,Not Provided,5,outperform,-0.000000
62,-0.000000,M,-2147483648,2006-06-09,Panmure Gordon & Co Limited,Not Provided,3,hold,3.870000
63,-0.000000,D,-2147483648,2006-05-31,Lehman Brothers,Not Provided,1,underwt/neutral,3.630000
64,-0.000000,D,-2147483648,2006-01-16,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.890000
65,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
66,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
67,-0.000000,M,-2147483648,2006-07-10,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.870000
68,-0.000000,M,-2147483648,2006-06-26,Goldman Sachs,Not Provided,1,underperf/neutral,3.170000
69,-0.000000,M,-2147483648,2006-06-12,Credit Suisse,12 month,5,outperform,4.240000
70,-0.000000,M,-2147483648,2006-06-09,Seymour Pierce,Not Provided,5,outperform,-0.000000
71,-0.000000,D,-2147483648,2006-05-31,Lehman Brothers,Not Provided,1,underwt/neutral,3.630000
72,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
73,-0.000000,M,-2147483648,2002-09-05,Societe Generale,Not Provided,5,buy,-0.000000
74,-0.000000,R,-2147483648,2006-08-29,Seymour Pierce,Not Provided,5,outperform,-0.000000
75,-0.000000,M,-2147483648,2006-08-21,Credit Suisse,Not Provided,3,neutral,4.360000
76,-0.000000,M,-2147483648,2006-08-10,Societe Generale,Not Provided,5,buy,5.330000
77,-0.000000,D,-2147483648,2006-08-03,Numis,Not Provided,2,reduce,3.620000
78,-0.000000,M,-2147483648,2006-08-03,Panmure Gordon & Co Limited,Not Provided,3,hold,3.960000
79,-0.000000,M,-2147483648,2006-07-10,Morgan Stanley,Not Provided,3,Equalwt/Cautious,3.870000
80,-0.000000,M,-2147483648,2006-06-26,Goldman Sachs,Not Provided,1,underperf/neutral,3.170000
81,-0.000000,D,-2147483648,2006-05-31,Lehman Brothers,Not Provided,1,underwt/neutral,3.630000
82,-0.000000,M,-2147483648,2005-11-10,UBS,Not Provided,5,buy 1,4.890000
83,-0.000000,M,-2147483648,2006-09-14,Lehman Brothers,Not Provided,1,underwt/neutral,4.040000
84,-0.000000,M,-2147483648,2006-09-13,Societe Generale,Not Provided,5,buy,5.290000
85,-0.000000,M,-2147483648,2006-09-04,Goldman Sachs,Not Provided,1,Sell/Cautious,3.550000
86,-0.000000,R,-2147483648,2006-08-29,Seymour Pierce,Not Provided,5,outperform,-0.000000
87,-0.000000,M,-2147483648,2006-08-21,Credit Suisse,Not Provided,3,neutral,4.360000
