,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
20,-0.000000,M,-2147483648,2006-02-10,Bear Stearns & Co,Not Provided,5,outperform,95.000000
21,-0.000000,U,-2147483648,2005-08-11,J.P. Morgan,Not Provided,5,overweight,-0.000000
22,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
23,-0.000000,M,-2147483648,2006-03-13,Ryan Beck & Co,12 month,5,outperform,100.000000
24,-0.000000,M,-2147483648,2006-02-10,Bear Stearns & Co,Not Provided,5,outperform,95.000000
25,-0.000000,U,-2147483648,2005-08-11,J.P. Morgan,Not Provided,5,overweight,-0.000000
26,-0.000000,M,-2147483648,2006-05-30,Cantor Fitzgerald,12 month,5,buy,105.000000
27,-0.000000,D,-2147483648,2006-05-19,RBC Capital Markets,Not Provided,1,underperform,82.000000
28,-0.000000,M,-2147483648,2006-05-09,Ryan Beck & Co,12 month,5,outperform,102.000000
29,-0.000000,M,-2147483648,2006-05-08,Bear Stearns & Co,Not Provided,5,outperform,105.000000
30,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
31,-0.000000,U,-2147483648,2005-08-11,J.P. Morgan,Not Provided,5,overweight,-0.000000
32,-0.000000,M,-2147483648,2006-06-20,Cantor Fitzgerald,12 month,5,buy,105.000000
33,-0.000000,D,-2147483648,2006-05-19,RBC Capital Markets,Not Provided,1,underperform,82.000000
34,-0.000000,M,-2147483648,2006-05-09,Ryan Beck & Co,12 month,5,outperform,102.000000
35,-0.000000,M,-2147483648,2006-05-08,Bear Stearns & Co,Not Provided,5,outperform,105.000000
36,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
37,-0.000000,U,-2147483648,2005-08-11,J.P. Morgan,Not Provided,5,overweight,-0.000000
38,-0.000000,M,-2147483648,2006-07-24,Ryan Beck & Co,12 month,5,outperform,102.000000
39,-0.000000,N,-2147483648,2006-07-17,Credit Suisse,12 month,5,outperform,100.000000
40,-0.000000,M,-2147483648,2006-06-20,Cantor Fitzgerald,12 month,5,buy,105.000000
41,-0.000000,D,-2147483648,2006-05-19,RBC Capital Markets,Not Provided,1,underperform,82.000000
42,-0.000000,M,-2147483648,2006-05-08,Bear Stearns & Co,Not Provided,5,outperform,105.000000
43,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
44,-0.000000,U,-2147483648,2005-08-11,J.P. Morgan,Not Provided,5,overweight,-0.000000
45,-0.000000,M,-2147483648,2006-08-25,RBC Capital Markets,Not Provided,1,underperform,82.000000
46,-0.000000,M,-2147483648,2006-08-09,Ryan Beck & Co,12 month,5,outperform,102.000000
47,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
48,-0.000000,M,-2147483648,2006-08-09,Cantor Fitzgerald,12 month,5,buy,105.000000
49,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
50,-0.000000,M,-2147483648,2006-05-08,Bear Stearns & Co,Not Provided,5,outperform,105.000000
51,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
52,-0.000000,M,-2147483648,2006-08-25,RBC Capital Markets,Not Provided,1,underperform,82.000000
53,-0.000000,M,-2147483648,2006-08-09,Ryan Beck & Co,12 month,5,outperform,102.000000
54,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
55,-0.000000,M,-2147483648,2006-08-09,Cantor Fitzgerald,12 month,5,buy,105.000000
56,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
57,-0.000000,M,-2147483648,2006-05-08,Bear Stearns & Co,Not Provided,5,outperform,105.000000
58,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
59,-0.000000,M,-2147483648,2006-10-26,Ryan Beck & Co,12 month,5,outperform,109.000000
60,-0.000000,M,-2147483648,2006-10-23,Bear Stearns & Co,Not Provided,5,outperform,107.000000
61,-0.000000,M,-2147483648,2006-08-25,RBC Capital Markets,Not Provided,1,underperform,82.000000
62,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
63,-0.000000,M,-2147483648,2006-08-09,Cantor Fitzgerald,12 month,5,buy,105.000000
64,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
65,-0.000000,M,-2147483648,2006-03-16,A.G. Edwards & Sons Inc,Not Provided,5,buy,105.000000
66,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
67,-0.000000,M,-2147483648,2006-11-06,Ryan Beck & Co,12 month,5,outperform,109.000000
68,-0.000000,M,-2147483648,2006-11-06,RBC Capital Markets,Not Provided,1,underperform,84.000000
69,-0.000000,M,-2147483648,2006-10-23,Bear Stearns & Co,Not Provided,5,outperform,107.000000
70,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
71,-0.000000,M,-2147483648,2006-08-09,Cantor Fitzgerald,12 month,5,buy,105.000000
72,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
73,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
74,-0.000000,M,-2147483648,2006-11-06,Ryan Beck & Co,12 month,5,outperform,109.000000
75,-0.000000,M,-2147483648,2006-11-06,RBC Capital Markets,Not Provided,1,underperform,84.000000
76,-0.000000,M,-2147483648,2006-10-23,Bear Stearns & Co,Not Provided,5,outperform,107.000000
77,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
78,-0.000000,M,-2147483648,2006-08-09,Cantor Fitzgerald,12 month,5,buy,105.000000
79,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
80,-0.000000,M,-2147483648,2007-01-31,Cantor Fitzgerald,12 month,5,buy,122.000000
81,-0.000000,M,-2147483648,2007-01-22,Bear Stearns & Co,Not Provided,5,outperform,113.000000
82,-0.000000,M,-2147483648,2007-01-18,RBC Capital Markets,Not Provided,1,underperform,84.000000
83,-0.000000,M,-2147483648,2007-01-09,Ryan Beck & Co,12 month,5,outperform,109.000000
84,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
85,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
86,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
87,-0.000000,M,-2147483648,2007-02-13,RBC Capital Markets,Not Provided,1,underperform,87.000000
88,-0.000000,M,-2147483648,2007-02-12,Bear Stearns & Co,Not Provided,5,outperform,120.000000
89,-0.000000,M,-2147483648,2007-02-09,Cantor Fitzgerald,12 month,5,buy,122.000000
90,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
91,-0.000000,M,-2147483648,2006-08-09,Credit Suisse,12 month,5,outperform,100.000000
92,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
93,-0.000000,M,-2147483648,2007-03-26,Cantor Fitzgerald,12 month,5,buy,122.000000
94,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
95,-0.000000,M,-2147483648,2007-02-13,RBC Capital Markets,Not Provided,1,underperform,87.000000
96,-0.000000,M,-2147483648,2007-02-12,Bear Stearns & Co,Not Provided,5,outperform,120.000000
97,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
98,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
99,-0.000000,M,-2147483648,2007-04-30,Cantor Fitzgerald,12 month,5,buy,122.000000
100,-0.000000,M,-2147483648,2007-04-17,Bear Stearns & Co,Not Provided,5,outperform,114.000000
101,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
102,-0.000000,M,-2147483648,2007-02-13,RBC Capital Markets,Not Provided,1,underperform,87.000000
103,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
104,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
105,-0.000000,M,-2147483648,2007-06-01,RBC Capital Markets,Not Provided,1,underperform,92.000000
106,-0.000000,M,-2147483648,2007-05-29,Cantor Fitzgerald,12 month,5,buy,128.000000
107,-0.000000,M,-2147483648,2007-05-07,Bear Stearns & Co,Not Provided,5,outperform,118.000000
108,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
109,-0.000000,M,-2147483648,2006-11-30,A.G. Edwards & Sons Inc,Not Provided,5,buy,112.000000
110,-0.000000,M,-2147483648,2006-08-08,J.P. Morgan,Not Provided,5,overweight,-0.000000
111,-0.000000,M,-2147483648,2007-06-29,A.G. Edwards & Sons Inc,Not Provided,5,buy,122.000000
112,-0.000000,M,-2147483648,2007-06-26,"Keefe, Bruyette & Woods",Not Provided,5,outperform,121.000000
113,-0.000000,M,-2147483648,2007-06-26,Cantor Fitzgerald,12 month,5,buy,128.000000
114,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
115,-0.000000,M,-2147483648,2007-05-07,Bear Stearns & Co,Not Provided,5,outperform,118.000000
116,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
117,-0.000000,M,-2147483648,2007-07-30,Cantor Fitzgerald,12 month,5,buy,128.000000
118,-0.000000,M,-2147483648,2007-07-05,A.G. Edwards & Sons Inc,Not Provided,5,buy,122.000000
119,-0.000000,M,-2147483648,2007-06-26,"Keefe, Bruyette & Woods",Not Provided,5,outperform,121.000000
120,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
121,-0.000000,M,-2147483648,2007-05-07,Bear Stearns & Co,Not Provided,5,outperform,118.000000
122,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
123,-0.000000,M,-2147483648,2007-08-07,Cantor Fitzgerald,12 month,5,buy,128.000000
124,-0.000000,M,-2147483648,2007-08-06,A.G. Edwards & Sons Inc,Not Provided,5,buy,122.000000
125,-0.000000,M,-2147483648,2007-08-06,Bear Stearns & Co,Not Provided,5,outperform,98.000000
126,-0.000000,M,-2147483648,2007-08-06,"Keefe, Bruyette & Woods",Not Provided,5,outperform,109.000000
127,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
128,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
129,-0.000000,M,-2147483648,2007-09-24,Cantor Fitzgerald,12 month,5,buy,128.000000
130,-0.000000,M,-2147483648,2007-08-06,Bear Stearns & Co,Not Provided,5,outperform,98.000000
131,-0.000000,M,-2147483648,2007-08-06,"Keefe, Bruyette & Woods",Not Provided,5,outperform,109.000000
132,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
133,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
134,-0.000000,M,-2147483648,2007-10-29,Cantor Fitzgerald,12 month,5,buy,128.000000
135,-0.000000,M,-2147483648,2007-10-23,Bear Stearns & Co,Not Provided,5,outperform,112.000000
136,-0.000000,M,-2147483648,2007-08-06,"Keefe, Bruyette & Woods",Not Provided,5,outperform,109.000000
137,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
138,-0.000000,M,-2147483648,2007-03-05,Credit Suisse,12 month,5,outperform,115.000000
139,-0.000000,M,-2147483648,2007-11-19,Cantor Fitzgerald,12 month,5,buy,128.000000
140,-0.000000,M,-2147483648,2007-11-13,Credit Suisse,12 month,5,outperform,115.000000
141,-0.000000,M,-2147483648,2007-11-06,"Keefe, Bruyette & Woods",Not Provided,5,outperform,109.000000
142,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
143,-0.000000,M,-2147483648,2007-10-23,Bear Stearns & Co,Not Provided,5,outperform,112.000000
144,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
145,-0.000000,M,-2147483648,2007-12-24,Cantor Fitzgerald,12 month,5,buy,128.000000
146,-0.000000,M,-2147483648,2007-12-10,"Keefe, Bruyette & Woods",12 month,5,outperform,116.000000
147,-0.000000,M,-2147483648,2007-12-07,Bear Stearns & Co,Not Provided,5,outperform,118.000000
148,-0.000000,M,-2147483648,2007-11-13,Credit Suisse,12 month,5,outperform,115.000000
149,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
150,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
151,-0.000000,M,-2147483648,2008-01-10,Bear Stearns & Co,Not Provided,5,outperform,104.000000
152,-0.000000,M,-2147483648,2008-01-07,Cantor Fitzgerald,12 month,5,buy,128.000000
153,-0.000000,M,-2147483648,2007-12-10,"Keefe, Bruyette & Woods",12 month,5,outperform,116.000000
154,-0.000000,M,-2147483648,2007-11-13,Credit Suisse,12 month,5,outperform,115.000000
155,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
156,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
157,-0.000000,R,-2147483648,2008-02-25,Cantor Fitzgerald,12 month,5,buy,121.000000
158,-0.000000,M,-2147483648,2008-02-22,Credit Suisse,12 month,5,outperform,115.000000
159,-0.000000,N,-2147483648,2008-02-22,Baird,Not Provided,3,neutral,101.000000
160,-0.000000,M,-2147483648,2008-02-13,Bear Stearns & Co,Not Provided,5,outperform,107.000000
161,-0.000000,M,-2147483648,2007-12-10,"Keefe, Bruyette & Woods",12 month,5,outperform,116.000000
162,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
163,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
164,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
165,-0.000000,M,-2147483648,2008-03-24,Cantor Fitzgerald,12 month,5,buy,121.000000
166,-0.000000,M,-2147483648,2008-02-22,Credit Suisse,12 month,5,outperform,115.000000
167,-0.000000,N,-2147483648,2008-02-22,Baird,Not Provided,3,neutral,101.000000
168,-0.000000,M,-2147483648,2008-02-13,Bear Stearns & Co,Not Provided,5,outperform,107.000000
169,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
170,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
171,-0.000000,M,-2147483648,2008-04-21,Cantor Fitzgerald,12 month,5,buy,121.000000
172,-0.000000,M,-2147483648,2008-04-03,Credit Suisse,12 month,5,outperform,114.000000
173,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
174,-0.000000,N,-2147483648,2008-02-22,Baird,Not Provided,3,neutral,101.000000
175,-0.000000,M,-2147483648,2008-02-13,Bear Stearns & Co,Not Provided,5,outperform,107.000000
176,-0.000000,N,-2147483648,2007-11-06,CJS Securities,Not Provided,3,market perform,19.000000
177,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
178,-0.000000,M,-2147483648,2008-05-16,Credit Suisse,12 month,5,outperform,120.000000
179,-0.000000,U,-2147483648,2008-05-13,CJS Securities,Not Provided,4,market outperform,25.000000
180,-0.000000,R,-2147483648,2008-05-12,Baird,Not Provided,3,neutral,101.000000
181,-0.000000,M,-2147483648,2008-05-12,Cantor Fitzgerald,12 month,5,buy,119.000000
182,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
183,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
184,-0.000000,M,-2147483648,2008-05-16,Credit Suisse,12 month,5,outperform,120.000000
185,-0.000000,R,-2147483648,2008-05-12,Baird,Not Provided,3,neutral,101.000000
186,-0.000000,M,-2147483648,2008-05-12,Cantor Fitzgerald,12 month,5,buy,119.000000
187,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
188,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
189,-0.000000,N,-2147483648,2008-07-24,Barclays,Not Provided,3,equalwt/neutral,107.000000
190,-0.000000,M,-2147483648,2008-05-16,Credit Suisse,12 month,5,outperform,120.000000
191,-0.000000,R,-2147483648,2008-05-12,Baird,Not Provided,3,neutral,101.000000
192,-0.000000,M,-2147483648,2008-05-12,Cantor Fitzgerald,12 month,5,buy,119.000000
193,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
194,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
195,-0.000000,M,-2147483648,2008-08-24,Cantor Fitzgerald,12 month,5,buy,116.000000
196,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
197,-0.000000,N,-2147483648,2008-07-24,Barclays,Not Provided,3,equalwt/neutral,107.000000
198,-0.000000,M,-2147483648,2008-05-16,Credit Suisse,12 month,5,outperform,120.000000
199,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
200,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
201,-0.000000,M,-2147483648,2008-09-29,Cantor Fitzgerald,12 month,5,buy,116.000000
202,-0.000000,M,-2147483648,2008-09-26,Barclays,Not Provided,3,equalwt/neutral,115.000000
203,-0.000000,U,-2147483648,2008-09-17,UBS,12 month,5,buy,118.000000
204,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
205,-0.000000,M,-2147483648,2008-05-16,Credit Suisse,12 month,5,outperform,120.000000
206,-0.000000,M,-2147483648,2008-03-26,"Keefe, Bruyette & Woods",12 month,5,outperform,112.000000
207,-0.000000,M,-2147483648,2007-06-04,J.P. Morgan,Not Provided,5,overweight,-0.000000
208,-0.000000,M,-2147483648,2008-10-31,Cantor Fitzgerald,Not Provided,5,buy,105.000000
209,-0.000000,D,-2147483648,2008-10-29,J.P. Morgan,15 month,3,neutral,71.000000
210,-0.000000,M,-2147483648,2008-10-29,"Keefe, Bruyette & Woods",Not Provided,5,outperform,92.000000
211,-0.000000,M,-2147483648,2008-10-15,UBS,12 month,5,buy,112.000000
212,-0.000000,M,-2147483648,2008-10-14,Credit Suisse,12 month,5,outperform,105.000000
213,-0.000000,M,-2147483648,2008-09-26,Barclays,Not Provided,3,equalwt/neutral,115.000000
214,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
215,-0.000000,M,-2147483648,2008-12-01,Cantor Fitzgerald,12 month,5,buy,105.000000
216,-0.000000,M,-2147483648,2008-11-26,UBS,Not Provided,5,buy,68.000000
217,-0.000000,M,-2147483648,2008-11-04,Barclays,Not Provided,3,equalwt/neutral,80.000000
218,-0.000000,M,-2147483648,2008-11-03,"Keefe, Bruyette & Woods",Not Provided,5,outperform,86.000000
219,-0.000000,D,-2147483648,2008-10-29,J.P. Morgan,15 month,3,neutral,71.000000
220,-0.000000,M,-2147483648,2008-10-14,Credit Suisse,12 month,5,outperform,105.000000
221,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
222,-0.000000,M,-2147483648,2009-01-01,J.P. Morgan,12 month,3,neutral,71.000000
223,-0.000000,M,-2147483648,2008-12-22,"Keefe, Bruyette & Woods",Not Provided,5,outperform,66.000000
224,-0.000000,N,-2147483648,2008-12-18,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
225,-0.000000,M,-2147483648,2008-12-15,Cantor Fitzgerald,12 month,5,buy,105.000000
226,-0.000000,M,-2147483648,2008-11-26,UBS,Not Provided,5,buy,68.000000
227,-0.000000,M,-2147483648,2008-11-04,Barclays,Not Provided,3,equalwt/neutral,80.000000
228,-0.000000,M,-2147483648,2008-10-14,Credit Suisse,12 month,5,outperform,105.000000
229,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
230,-0.000000,M,-2147483648,2009-01-27,Credit Suisse,Not Provided,5,outperform,65.000000
231,-0.000000,M,-2147483648,2009-01-26,Cantor Fitzgerald,12 month,5,buy,105.000000
232,-0.000000,M,-2147483648,2009-01-20,Barclays,Not Provided,3,equalwt/positive,70.000000
233,-0.000000,M,-2147483648,2009-01-12,J.P. Morgan,9 month,3,neutral,66.000000
234,-0.000000,M,-2147483648,2009-01-11,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
235,-0.000000,M,-2147483648,2008-12-22,"Keefe, Bruyette & Woods",Not Provided,5,outperform,66.000000
236,-0.000000,M,-2147483648,2008-11-26,UBS,Not Provided,5,buy,68.000000
237,-0.000000,R,-2147483648,2008-08-08,Baird,Not Provided,3,neutral,101.000000
238,-0.000000,M,-2147483648,2009-02-17,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
239,-0.000000,M,-2147483648,2009-02-11,UBS,Not Provided,5,buy,68.000000
240,-0.000000,M,-2147483648,2009-02-11,Baird,Not Provided,3,neutral,60.000000
241,-0.000000,M,-2147483648,2009-01-27,Credit Suisse,Not Provided,5,outperform,65.000000
242,-0.000000,M,-2147483648,2009-01-20,Barclays,Not Provided,3,equalwt/positive,70.000000
243,-0.000000,M,-2147483648,2009-01-12,J.P. Morgan,9 month,3,neutral,66.000000
244,-0.000000,M,-2147483648,2008-12-22,"Keefe, Bruyette & Woods",Not Provided,5,outperform,66.000000
245,-0.000000,M,-2147483648,2009-03-23,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
246,-0.000000,M,-2147483648,2009-03-20,UBS,Not Provided,5,buy,57.000000
247,-0.000000,M,-2147483648,2009-03-20,"Keefe, Bruyette & Woods",Not Provided,5,outperform,56.000000
248,-0.000000,M,-2147483648,2009-03-20,Barclays,Not Provided,3,equalwt/positive,55.000000
249,-0.000000,M,-2147483648,2009-02-11,Baird,Not Provided,3,neutral,60.000000
250,-0.000000,M,-2147483648,2009-01-27,Credit Suisse,Not Provided,5,outperform,65.000000
251,-0.000000,M,-2147483648,2009-01-12,J.P. Morgan,9 month,3,neutral,66.000000
252,-0.000000,M,-2147483648,2009-04-24,"Keefe, Bruyette & Woods",Not Provided,5,outperform,50.000000
253,-0.000000,M,-2147483648,2009-04-23,Baird,12 month,3,neutral,33.000000
254,-0.000000,M,-2147483648,2009-04-22,Barclays,Not Provided,3,equalwt/positive,50.000000
255,-0.000000,M,-2147483648,2009-04-21,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
256,-0.000000,M,-2147483648,2009-04-14,J.P. Morgan,6 month,3,neutral,37.000000
257,-0.000000,D,-2147483648,2009-04-06,Credit Suisse,Not Provided,3,neutral,42.000000
258,-0.000000,M,-2147483648,2009-05-11,Barclays,Not Provided,3,equalwt/positive,46.000000
259,-0.000000,M,-2147483648,2009-05-08,Baird,Not Provided,3,neutral,33.000000
260,-0.000000,M,-2147483648,2009-05-08,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
261,-0.000000,M,-2147483648,2009-04-24,"Keefe, Bruyette & Woods",Not Provided,5,outperform,50.000000
262,-0.000000,M,-2147483648,2009-04-14,J.P. Morgan,6 month,3,neutral,37.000000
263,-0.000000,D,-2147483648,2009-04-06,Credit Suisse,Not Provided,3,neutral,42.000000
264,-0.000000,M,-2147483648,2009-06-05,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
265,-0.000000,M,-2147483648,2009-05-11,Barclays,Not Provided,3,equalwt/positive,46.000000
266,-0.000000,M,-2147483648,2009-05-08,Baird,Not Provided,3,neutral,33.000000
267,-0.000000,M,-2147483648,2009-04-24,"Keefe, Bruyette & Woods",Not Provided,5,outperform,50.000000
268,-0.000000,M,-2147483648,2009-04-14,J.P. Morgan,6 month,3,neutral,37.000000
269,-0.000000,D,-2147483648,2009-04-06,Credit Suisse,Not Provided,3,neutral,42.000000
270,-0.000000,M,-2147483648,2009-08-01,EVA Dimensions,Not Provided,5,buy,-0.000000
271,-0.000000,M,-2147483648,2009-07-21,J.P. Morgan,6 month,3,neutral,37.000000
272,-0.000000,M,-2147483648,2009-07-20,"Keefe, Bruyette & Woods",Not Provided,5,outperform,47.000000
273,-0.000000,M,-2147483648,2009-07-07,Credit Suisse,Not Provided,3,neutral,35.000000
274,-0.000000,M,-2147483648,2009-06-05,Oppenheimer & Co,Not Provided,3,market perform,-0.000000
275,-0.000000,M,-2147483648,2009-05-11,Barclays,Not Provided,3,equalwt/positive,46.000000
276,-0.000000,M,-2147483648,2009-05-08,Baird,Not Provided,3,neutral,33.000000
277,-0.000000,U,-2147483648,2009-08-31,Baird,12 month,5,outperform,59.000000
278,-0.000000,M,-2147483648,2009-08-21,J.P. Morgan,6 month,3,neutral,37.000000
279,-0.000000,M,-2147483648,2009-08-13,Credit Suisse,Not Provided,3,neutral,45.000000
