,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-20,FBR Capital Markets,12 month,3,market perform,39.000000
1,-0.000000,M,-2147483648,2005-12-16,Buckingham Research Group,Not Provided,3,neutral,40.500000
2,-0.000000,M,-2147483648,2005-10-20,Morgan Stanley,12 month,3,Equalwt/Attractive,36.500000
3,-0.000000,M,-2147483648,2005-10-20,Credit Suisse,12 month,3,neutral,37.500000
4,-0.000000,M,-2147483648,2005-10-20,Prudential Equity Group Inc,Not Provided,3,neutral weight,34.000000
5,-0.000000,M,-2147483648,2005-10-20,Barclays,Not Provided,5,overwt/positive,40.000000
6,-0.000000,D,-2147483648,2005-10-05,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
7,-0.000000,U,-2147483648,2005-08-26,EVA Dimensions,Not Provided,5,buy,-0.000000
8,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,3,neutral,-0.000000
9,-0.000000,M,-2147483648,2005-02-24,CIBC World Markets,Not Provided,3,sector perform,37.500000
10,-0.000000,M,-2147483648,2005-02-23,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
11,-0.000000,M,-2147483648,2006-01-25,Morgan Stanley,12 month,3,Equalwt/Attractive,44.500000
12,-0.000000,M,-2147483648,2006-01-25,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
13,-0.000000,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,44.000000
14,-0.000000,M,-2147483648,2006-01-25,FBR Capital Markets,12 month,3,market perform,41.000000
15,-0.000000,M,-2147483648,2006-01-25,Barclays,Not Provided,5,overwt/positive,43.500000
16,-0.000000,M,-2147483648,2006-01-24,Prudential Equity Group Inc,Not Provided,3,neutral weight,43.500000
17,-0.000000,M,-2147483648,2006-01-11,EVA Dimensions,Not Provided,5,buy,-0.000000
18,-0.000000,M,-2147483648,2005-12-16,Buckingham Research Group,Not Provided,3,neutral,40.500000
19,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,3,neutral,-0.000000
20,-0.000000,M,-2147483648,2005-02-24,CIBC World Markets,Not Provided,3,sector perform,37.500000
21,-0.000000,M,-2147483648,2005-02-23,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
22,-0.000000,M,-2147483648,2006-03-01,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
23,-0.000000,M,-2147483648,2006-02-28,Prudential Equity Group Inc,Not Provided,5,overweight,44.500000
24,-0.000000,M,-2147483648,2006-02-13,Buckingham Research Group,Not Provided,3,neutral,41.500000
25,-0.000000,M,-2147483648,2006-01-25,Morgan Stanley,12 month,3,Equalwt/Attractive,44.500000
26,-0.000000,M,-2147483648,2006-01-25,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
27,-0.000000,M,-2147483648,2006-01-25,Credit Suisse,12 month,5,outperform,44.000000
28,-0.000000,M,-2147483648,2006-01-25,FBR Capital Markets,12 month,3,market perform,41.000000
29,-0.000000,M,-2147483648,2006-01-25,Barclays,Not Provided,5,overwt/positive,43.500000
30,-0.000000,M,-2147483648,2006-01-11,EVA Dimensions,Not Provided,5,buy,-0.000000
31,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,3,neutral,-0.000000
32,-0.000000,M,-2147483648,2005-02-24,CIBC World Markets,Not Provided,3,sector perform,37.500000
33,-0.000000,D,-2147483648,2006-03-20,EVA Dimensions,Not Provided,3,hold,-0.000000
34,-0.000000,M,-2147483648,2006-03-03,Credit Suisse,12 month,5,outperform,45.500000
35,-0.000000,M,-2147483648,2006-03-02,Buckingham Research Group,Not Provided,3,neutral,42.500000
36,-0.000000,M,-2147483648,2006-03-01,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
37,-0.000000,M,-2147483648,2006-02-28,Prudential Equity Group Inc,Not Provided,5,overweight,44.500000
38,-0.000000,M,-2147483648,2006-01-25,Morgan Stanley,12 month,3,Equalwt/Attractive,44.500000
39,-0.000000,M,-2147483648,2006-01-25,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
40,-0.000000,M,-2147483648,2006-01-25,FBR Capital Markets,12 month,3,market perform,41.000000
41,-0.000000,M,-2147483648,2006-01-25,Barclays,Not Provided,5,overwt/positive,43.500000
42,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,3,neutral,-0.000000
43,-0.000000,M,-2147483648,2005-02-24,CIBC World Markets,Not Provided,3,sector perform,37.500000
44,-0.000000,M,-2147483648,2006-04-21,Credit Suisse,12 month,5,outperform,52.500000
45,-0.000000,M,-2147483648,2006-04-21,Barclays,Not Provided,5,overwt/positive,50.000000
46,-0.000000,M,-2147483648,2006-04-20,Morgan Stanley,12 month,3,Equalwt/Attractive,47.000000
47,-0.000000,U,-2147483648,2006-04-20,FBR Capital Markets,Not Provided,5,outperform,53.000000
48,-0.000000,M,-2147483648,2006-04-20,CIBC World Markets,18 month,3,sector perform,48.500000
49,-0.000000,M,-2147483648,2006-04-20,Buckingham Research Group,Not Provided,3,neutral,46.500000
50,-0.000000,M,-2147483648,2006-04-20,Prudential Equity Group Inc,Not Provided,5,overweight,50.000000
51,-0.000000,D,-2147483648,2006-03-20,EVA Dimensions,Not Provided,3,hold,-0.000000
52,-0.000000,M,-2147483648,2006-03-01,A.G. Edwards & Sons Inc,Not Provided,3,hold,-0.000000
53,-0.000000,M,-2147483648,2006-01-25,Goldman Sachs,Not Provided,3,in-line/attractive,-0.000000
54,-0.000000,N,-2147483648,2005-06-03,Longbow Research,Not Provided,3,neutral,-0.000000
55,-0.000000,M,-2147483648,2006-05-30,FBR Capital Markets,Not Provided,5,outperform,53.000000
