,1 Year Return,Action Code,BARR,Date,Firm Name,Period,Rating,Recommendation,Target Price
0,-0.000000,M,-2147483648,2005-12-09,Wells Fargo Securities,Not Provided,5,outperform,-0.000000
1,-0.000000,M,-2147483648,2005-11-09,"Keefe, Bruyette & Woods",12 month,3,market perform,22.670000
2,-0.000000,M,-2147483648,2005-10-27,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
3,-0.000000,M,-2147483648,2006-01-27,"Keefe, Bruyette & Woods",12 month,3,market perform,25.330000
4,-0.000000,M,-2147483648,2006-01-27,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
5,-0.000000,M,-2147483648,2005-10-27,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
6,-0.000000,D,-2147483648,2006-02-27,"Keefe, Bruyette & Woods",Not Provided,1,underperform,26.670000
7,-0.000000,M,-2147483648,2006-01-27,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
8,-0.000000,M,-2147483648,2005-10-27,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
9,-0.000000,D,-2147483648,2006-02-27,"Keefe, Bruyette & Woods",Not Provided,1,underperform,26.670000
10,-0.000000,M,-2147483648,2006-01-27,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
11,-0.000000,M,-2147483648,2005-10-27,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
12,-0.000000,M,-2147483648,2006-05-01,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
13,-0.000000,M,-2147483648,2006-04-28,"Keefe, Bruyette & Woods",Not Provided,1,underperform,27.500000
14,-0.000000,M,-2147483648,2006-04-28,Wells Fargo Securities,Not Provided,3,market perform,-0.000000
15,-0.000000,M,-2147483648,2006-05-01,Fox-Pitt Kelton Cochran Caronia Waller,Not Provided,1,underperform,-0.000000
