Date,Firm Name,Period,Rating,Recommendation,Target Price
2012-02-28,Barclays,Not Provided,5.0,overwt/neutral,24.0
2012-03-05,EVA Dimensions,Not Provided,1.0,underweight,-0.0
2012-03-07,Cowen,12 month,5.0,buy,24.0
2012-03-08,J.P. Morgan,6 month,3.0,neutral,19.5
2012-03-26,Tudor Pickering & Co,Not Provided,3.0,hold,27.0
2012-04-02,BNP Paribas Equity Research,Not Provided,3.0,hold,-0.0
2012-04-02,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,27.0
2012-04-03,Susquehanna Financial,12 month,3.0,neutral,15.0
2012-04-09,Cowen,Not Provided,5.0,buy,24.0
2012-04-11,Susquehanna Financial,12 month,3.0,neutral,15.0
2012-04-11,Barclays,Not Provided,5.0,overwt/neutral,24.0
2012-04-12,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,27.0
2012-04-16,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,27.0
2012-04-19,Barclays,Not Provided,5.0,overwt/neutral,24.0
2012-04-19,Susquehanna Financial,12 month,3.0,neutral,15.0
2012-04-23,Susquehanna Financial,12 month,3.0,neutral,14.0
2012-05-03,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,27.0
2012-05-04,EVA Dimensions,Not Provided,5.0,overweight,-0.0
2012-05-07,Barclays,Not Provided,5.0,overwt/neutral,24.0
2012-05-15,BNP Paribas Equity Research,Not Provided,3.0,hold,-0.0
2012-05-18,Susquehanna Financial,12 month,2.0,negative,12.0
2012-05-24,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,25.0
2012-05-30,Scotia Howard Weil Inc,12 month,3.0,market perform,21.0
2012-05-30,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,25.0
2012-05-31,Tudor Pickering & Co,Not Provided,3.0,hold,26.0
2012-05-31,Susquehanna Financial,12 month,2.0,negative,12.0
2012-06-13,"Capital One Securities, Inc.",Not Provided,5.0,strong buy,25.0
2012-07-02,Barclays,Not Provided,3.0,equalweight,19.0
2012-07-09,"Capital One Securities, Inc.",Not Provided,4.0,add,23.0
2012-07-20,J.P. Morgan,3 month,3.0,neutral,18.0
2012-07-23,Scotia Howard Weil Inc,12 month,3.0,market perform,21.0
2012-07-23,Tudor Pickering & Co,Not Provided,3.0,hold,20.0
2012-07-24,BNP Paribas Equity Research,Not Provided,3.0,hold,-0.0
2012-07-24,Susquehanna Financial,12 month,2.0,negative,12.0
2012-07-31,"Capital One Securities, Inc.",Not Provided,4.0,add,23.0
2012-08-02,Scotia Howard Weil Inc,12 month,3.0,market perform,21.0
2012-08-02,Susquehanna Financial,12 month,2.0,negative,12.0
2012-08-03,"Capital One Securities, Inc.",Not Provided,4.0,add,21.0
2012-08-03,Barclays,Not Provided,3.0,equalweight,18.0
2012-08-03,Spin-Off Research,Not Provided,5.0,buy,16.5
2012-08-07,BNP Paribas Equity Research,Not Provided,3.0,hold,-0.0
2012-08-07,J.P. Morgan,3 month,3.0,neutral,15.5
2012-08-07,Tudor Pickering & Co,Not Provided,3.0,hold,17.0
2012-08-13,Susquehanna Financial,12 month,2.0,negative,12.0
2012-08-23,Scotia Howard Weil Inc,12 month,3.0,market perform,21.0
2012-08-28,Tudor Pickering & Co,Not Provided,4.0,accumulate,21.0
2012-08-30,Barclays,Not Provided,5.0,overweight,18.0
2012-09-04,Scotia Howard Weil Inc,Not Provided,4.0,market outperform,23.0
2012-09-06,"Capital One Securities, Inc.",Not Provided,4.0,add,21.0
2012-09-15,EVA Dimensions,Not Provided,3.0,hold,-0.0
2012-10-02,Scotia Howard Weil Inc,12 month,4.0,market outperform,23.0
