Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-06-20,Argus Research Corp,Not Provided,3.0,hold,-0.0
2005-06-20,A.G. Edwards & Sons Inc,Not Provided,5.0,buy,95.0
2005-09-21,J.P. Morgan,Not Provided,3.0,neutral,-0.0
2005-10-12,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2005-11-17,Goldman Sachs,Not Provided,3.0,in-line/cautious,-0.0
2005-12-15,Janney Montgomery Scott LLC,12 month,5.0,buy,112.0
2005-12-16,Credit Suisse,12 month,1.0,underperform,72.0
2005-12-16,UBS,12 month,5.0,buy 1,88.0
2005-12-16,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2005-12-19,JMP Securities,Not Provided,5.0,strong buy,102.0
2005-12-20,Barclays,Not Provided,3.0,equalwt/neutral,91.0
2005-12-20,FBR Capital Markets,Not Provided,5.0,outperform,84.0
2005-12-21,Morgan Stanley,Not Provided,5.0,Overwt/Attractive,84.0
2005-12-23,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-01-05,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-01-23,JMP Securities,Not Provided,4.0,market outperform,90.0
2006-01-24,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-02-01,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-02-07,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-02-21,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-02-24,JMP Securities,Not Provided,4.0,market outperform,80.0
2006-03-01,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-03-14,Credit Suisse,12 month,1.0,underperform,70.0
2006-03-16,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-03-22,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-03-22,Janney Montgomery Scott LLC,12 month,5.0,buy,112.0
2006-03-23,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2006-03-23,FBR Capital Markets,Not Provided,5.0,outperform,79.0
2006-03-23,UBS,12 month,5.0,buy 1,95.0
2006-03-24,JMP Securities,Not Provided,4.0,market outperform,80.0
2006-03-24,A.G. Edwards & Sons Inc,Not Provided,5.0,buy,86.0
2006-03-27,Wells Fargo Securities,Not Provided,5.0,outperform,-0.0
2006-04-10,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-04-17,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-04-18,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-04-28,Janney Montgomery Scott LLC,Not Provided,3.0,neutral,-0.0
2006-05-05,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-05-08,UBS,12 month,5.0,buy 1,95.0
2006-05-08,FBR Capital Markets,Not Provided,5.0,outperform,72.0
2006-05-11,Janney Montgomery Scott LLC,Not Provided,3.0,neutral,-0.0
2006-05-11,A.G. Edwards & Sons Inc,Not Provided,5.0,buy,75.0
2006-05-11,Credit Suisse,12 month,1.0,underperform,70.0
2006-05-11,Barclays,Not Provided,3.0,equalwt/neutral,87.0
2006-05-12,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-05-16,UBS,12 month,5.0,buy 1,90.0
2006-05-16,Morgan Stanley,Not Provided,5.0,Overwt/Attractive,80.0
2006-05-24,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-05-26,Credit Suisse,12 month,1.0,underperform,55.0
2006-06-06,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-06-15,JMP Securities,Not Provided,3.0,market perform,-0.0
2006-06-15,Morgan Stanley,Not Provided,3.0,Equalwt/Cautious,32.0
2006-06-15,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-06-16,UBS,12 month,5.0,buy 1,76.0
2006-06-16,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-06-19,Barclays,Not Provided,3.0,equalwt/neutral,73.0
2006-06-19,Credit Suisse,12 month,1.0,underperform,49.0
2006-06-20,Goldman Sachs,Not Provided,3.0,in-line/cautious,-0.0
2006-06-26,Goldman Sachs,6 month,3.0,in-line/cautious,43.0
2006-06-26,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-07-12,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-07-25,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-08-01,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-08-10,Goldman Sachs,6 month,3.0,in-line/cautious,42.7
2006-08-10,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-08-23,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-08-23,J.P. Morgan,Not Provided,1.0,underweight,-0.0
2006-08-29,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-09-07,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-09-07,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-09-07,A.G. Edwards & Sons Inc,Not Provided,3.0,hold,-0.0
2006-09-07,Barclays,Not Provided,3.0,equalwt/neutral,58.0
2006-09-07,UBS,12 month,5.0,buy 1,60.0
2006-09-12,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-09-15,JMP Securities,Not Provided,3.0,market perform,-0.0
2006-09-19,Susquehanna Financial,Not Provided,4.0,Positive,-0.0
2006-09-21,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
