Date,Firm Name,Period,Rating,Recommendation,Target Price
2005-05-12,KeyBanc Capital Markets,12 month,5.0,buy,42.0
2005-06-10,Bear Stearns & Co,Not Provided,3.0,peerperform,-0.0
2005-08-31,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2005-09-08,Credit Suisse,12 month,5.0,outperform,63.0
2005-10-04,Morgan Stanley,Not Provided,3.0,Equalwt/In-Line,36.0
2005-10-13,FTN Equity Capital Markets Corp.,Not Provided,3.0,neutral,-0.0
2005-11-04,D.A. Davidson & Co,12 month,3.0,neutral,32.0
2005-12-02,UBS,12 month,3.0,neutral 2,33.0
2005-12-19,Prudential Equity Group Inc,Not Provided,3.0,neutral weight,29.0
2006-01-13,KeyBanc Capital Markets,Not Provided,3.0,hold,-0.0
2006-01-18,Prudential Equity Group Inc,Not Provided,3.0,neutral weight,30.0
2006-01-18,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-02-02,UBS,12 month,3.0,neutral 2,33.0
2006-02-03,Prudential Equity Group Inc,Not Provided,3.0,neutral weight,30.0
2006-02-27,Prudential Equity Group Inc,Not Provided,3.0,neutral weight,30.0
2006-04-21,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-05-03,Credit Suisse,12 month,3.0,neutral,28.0
2006-05-05,D.A. Davidson & Co,12 month,3.0,neutral,27.0
2006-05-30,Bear Stearns & Co,Not Provided,1.0,underperform,-0.0
2006-06-07,D.A. Davidson & Co,12 month,3.0,neutral,30.0
2006-07-06,D.A. Davidson & Co,18 month,3.0,neutral,25.0
2006-07-06,UBS,12 month,3.0,neutral 2,26.0
2006-07-18,UBS,12 month,3.0,neutral 2,25.0
2006-08-07,Bear Stearns & Co,Not Provided,3.0,peerperform,-0.0
2006-08-15,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-08-25,UBS,12 month,3.0,neutral 2,25.0
2006-08-28,D.A. Davidson & Co,18 month,3.0,neutral,25.0
2006-09-05,Barrington Research,Not Provided,3.0,market perform,-0.0
2006-09-15,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-09-18,Barrington Research,Not Provided,3.0,market perform,-0.0
2006-09-20,Prudential Equity Group Inc,12 month,1.0,underweight,21.0
2006-09-27,Barrington Research,Not Provided,3.0,market perform,-0.0
2006-10-02,J.P. Morgan,Not Provided,1.0,underweight,-0.0
2006-10-13,UBS,12 month,3.0,neutral 2,31.0
2006-11-13,EVA Dimensions,Not Provided,5.0,strong buy,-0.0
2006-11-14,UBS,12 month,3.0,neutral 2,31.0
2006-11-21,UBS,12 month,3.0,neutral 2,34.0
2006-12-01,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
2006-12-01,D.A. Davidson & Co,18 month,3.0,neutral,32.0
2006-12-13,Barrington Research,Not Provided,3.0,market perform,-0.0
2006-12-15,D.A. Davidson & Co,18 month,3.0,neutral,35.0
2006-12-15,Wells Fargo Securities,Not Provided,3.0,market perform,-0.0
