ISIN,sector,cyclical
US6174464486,Financial
US61945C1036,BasicMaterials
US6200763075,Communications
US6200971058,Communications
US6267171022,Energy
US62886E1082,Technology
US6293775085,Utilities
US6294911010,Financial
US6311031081,Financial
US6354051038,Financial
US6370711011,Energy
US6376401039,Technology
US63934E1082,Consumer,Cyclical
US63938C1080,Financial
US64110D1046,Technology
US64110L1061,Communications
US6501111073,Communications
US6512291062,Consumer,Cyclical
US6512901082,Energy
US6516391066,BasicMaterials
US65249B1098,Communications
US65249B2088,Communications
US65339F1012,Utilities
US6540861076,Utilities
US6541061031,Consumer,Cyclical
US65473P1057,Utilities
US6550441058,Energy
US6556641008,Consumer,Cyclical
US6558441084,Industrial
US6594241050,Financial
US6658591044,Financial
US6668071029,Industrial
US6700061053,Technology
US6700081010,Technology
US6703461052,BasicMaterials
US67066G1040,Technology
US67103H1077,Consumer,Cyclical
US6745991058,Energy
US6762201068,Consumer,Cyclical
US6819191064,Communications
US6826801036,Energy
US68389X1054,Technology
US6907684038,Industrial
US69331C1080,Utilities
US69344F1066,Technology
US6934751057,Financial
US6935061076,BasicMaterials
US69351T1060,Utilities
US6936561009,Consumer,Cyclical
US6937181088,Consumer,Cyclical
US6952571056,Industrial
US6964293079,Industrial
US6988841036,Technology
US7010941042,Industrial
US7033951036,Consumer,Non-cyclical
US7043261079,Technology
US70450Y1038,Consumer,Non-cyclical
US7045492037,Energy
US7081601061,Consumer,Cyclical
US7110301063,Utilities
US7127041058,Financial
US7132911022,Utilities
US7134091005,Consumer,Non-cyclical
US7134481081,Consumer,Non-cyclical
US7140461093,Industrial
US7167681060,Consumer,Cyclical
US7170811035,Consumer,Non-cyclical
US7172651025,BasicMaterials
US7181721090,Consumer,Non-cyclical
US7185461040,Energy
US7234841010,Utilities
US7237871071,Energy
US7244791007,Technology
US7292511083,Financial
US74005P1049,BasicMaterials
US7401891053,Industrial
US74144T1088,Financial
US7415034039,Communications
US74251V1026,Financial
US7427181091,Consumer,Non-cyclical
US7432631056,Utilities
US7433151039,Financial
US74340W1036,Financial
US7443201022,Financial
US7445731067,Utilities
US74460D1090,Financial
US7458671010,Consumer,Cyclical
US7472771010,Technology
US74733V1008,Energy
US74736K1016,Technology
US7475251036,Technology
US74762E1029,Consumer,Non-cyclical
US74834L1008,Consumer,Non-cyclical
US7483561020,Utilities
US7491211097,Communications
US74979E1010,Consumer,Cyclical
US7512121010,Consumer,Cyclical
US75281A1097,Energy
US7551115071,Industrial
US75605Y1064,Financial
US7561091049,Financial
US7565771026,Technology
US7581101000,Consumer,Cyclical
US75886F1075,Consumer,Non-cyclical
US7591EP1005,Financial
US7607591002,Industrial
US7617131062,Consumer,Non-cyclical
US7703231032,Consumer,Non-cyclical
US7739031091,Industrial
US7743411016,Industrial
US7753711073,BasicMaterials
US7766961061,Industrial
US7782961038,Consumer,Cyclical
US7835491082,Industrial
US78409V1044,Consumer,Non-cyclical
US78440X1019,Financial
US78442P1066,Financial
US7859051002,Consumer,Cyclical
US7864291007,Financial
US7865142084,Consumer,Non-cyclical
US7908491035,Consumer,Non-cyclical
US79466L3024,Technology
US80004C1018,Technology
US8010561020,Industrial
US80589M1027,Utilities
US8064071025,Consumer,Non-cyclical
US8066051017,Consumer,Non-cyclical
US8085131055,Financial
US8086551046,Communications
US8110544025,Communications
US8110651010,Communications
US81211K1007,Industrial
US8123501061,Consumer,Cyclical
US8168511090,Utilities
US8243481061,BasicMaterials
US8261701028,Technology
US8265521018,BasicMaterials
US8288061091,Financial
US83088M1027,Technology
US8321101003,Energy
US8326964058,Consumer,Non-cyclical
US8330341012,Industrial
US8341821077,Industrial
US8425871071,Utilities
US8447411088,Consumer,Cyclical
US8454671095,Energy
US8459051087,Financial
US8475601097,Energy
US8520611000,Communications
US8545021011,Industrial
US8550301027,Consumer,Cyclical
US8552441094,Consumer,Cyclical
US85590A4013,Consumer,Cyclical
US8574771031,Financial
US8589121081,Industrial
US8636671013,Consumer,Non-cyclical
US8668102036,Technology
US86732Y1091,Energy
US86764P1093,Energy
US8679141031,Financial
US8685361037,nan
US8715031089,Communications
US8715081076,Industrial
US87161C5013,Financial
US87165B1035,Financial
US8718291078,Consumer,Non-cyclical
US8723751009,Utilities
US8725401090,Consumer,Cyclical
US8725901040,Communications
US8731681081,Utilities
US87612E1064,Consumer,Cyclical
US87901J1051,Communications
US8791311009,Industrial
US8796641004,Communications
US8798681073,Industrial
US88033G4073,Consumer,Non-cyclical
US88076W1036,Technology
US8807701029,Technology
US8807791038,Industrial
US8816091016,Energy
US8825081040,Technology
US8832031012,Industrial
US8835561023,Consumer,Non-cyclical
US88579Y1010,Industrial
US8865471085,Consumer,Cyclical
US8873173038,Communications
US88732J2078,Communications
US8883392073,BasicMaterials
US8910271043,Financial
US8919061098,Consumer,Non-cyclical
US8923561067,Consumer,Cyclical
US8928931083,Industrial
US8936411003,Industrial
US89417E1091,Financial
US8960471071,Communications
US8969452015,Communications
US90130A1016,Communications
US90130A2006,Communications
US9024941034,Consumer,Non-cyclical
US9026531049,Financial
US9029111062,Consumer,Non-cyclical
US9029733048,Financial
US90384S3031,Consumer,Cyclical
US9043111072,Consumer,Cyclical
US9043112062,Consumer,Cyclical
US9078181081,Industrial
US9092143067,Technology
US9100471096,Consumer,Cyclical
US9113121068,Industrial
US9113631090,Consumer,Non-cyclical
US9129091081,BasicMaterials
US9130171096,Industrial
US91324P1021,Consumer,Non-cyclical
US9139031002,Consumer,Non-cyclical
US9149061023,Communications
US91529Y1064,Financial
US9170471026,Consumer,Cyclical
US9182041080,Consumer,Cyclical
US91913Y1001,Energy
US92220P1057,Consumer,Non-cyclical
US92276F1003,Financial
US92343E1029,Communications
US92343V1044,Communications
US92345Y1064,Consumer,Non-cyclical
US92532F1003,Consumer,Non-cyclical
US92553P2011,Communications
US9255501051,Communications
US92826C8394,Financial
US92839U2069,Consumer,Cyclical
US9290421091,Financial
US9291601097,Industrial
US92936P1003,Financial
US92939U1060,Utilities
US9299031024,Financial
US9311421039,Consumer,Cyclical
US9314271084,Consumer,Cyclical
US94106L1098,Industrial
US9418481035,Industrial
US9497461015,Financial
US95040Q1040,Financial
US9505901093,Consumer,Cyclical
US9581021055,Technology
US9598021098,Consumer,Non-cyclical
US96145D1054,Industrial
US9621661043,Financial
US9633201069,Consumer,Cyclical
US9668371068,Consumer,Non-cyclical
US9694571004,Energy
US97382A2006,Communications
US98212B1035,Energy
US9825261053,Consumer,Non-cyclical
US9830241009,Consumer,Non-cyclical
US98310W1080,Consumer,Cyclical
US9831341071,Consumer,Cyclical
US98385X1063,Energy
US98389B1008,Utilities
US9839191015,Technology
US9841211033,Technology
US98419M1009,Industrial
US9843321061,Communications
US9884981013,Consumer,Cyclical
US98956P1021,Consumer,Non-cyclical
US9897011071,Financial
US98978V1035,Consumer,Non-cyclical
USG7665A1019,nan
VGG607541015,Consumer,Cyclical
