Date,BS_SH_OUT,SHORT_INT
2006-01-13,,1690373.0
2006-02-15,,1712923.0
2006-03-15,,1566228.0
2006-03-31,129.0598,
2006-04-13,,1618941.0
2006-05-15,,1888529.0
2006-06-15,,2101999.0
2006-06-30,129.3199,
2006-07-14,,2855649.0
2006-08-15,,2484416.0
2006-09-15,,2828434.0
2006-09-30,129.6831,
2006-10-13,,2973658.0
2006-11-15,,2521616.0
2006-12-15,,3279831.0
2006-12-31,130.0829,
2007-01-12,,3077645.0
2007-02-15,,3145883.0
2007-03-15,,4028663.0
2007-03-31,131.3747,
2007-04-13,,4623545.0
2007-05-15,,3500534.0
2007-06-15,,3520838.0
2007-06-30,133.0063,
2007-07-13,,3624761.0
2007-08-15,,3720335.0
