Date,BS_SH_OUT,SHORT_INT
2006-01-13,,22435922.0
2006-01-28,145.594,
2006-02-15,,20390952.0
2006-03-15,,21811752.0
2006-04-13,,23427408.0
2006-04-29,149.89,
2006-05-15,,22294834.0
2006-06-15,,22396746.0
2006-07-14,,20604676.0
2006-07-29,150.294,
2006-08-15,,25198522.0
2006-09-15,,24378124.0
2006-10-13,,21376298.0
2006-10-28,151.62,
2006-11-15,,20884834.0
2006-12-15,,20352408.0
2007-01-12,,18973596.0
2007-02-03,152.305,
2007-02-15,,6051464.0
2007-03-15,,5588024.0
2007-04-13,,4960395.0
2007-05-05,157.414,
2007-05-15,,3728865.0
2007-06-15,,5620474.0
2007-07-13,,6581907.0
2007-08-04,158.993,
2007-08-15,,4271287.0
2007-09-14,,3911287.0
2007-09-28,,3211517.0
2007-10-15,,2597051.0
2007-10-31,,2014665.0
2007-11-03,160.959,
2007-11-15,,2892538.0
2007-11-30,,4542786.0
2007-12-14,,3860041.0
2007-12-31,,4876693.0
2008-01-15,,4693358.0
2008-01-31,,6053696.0
2008-02-02,161.007,
2008-02-15,,6487364.0
2008-02-29,,7563523.0
2008-03-14,,8294289.0
2008-03-31,,9280003.0
2008-04-15,,10419936.0
2008-04-30,,10271385.0
2008-05-03,163.263,
2008-05-15,,11176514.0
2008-05-30,,12817136.0
2008-06-13,,11673501.0
2008-06-30,,14193076.0
2008-07-15,,14278172.0
2008-07-31,,13017948.0
2008-08-02,163.653,
2008-08-15,,13427785.0
2008-08-29,,14462740.0
2008-09-15,,13661312.0
2008-09-30,,9330317.0
2008-10-15,,7798213.0
2008-10-31,,6473619.0
2008-11-01,163.776,
2008-11-14,,7428693.0
2008-11-28,,6927199.0
2008-12-15,,6649666.0
2008-12-31,,6790349.0
2009-01-15,,6723450.0
2009-01-30,,7788198.0
2009-01-31,163.843,
2009-02-13,,8920910.0
2009-02-27,,10336374.0
2009-03-13,,9106116.0
2009-03-31,,10292313.0
2009-04-15,,12859618.0
2009-04-30,,11014432.0
2009-05-02,164.622,
2009-05-15,,11741403.0
2009-05-29,,11192492.0
2009-06-15,,11836116.0
2009-06-30,,13713357.0
2009-07-15,,14830729.0
2009-07-31,,15772532.0
2009-08-01,164.661,
2009-08-14,,16572103.0
2009-08-31,,18901441.0
2009-09-15,,18908986.0
2009-09-30,,18437257.0
2009-10-15,,18841649.0
2009-10-30,,20367950.0
2009-10-31,164.752,
