Date,BS_SH_OUT,SHORT_INT
2006-01-13,,8391870.0
2006-02-15,,6903271.0
2006-03-15,,6854088.0
2006-03-31,117.6145,
2006-04-13,,7238454.0
2006-05-15,,7201956.0
2006-06-15,,8165996.0
2006-06-30,117.6635,
2006-07-14,,8573679.0
2006-08-15,,8267620.0
2006-09-15,,7492805.0
2006-09-30,117.8293,
2006-10-13,,7891885.0
2006-11-15,,8685949.0
2006-12-15,,8498130.0
2006-12-31,117.8963,
2007-01-12,,8747402.0
2007-02-15,,9283793.0
2007-03-15,,9894034.0
2007-03-31,118.2538,
2007-04-13,,10197179.0
2007-05-15,,11414078.0
2007-06-15,,12723805.0
2007-06-30,118.3605,
2007-07-13,,12673017.0
2007-08-15,,17441938.0
2007-09-14,,13412055.0
2007-09-28,,14346829.0
2007-09-30,118.5233,
2007-10-15,,14628102.0
2007-10-31,,15317557.0
2007-11-15,,15249726.0
2007-11-30,,14993469.0
2007-12-14,,15868425.0
2007-12-31,118.5948,15565099.0
2008-01-15,,15663976.0
2008-01-31,,14037966.0
2008-02-15,,14613561.0
2008-02-29,,14036958.0
2008-03-14,,15428176.0
2008-03-31,119.038,14714221.0
2008-04-15,,14352091.0
2008-04-30,,13269952.0
2008-05-15,,12990162.0
2008-05-30,,14615805.0
2008-06-13,,15542339.0
2008-06-30,119.1208,15179333.0
2008-07-15,,15066290.0
2008-07-31,,14773956.0
2008-08-15,,15022071.0
2008-08-29,,15317461.0
2008-09-15,,15173311.0
2008-09-30,119.247,14507352.0
2008-10-15,,13065527.0
2008-10-31,,9745280.0
2008-11-14,,7655631.0
2008-11-28,,6660326.0
2008-12-15,,6069462.0
2008-12-31,119.2933,5076062.0
2009-01-15,,4721660.0
2009-01-30,,4735246.0
2009-02-13,,4766740.0
2009-02-27,,5495605.0
2009-03-13,,5537915.0
2009-03-31,119.9825,4859986.0
2009-04-15,,4928056.0
2009-04-30,,4236476.0
2009-05-15,,3299086.0
2009-05-29,,3753411.0
2009-06-15,,3694887.0
2009-06-30,120.204,3435602.0
2009-07-15,,3400235.0
2009-07-31,,3189410.0
2009-08-14,,3128618.0
2009-08-31,,3626184.0
