Date,BS_SH_OUT,SHORT_INT
2006-01-13,,9939940.0
2006-02-15,,9535502.0
2006-03-15,,8804188.0
2006-03-31,696.0,
2006-04-13,,9342992.0
2006-05-15,,9880138.0
2006-06-15,,10420268.0
2006-06-30,706.0,
2006-07-14,,10986614.0
2006-08-15,,12698118.0
2006-09-15,,14038800.0
2006-09-30,708.0,
2006-10-13,,15461114.0
2006-11-15,,13821668.0
2006-12-15,,20538858.0
2006-12-31,698.0,
2007-01-12,,19733548.0
2007-02-15,,20370716.0
2007-03-15,,19025872.0
2007-03-31,700.0,
2007-04-13,,19123868.0
2007-05-15,,17426676.0
2007-06-15,,15127500.0
2007-06-30,698.0,
2007-07-13,,13583862.0
2007-08-15,,31804140.0
2007-09-14,,16840694.0
2007-09-28,,14349440.0
2007-09-30,576.0,
2007-10-15,,12253534.0
2007-10-31,,12211232.0
2007-11-15,,11764654.0
2007-11-30,,12077038.0
2007-12-14,,12100250.0
2007-12-31,577.0,10757559.0
2008-01-15,,10084036.0
2008-01-31,,11942936.0
2008-02-15,,13398449.0
2008-02-29,,16341514.0
2008-03-14,,16105678.0
2008-03-31,578.0,15683069.0
2008-04-15,,14301967.0
2008-04-30,,12863050.0
2008-05-15,,12179510.0
2008-05-30,,12495986.0
2008-06-13,,12160243.0
2008-06-30,580.0,12125808.0
2008-07-15,,11419246.0
2008-07-31,,10237381.0
2008-08-15,,9696757.0
2008-08-29,,9961842.0
2008-09-15,,10616558.0
2008-09-30,581.0,15550599.0
2008-10-15,,11164174.0
2008-10-31,,12490713.0
2008-11-14,,9658433.0
2008-11-28,,11053245.0
2008-12-15,,9064767.0
2008-12-31,583.0,9639112.0
2009-01-15,,9287855.0
2009-01-30,,9849886.0
2009-02-13,,10574851.0
2009-02-27,,9424262.0
2009-03-13,,12101637.0
2009-03-31,590.0,11689546.0
2009-04-15,,10101594.0
2009-04-30,,9384284.0
2009-05-15,,7744360.0
2009-05-29,,8060271.0
2009-06-15,,8175854.0
2009-06-30,595.0,7930755.0
2009-07-15,,9337177.0
2009-07-31,,8098046.0
2009-08-14,,8345857.0
2009-08-31,,8662197.0
2009-09-15,,9567085.0
2009-09-30,597.0,11106250.0
2009-10-15,,11530043.0
2009-10-30,,10793781.0
2009-11-13,,12352399.0
2009-11-30,,13412476.0
2009-12-15,,15698173.0
2009-12-31,599.0,15479490.0
2010-01-15,,11478051.0
2010-01-29,,11311861.0
2010-02-12,,10763007.0
2010-02-26,,12902614.0
2010-03-15,,12591203.0
2010-03-31,596.0,14971406.0
2010-04-15,,15720748.0
2010-04-30,,13907448.0
2010-05-14,,12280231.0
2010-05-28,,11353068.0
2010-06-15,,12818278.0
2010-06-30,589.0,13036533.0
2010-07-15,,11161643.0
2010-07-30,,12084821.0
2010-08-13,,11919877.0
2010-08-31,,16078250.0
2010-09-15,,16797978.0
2010-09-30,581.0,15665079.0
2010-10-15,,13621644.0
2010-10-29,,11906592.0
2010-11-15,,10693088.0
2010-11-30,,10246098.0
2010-12-15,,9145390.0
2010-12-31,581.0,8113696.0
2011-01-14,,7898885.0
2011-01-31,,8127503.0
2011-02-15,,8405501.0
2011-02-28,,10183870.0
2011-03-15,,11898360.0
2011-03-31,576.0,10555740.0
2011-04-15,,12198840.0
2011-04-29,,11418889.0
2011-05-13,,12848157.0
2011-05-31,,13313464.0
2011-06-15,,15321074.0
2011-06-30,569.0,13699741.0
2011-07-15,,13493501.0
2011-07-29,,12450534.0
2011-08-15,,11913825.0
2011-08-31,,11419483.0
2011-09-15,,10639613.0
2011-09-30,570.0,10898308.0
2011-10-14,,10220179.0
2011-10-31,,7904366.0
2011-11-15,,7298045.0
2011-11-30,,7069037.0
2011-12-15,,5456382.0
2011-12-30,,5399905.0
2011-12-31,570.0,
2012-01-13,,4941377.0
2012-01-31,,4628542.0
2012-02-15,,4263410.0
2012-02-29,,5045364.0
2012-03-15,,4505549.0
2012-03-30,,4179263.0
2012-03-31,570.0,
2012-04-13,,4187670.0
2012-04-30,,4082342.0
2012-05-15,,4383800.0
2012-05-31,,5454394.0
2012-06-15,,6108942.0
2012-06-29,,5474226.0
2012-06-30,573.0,
2012-07-13,,3928177.0
2012-07-31,,3392334.0
2012-08-15,,3112388.0
2012-08-31,,3920811.0
2012-09-14,,3419971.0
2012-09-28,,3304753.0
2012-09-30,575.0,
2012-10-15,,3722503.0
2012-10-31,,3598795.0
2012-11-15,,4245296.0
2012-11-30,,4851759.0
2012-12-14,,5789864.0
2012-12-31,576.0,5209077.0
2013-01-15,,5064418.0
2013-01-31,,5024160.0
2013-02-15,,5785230.0
2013-02-28,,7788742.0
2013-03-15,,7610758.0
2013-03-28,,6901959.0
2013-03-31,578.0,
2013-04-15,,8165718.0
2013-04-30,,7408885.0
2013-05-15,,7370691.0
2013-05-31,,6969248.0
2013-06-14,,9873771.0
2013-06-28,,12565972.0
2013-06-30,579.0,
2013-07-15,,12760335.0
2013-07-31,,11504851.0
2013-08-15,,12108072.0
2013-08-30,,12564462.0
2013-09-13,,12931005.0
2013-09-30,580.0,12525764.0
2013-10-15,,11222575.0
2013-10-31,,10108634.0
2013-11-15,,10303299.0
2013-11-29,,10225183.0
2013-12-13,,9906900.0
2013-12-31,581.0,10257038.0
2014-01-15,,12055060.0
2014-01-31,,10468386.0
2014-02-14,,11109323.0
2014-02-28,,11128036.0
2014-03-14,,9832687.0
2014-03-31,582.0,10251350.0
2014-04-15,,11225069.0
2014-04-30,,10645734.0
2014-05-15,,10234801.0
2014-05-30,,10206069.0
2014-06-13,,9735587.0
2014-06-30,583.0,10997708.0
2014-07-15,,11839875.0
2014-07-31,,12430594.0
2014-08-15,,12438573.0
2014-08-29,,11772804.0
2014-09-15,,11673482.0
2014-09-30,584.0,12026555.0
2014-10-15,,13864840.0
2014-10-31,,12028290.0
2014-11-14,,12952451.0
2014-11-28,,11896364.0
2014-12-15,,11126099.0
2014-12-31,585.0,12761452.0
2015-01-15,,11285052.0
2015-01-30,,10157082.0
2015-02-13,,10343641.0
2015-02-27,,10582444.0
2015-03-13,,9495525.0
2015-03-31,589.0,10419313.0
2015-04-15,,12362102.0
2015-04-30,,12103125.0
2015-05-15,,12231666.0
2015-05-29,,11043751.0
2015-06-15,,12003281.0
2015-06-30,594.0,12530579.0
2015-07-15,,13307184.0
2015-07-31,,13447404.0
2015-08-14,,13408206.0
2015-08-31,,16205328.0
2015-09-15,,16239289.0
2015-09-30,595.0,16567558.0
2015-10-15,,15693193.0
2015-10-30,,14597170.0
2015-11-13,,13413592.0
2015-11-30,,13543470.0
2015-12-15,,12287344.0
2015-12-31,596.0,12464101.0
2016-01-15,,14860346.0
2016-01-29,,16414662.0
2016-02-12,,18462482.0
2016-02-29,,19653673.0
2016-03-15,,19520543.0
2016-03-31,597.0,18551702.0
2016-04-15,,15253504.0
2016-04-29,,13805872.0
2016-05-13,,13793860.0
2016-05-31,,16163191.0
2016-06-15,,16218994.0
2016-06-30,617.0,19186422.0
2016-07-15,,15993267.0
2016-07-29,,14715448.0
2016-08-15,,16730965.0
2016-08-31,,21677374.0
2016-09-15,,16484849.0
2016-09-30,627.0,18871366.0
2016-10-14,,18662732.0
2016-10-31,,19037497.0
2016-11-15,,20410382.0
2016-11-30,,20372271.0
2016-12-15,,19390468.0
2016-12-30,,18657905.0
2016-12-31,628.0,
2017-01-13,,17785484.0
2017-01-31,,17513374.0
2017-02-15,,19504850.0
2017-02-28,,19845221.0
2017-03-15,,20441605.0
2017-03-31,,20816617.0
2017-04-13,,21427900.0
