Date,Q_std
2010-03-09,0.08802281087410403
2010-03-10,0.08720261484744009
2010-03-11,0.08875034660239449
2010-03-12,0.08667541047773604
2010-03-15,0.08596505394563109
2010-03-16,0.08643936088094603
2010-03-17,0.08249264349962988
2010-03-18,0.0834596421803265
2010-03-19,0.0877568105264687
2010-03-22,0.08353885939044768
2010-03-23,0.0843735363994404
2010-03-24,0.0857412209066359
2010-03-25,0.08700427748528582
2010-03-26,0.08642367369373978
2010-03-29,0.0842547684418694
2010-03-30,0.08324113971606023
2010-03-31,0.08436774715291881
2010-04-01,0.08522151628277012
2010-04-05,0.08060289022981504
2010-04-06,0.08049678997076712
2010-04-07,0.08040445897517037
2010-04-08,0.07892998818192912
2010-04-09,0.08172084295285177
2010-04-12,0.08134084626971617
2010-04-13,0.08219674627086167
2010-04-14,0.08393846400214172
2010-04-15,0.08262520627765137
2010-04-16,0.08289657041973035
2010-04-19,0.08552365210023137
2010-04-20,0.08564064682039724
2010-04-21,0.08257978787886164
2010-04-22,0.08351133585360175
2010-04-23,0.08249548703837972
2010-04-26,0.08831233426538679
2010-04-27,0.08811396461887519
2010-04-28,0.09023135145618333
2010-04-29,0.09019541084283907
2010-04-30,0.09293282027796922
2010-05-03,0.09222166257124013
2010-05-04,0.10021977545265993
2010-05-05,0.09435871302890483
2010-05-06,0.10835680411995119
2010-05-07,0.1051515763853624
2010-05-10,0.0975418263389972
2010-05-11,0.09783541916895942
2010-05-12,0.09405888292126795
2010-05-13,0.09629395938119945
2010-05-14,0.10083925587335826
2010-05-17,0.10387075750059314
2010-05-18,0.11107064451094875
2010-05-19,0.11202182315477778
2010-05-20,0.11726861939736445
2010-05-21,0.11329844946864781
2010-05-24,0.11276108632886822
2010-05-25,0.11811560525883133
2010-05-26,0.11226420725672284
2010-05-27,0.10695217577450956
2010-05-28,0.11132306942012357
2010-06-01,0.11107067202885121
2010-06-02,0.10944456526776478
2010-06-03,0.10692574722254773
2010-06-04,0.11700847414012107
2010-06-07,0.10578721222736517
2010-06-08,0.10426180430134906
2010-06-09,0.10290190003013842
2010-06-10,0.10219283521537385
2010-06-11,0.09899939829658602
2010-06-14,0.09745883708265911
2010-06-15,0.09548491977305708
2010-06-16,0.09360689212568461
2010-06-17,0.09140611910469644
2010-06-18,0.09334932668576917
2010-06-21,0.09697589689704376
2010-06-22,0.09325326546973448
2010-06-23,0.09976567135714279
2010-06-24,0.10234022531022972
2010-06-25,0.10099991670354462
2010-06-28,0.10531398016661267
2010-06-29,0.11233932944345368
2010-06-30,0.11467506579581437
2010-07-01,0.11559900539188099
2010-07-02,0.11859771390126862
2010-07-06,0.10977149818713755
2010-07-07,0.10258939306844632
2010-07-08,0.09833547112185623
2010-07-09,0.09121708610631928
2010-07-12,0.09339599625130707
2010-07-13,0.09108796084417524
2010-07-14,0.08844122582787443
2010-07-15,0.0833842102979569
2010-07-16,0.09439287846173547
2010-07-19,0.09432942408094377
2010-07-20,0.09217473819735922
2010-07-21,0.09744175783872706
2010-07-22,0.09155346233005947
2010-07-23,0.08770227141663395
2010-07-26,0.08743009029852296
2010-07-27,0.08666313007559168
2010-07-28,0.08540120503087392
2010-07-29,0.0864288485281496
2010-07-30,0.08728655795071488
2010-08-02,0.08498195177184291
