Date,Q_std
2010-03-09,0.09508404626765175
2010-03-10,0.0944718797495714
2010-03-11,0.09200676708212911
2010-03-12,0.09214109271465108
2010-03-15,0.09241956147959411
2010-03-16,0.10360485919092133
2010-03-17,0.10161978393749119
2010-03-18,0.10529196635661392
2010-03-19,0.1064594131960275
2010-03-22,0.113885619682612
2010-03-23,0.11124045360095854
2010-03-24,0.11237206831642128
2010-03-25,0.11619646850415992
2010-03-26,0.11573911781134887
2010-03-29,0.10824883286748586
2010-03-30,0.11093416557514187
2010-03-31,0.11340399144489605
2010-04-01,0.10689285150079092
2010-04-05,0.09683977412570964
2010-04-06,0.09535408979981636
2010-04-07,0.09869456585180537
2010-04-08,0.10136451220987855
2010-04-09,0.10082647951972583
2010-04-12,0.10299627291856456
2010-04-13,0.10382873677944629
2010-04-14,0.11278738356217421
2010-04-15,0.11077499975876157
2010-04-16,0.10854812904397332
2010-04-19,0.1119946242340621
2010-04-20,0.10937836428125271
2010-04-21,0.10433339588980729
2010-04-22,0.10497775186615652
2010-04-23,0.10208797412324445
2010-04-26,0.10302699371198595
2010-04-27,0.10523989693748186
2010-04-28,0.11283615758042588
2010-04-29,0.11257400015189005
2010-04-30,0.1081635414163758
2010-05-03,0.10575634194814644
2010-05-04,0.10420784629488458
2010-05-05,0.10692043837722763
2010-05-06,0.1106662903545713
2010-05-07,0.11389417177238828
2010-05-10,0.11329811863852701
2010-05-11,0.11320658158867948
2010-05-12,0.11114142143939343
2010-05-13,0.11273732685258743
2010-05-14,0.11435957648046642
2010-05-17,0.11613145791661582
2010-05-18,0.11998504640799476
2010-05-19,0.1324525760506387
2010-05-20,0.13951799493700856
2010-05-21,0.13688276346242828
2010-05-24,0.13924214391420048
2010-05-25,0.1429220531920522
2010-05-26,0.13914931049662704
2010-05-27,0.1344172671343438
2010-05-28,0.13528217219161678
2010-06-01,0.14223484289260097
2010-06-02,0.13729994141830595
2010-06-03,0.13842395642056357
2010-06-04,0.14410699493063148
2010-06-07,0.15415551975257916
2010-06-08,0.15317119158694883
2010-06-09,0.15547124357562978
2010-06-10,0.14918223967415756
2010-06-11,0.1461468985951767
2010-06-14,0.14658274803000013
2010-06-15,0.1433651717174396
2010-06-16,0.14295223931781395
2010-06-17,0.14017195505460406
2010-06-18,0.1396260271843445
2010-06-21,0.1401432700130884
2010-06-22,0.1458321869207202
2010-06-23,0.1442972518198716
2010-06-24,0.14312726626600913
2010-06-25,0.1415898925985492
2010-06-28,0.1403990409366344
2010-06-29,0.14378160869020729
2010-06-30,0.14138715106614233
2010-07-01,0.14162419351438202
2010-07-02,0.1361104029247271
2010-07-06,0.13394139421417328
2010-07-07,0.14191978990855103
2010-07-08,0.1404203784123251
2010-07-09,0.13878472418352783
2010-07-12,0.14043109523479216
2010-07-13,0.13510787807478425
2010-07-14,0.1352258299432484
2010-07-15,0.12589595582487584
2010-07-16,0.12911738351241095
2010-07-19,0.12558281201515156
2010-07-20,0.12820675275261903
2010-07-21,0.12928474625815664
2010-07-22,0.12316911519575076
2010-07-23,0.12457350016379339
2010-07-26,0.12113047157985854
2010-07-27,0.11928283688056024
2010-07-28,0.12040367181294119
2010-07-29,0.11766575641487581
2010-07-30,0.11900964572329512
2010-08-02,0.1186139978940764
2010-08-03,0.11975916634200341
2010-08-04,0.1185332374732326
2010-08-05,0.11969370460996884
2010-08-06,0.11869575632791994
2010-08-09,0.12206085496684918
2010-08-10,0.12020875327285584
2010-08-11,0.12708873436040888
2010-08-12,0.12670038609537548
2010-08-13,0.12529125564568264
2010-08-16,0.12614771632552074
2010-08-17,0.12094387511386533
2010-08-18,0.11847222428183134
2010-08-19,0.12100439316705598
2010-08-20,0.12535371158630823
2010-08-23,0.1258258822598198
2010-08-24,0.1259994767788347
2010-08-25,0.11485292174099805
2010-08-26,0.11543454909877927
2010-08-27,0.11142200046765137
2010-08-30,0.1114256461567871
2010-08-31,0.11325192124460372
2010-09-01,0.1117136513765572
2010-09-02,0.11250376997879748
2010-09-03,0.12214935114658318
2010-09-07,0.12687663272721292
2010-09-08,0.13629978060218473
2010-09-09,0.13648329915133353
2010-09-10,0.13460489032664333
2010-09-13,0.13720709120787555
2010-09-14,0.1379520170067346
2010-09-15,0.13900535550258236
2010-09-16,0.14515226480210897
2010-09-17,0.1401541326597583
2010-09-20,0.13574911314194552
2010-09-21,0.13648497311508054
2010-09-22,0.13359067817500714
2010-09-23,0.13127827649919047
2010-09-24,0.1309570461410271
2010-09-27,0.13080153377333117
2010-09-28,0.13086835735302252
2010-09-29,0.12922167669184367
2010-09-30,0.12946200665953486
2010-10-01,0.1287433134953383
2010-10-04,0.12656098275799355
2010-10-05,0.12817046663147863
2010-10-06,0.1319307860728823
2010-10-07,0.1319621865758197
2010-10-08,0.13104560049026692
2010-10-11,0.14744651601394676
2010-10-12,0.14807181946218897
2010-10-13,0.14931751770382756
2010-10-14,0.14632011887044538
2010-10-15,0.14415522575308767
2010-10-18,0.14022879286646905
2010-10-19,0.1409405318254312
2010-10-20,0.14003025534610705
2010-10-21,0.1420026476845807
2010-10-22,0.14401944637813083
2010-10-25,0.1448827278604122
2010-10-26,0.14378729116004346
2010-10-27,0.14660329615149054
2010-10-28,0.14557540879006603
2010-10-29,0.1462886084091664
2010-11-01,0.14821998897166808
2010-11-02,0.14616908695253722
2010-11-03,0.14557555393684835
2010-11-04,0.14189077260768534
2010-11-05,0.1385588510522213
2010-11-08,0.1381023198883738
2010-11-09,0.13678847363241795
2010-11-10,0.138559062096118
2010-11-11,0.13942979005008818
2010-11-12,0.14185886747029516
2010-11-15,0.1470429653526318
2010-11-16,0.1483974699010511
2010-11-17,0.14684338503245362
2010-11-18,0.14659719192691567
2010-11-19,0.15021402510259402
2010-11-22,0.14859280546701664
2010-11-23,0.14786529026473255
2010-11-24,0.14897935888695257
2010-11-26,0.14905082175892043
2010-11-29,0.1539798314463434
2010-11-30,0.1566799868164598
2010-12-01,0.15129648636866
2010-12-02,0.15188870338995758
2010-12-03,0.15303901094603584
2010-12-06,0.15478969589287458
2010-12-07,0.15504072066929084
2010-12-08,0.15618697710347568
2010-12-09,0.15430785010010534
2010-12-10,0.15104633221409272
2010-12-13,0.15067666199019816
2010-12-14,0.1532077009469353
2010-12-15,0.1550945675044181
2010-12-16,0.15292820546838248
2010-12-17,0.15736328910009226
2010-12-20,0.15583493763077702
2010-12-21,0.16899401887401722
2010-12-22,0.16849506043464102
2010-12-23,0.16818884087764702
2010-12-27,0.16870660275494026
2010-12-28,0.16735938327101077
2010-12-29,0.1674458001527764
2010-12-30,0.16810042640036515
