Date,Q_std
2010-03-09,0.11229738672646855
2010-03-10,0.11238835695098211
2010-03-11,0.1123261742257866
2010-03-12,0.11276308593559864
2010-03-15,0.1127882051420749
2010-03-16,0.11281143021409186
2010-03-17,0.11163475654083511
2010-03-18,0.11224144100456507
2010-03-19,0.11328391498892813
2010-03-22,0.1110476689658728
2010-03-23,0.11068842345542296
2010-03-24,0.11080894585798573
2010-03-25,0.11112025750753228
2010-03-26,0.11083268491067552
2010-03-29,0.10925414332424885
2010-03-30,0.11010878466783777
2010-03-31,0.10665412572620145
2010-04-01,0.10606955018371965
2010-04-05,0.10475348902613595
2010-04-06,0.1036043049896702
2010-04-07,0.10273453041019324
2010-04-08,0.1018187179948534
2010-04-09,0.10179714155316602
2010-04-12,0.10209893388607703
2010-04-13,0.10165600115601695
2010-04-14,0.09731780352184369
2010-04-15,0.09737198535029054
2010-04-16,0.09903803642926479
2010-04-19,0.0988367246151066
2010-04-20,0.09625529061773133
2010-04-21,0.09496437332488927
2010-04-22,0.09416036236319515
2010-04-23,0.09346483949688685
2010-04-26,0.09441512351106734
2010-04-27,0.09638459557070701
2010-04-28,0.09695366822978814
2010-04-29,0.0952095133366625
2010-04-30,0.09746850313787082
2010-05-03,0.09685647745651779
2010-05-04,0.10013454679100069
2010-05-05,0.09922227304305609
2010-05-06,0.10334376381807565
2010-05-07,0.10639808544602675
2010-05-10,0.10201236227728223
2010-05-11,0.10245128629974255
2010-05-12,0.1027949931951115
2010-05-13,0.10358671519401629
2010-05-14,0.10390745201245483
2010-05-17,0.1025593429613562
2010-05-18,0.10500121554861724
2010-05-19,0.10328924749731241
2010-05-20,0.10826075282551087
2010-05-21,0.10678957276592421
2010-05-24,0.10771558208948155
2010-05-25,0.10774339340540955
2010-05-26,0.10868111300833379
2010-05-27,0.10486035563780785
2010-05-28,0.10604324265387938
2010-06-01,0.10930674547919411
2010-06-02,0.10808604240119023
2010-06-03,0.10765310264347437
2010-06-04,0.11308960070080161
2010-06-07,0.11541799793285737
2010-06-08,0.11545479990044552
2010-06-09,0.11491021491496574
2010-06-10,0.11124116672077637
2010-06-11,0.11151207563298042
2010-06-14,0.11153949462212286
2010-06-15,0.10906140976105796
2010-06-16,0.10900374499767888
2010-06-17,0.11036309950881273
2010-06-18,0.11009252791489885
2010-06-21,0.11064373001307885
2010-06-22,0.11285448336026047
2010-06-23,0.1136561511419335
2010-06-24,0.10894436319854077
2010-06-25,0.10842000910696988
2010-06-28,0.1094636897193213
2010-06-29,0.11296024968199476
2010-06-30,0.11484646414045738
2010-07-01,0.11410343906280154
2010-07-02,0.11477552467500059
2010-07-06,0.11551254754462242
2010-07-07,0.11356350912583407
2010-07-08,0.11200765690624377
2010-07-09,0.11083435757091742
2010-07-12,0.10675619732435683
2010-07-13,0.10521416133054957
2010-07-14,0.105508039797659
2010-07-15,0.10487763898527105
2010-07-16,0.10904747617938208
2010-07-19,0.10902899222663356
2010-07-20,0.10709362403070771
2010-07-21,0.10808138396943162
2010-07-22,0.1046368889931839
2010-07-23,0.1031704539826826
2010-07-26,0.10107436801310363
2010-07-27,0.10232370181096659
2010-07-28,0.10308151586204449
2010-07-29,0.10327599445960886
2010-07-30,0.09625082258348198
2010-08-02,0.09484375153809253
2010-08-03,0.09459134858305111
2010-08-04,0.09618576420244444
2010-08-05,0.0993863791465407
2010-08-06,0.09948254617002973
2010-08-09,0.0974007854385403
2010-08-10,0.09999545175328106
2010-08-11,0.10331907073026138
2010-08-12,0.10397165602450532
2010-08-13,0.10491566411968885
2010-08-16,0.10554805937442875
2010-08-17,0.10464778014193625
2010-08-18,0.10463845497789265
2010-08-19,0.1071192717706871
2010-08-20,0.10770261211806777
2010-08-23,0.1085902695142793
2010-08-24,0.1103126568152848
2010-08-25,0.11082341050291339
2010-08-26,0.11231471426699206
2010-08-27,0.10929331359348055
2010-08-30,0.11082998759676194
2010-08-31,0.11363007504869187
2010-09-01,0.10997403663026162
2010-09-02,0.10865035272964559
2010-09-03,0.08872323053330011
2010-09-07,0.08964267296689939
2010-09-08,0.08986493870299861
2010-09-09,0.08923110790620156
2010-09-10,0.08947532763895152
2010-09-13,0.0865860030398899
2010-09-14,0.08665524588023771
2010-09-15,0.08667484896170034
2010-09-16,0.08665975737219014
2010-09-17,0.0864256160276136
2010-09-20,0.08508426985559835
2010-09-21,0.08557695408126416
2010-09-22,0.08658043753294949
