,Open,High,Low,Close
2011-09-16,9.739999999999998,10.77,8.84,10.54
2011-09-19,10.09,11.619999999999997,9.84,11.619999999999997
2011-09-20,11.82,11.86,11.169999999999998,11.54
2011-09-21,11.64,11.84,11.02,11.239999999999998
2011-09-22,10.93,11.09,10.239999999999998,11.04
2011-09-23,11.239999999999998,11.239999999999998,9.86,10.09
2011-09-26,10.23,10.509999999999998,9.23,10.509999999999998
2011-09-27,10.59,12.18,10.59,11.209999999999997
2011-09-28,11.129999999999999,11.54,10.59,10.689999999999998
2011-09-29,10.84,11.09,10.509999999999998,11.009999999999998
2011-09-30,10.869999999999997,11.09,9.899999999999999,10.239999999999998
2011-10-03,9.84,10.52,9.59,10.14
2011-10-04,10.029999999999998,11.09,8.89,10.14
2011-10-05,9.39,10.14,9.099999999999998,10.04
2011-10-06,9.739999999999998,10.82,9.739999999999998,10.599999999999998
2011-10-07,10.43,10.84,10.11,10.189999999999998
2011-10-10,10.189999999999998,10.279999999999998,9.829999999999998,10.209999999999997
2011-10-11,9.34,10.599999999999998,9.32,10.32
2011-10-12,10.3,10.64,10.219999999999999,10.439999999999998
2011-10-13,10.239999999999998,10.61,9.989999999999998,10.459999999999997
2011-10-14,10.459999999999997,10.91,10.219999999999999,10.849999999999998
2011-10-17,10.869999999999997,11.57,10.84,11.559999999999999
2011-10-18,11.64,13.09,11.619999999999997,12.32
2011-10-19,12.169999999999998,13.09,12.169999999999998,12.899999999999999
2011-10-20,12.75,13.079999999999998,12.52,12.77
2011-10-21,12.95,13.329999999999998,12.619999999999997,12.79
2011-10-24,12.759999999999998,14.239999999999998,12.759999999999998,13.64
2011-10-25,13.579999999999998,13.669999999999998,12.59,12.619999999999997
2011-10-26,12.55,13.169999999999998,12.349999999999998,12.719999999999999
2011-10-27,12.82,13.739999999999998,12.809999999999999,13.259999999999998
2011-10-28,13.11,13.169999999999998,12.599999999999998,12.759999999999998
2011-10-31,12.54,13.099999999999998,12.3,12.369999999999997
2011-11-01,12.099999999999998,12.75,11.95,12.509999999999998
2011-11-02,12.64,13.34,12.459999999999997,12.91
2011-11-03,13.259999999999998,13.34,12.34,12.84
2011-11-04,12.61,12.899999999999999,12.559999999999999,12.84
2011-11-07,12.719999999999999,12.82,12.5,12.629999999999999
