Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-28,1.323
2006-04-29,1.2401
2006-07-29,0.9348
2006-10-28,0.1475
2007-02-03,0.3132
2007-05-05,1.1134
2007-08-04,0.6257
2007-11-03,0.6374
2008-02-02,0.7632
2008-05-03,0.5881
2008-08-02,1.0302
2008-11-01,4.2562999999999995
2009-01-31,1.5689
2009-05-02,1.8900000000000001
2009-08-01,-3.6479
2009-10-31,2.6532999999999998
2010-01-30,-2.2631
2010-05-01,-0.1461
2010-07-31,0.7875
2010-10-30,3.4236
2011-01-29,4.0417
2011-04-30,1.4016
2011-07-30,2.0012
2011-10-29,-3.3676
2012-01-28,3.0858
2012-04-28,1.1755
2012-07-28,0.6776
2012-10-27,0.8343
2013-02-02,-6.2185
2013-05-04,0.0772
2013-08-03,-0.2299
2013-11-02,0.23
2014-02-01,0.6862
2014-05-03,1.124
2014-08-02,0.2243
2014-11-01,0.22
2015-01-31,0.8003
2015-05-02,-3.1924
2015-08-01,-3.8897
2015-10-31,-2.2816
2016-01-30,1.1301
2016-04-30,-4.0252
2016-07-30,-1.4346999999999999
2016-10-29,4.2363
2017-01-28,0.2623
