Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-26,-2.2928
2006-06-25,0.0415
2006-09-24,-6.0959
2006-12-31,0.3217
2007-04-01,0.4515
2007-07-01,2.3819
2007-09-30,1.9318
2007-12-30,1.3921
2008-03-30,1.5133
2008-06-29,-0.1478
2008-09-28,-2.0447
2008-12-28,-2.9529
2009-03-29,0.7549
2009-06-28,2.5256
2009-09-27,2.6948
2009-12-27,2.9482
2010-03-28,5.4072
2010-06-27,-1.3421
2010-09-26,627.353
2010-12-26,32.1438
2011-03-27,-8.2024
2011-06-26,-9.1253
2011-09-25,0.3641
2011-12-25,6.2926
2012-03-25,10.358
2012-06-24,8.0512
2012-09-25,-2.8372
2012-12-30,1.5725
2013-03-31,-2.1857
2013-06-30,47.3919
2013-09-29,3.9002
2013-12-29,1.1537
2014-03-30,0.2729
2014-06-29,0.3953
2014-09-28,-0.0053
2015-03-29,0.6744
2015-06-28,0.6432
