Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2013-09-27,-0.9707
2014-03-28,0.7703
2014-06-27,-0.4021
2014-09-26,-1.0903
2014-12-26,-0.3292
2015-03-27,-0.461
2015-06-26,-0.1499
2015-09-25,-0.9268
2015-12-25,-3.6883
2016-03-25,0.6738
2016-06-24,-0.5003
2016-09-30,2.0147
2017-03-31,-43.1857
