Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.3639
2006-06-30,2.2604
2006-09-30,-2.8464
2006-12-31,2.1723
2007-03-31,-1.1177
2007-06-30,-0.2372
2007-09-30,-0.7163
2007-12-31,-0.1221
2008-03-31,-1.1259
2008-06-30,-3.8199
2008-09-30,3.0523
2008-12-31,0.0962
2009-03-31,-2.8256
2009-06-30,-1.0966
2009-09-30,-1.9343
2009-12-31,-0.8394
2010-03-31,-3.2259
2010-06-30,3.6441
2010-09-30,0.4441
2010-12-31,0.0985
2011-03-31,-2.433
2011-06-30,-1.1574
2011-09-30,-1.5692
2011-12-31,0.3563
2012-03-31,-0.9242
2012-06-30,0.2551
2012-09-30,5.5083
2012-12-31,1.4779
2013-03-31,-2.0389
2013-06-30,-0.7133
2013-09-30,5.5733
2013-12-31,-0.8679
2014-03-31,-0.3632
2014-06-30,-1.3792
2014-09-30,-1.6845
2014-12-31,5.4421
2015-03-31,-1.2876
2015-06-30,-16.8683
2015-09-30,1.394
2015-12-31,1.4054
2016-03-31,1.0747
2016-06-30,-0.1962
2016-09-30,-11.2013
2016-12-31,-2.3315
2017-03-31,-2.2783
