Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2010-09-30,0.8445
2010-12-31,1.417
2011-03-31,1.6684999999999999
2011-06-30,1.1935
2011-09-30,2.1369
2011-12-31,6.037
2012-03-31,3.063
2012-06-30,-2.1075
2012-09-30,1.2724
2012-12-31,0.7854
2013-03-31,1.754
2013-06-30,-1.0943
2013-09-30,-0.5368
2013-12-31,-1.5307
2014-03-31,-1.681
2014-06-30,1.9487
2014-09-30,-1.3719000000000001
2014-12-31,1.319
2015-03-31,1.1685
2015-06-30,1.7437
2015-09-30,5.2745
2015-12-31,88.5734
2016-03-31,2.8902
2016-06-30,0.5176
2016-09-30,0.719
2016-12-31,0.0161
2017-03-31,-0.6772
