Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2009-05-02,1.5389
2009-08-01,1.595
2009-10-31,6.4094
2010-01-30,-2.1522
2010-05-01,-2.7537
2010-07-31,-9.5524
2010-10-30,-0.1438
2011-01-29,0.1537
2011-04-30,0.8695
2011-07-28,0.6284
2011-10-29,0.8396
2012-01-28,1.5443
2012-04-28,6.5106
2012-07-28,1.2956
2012-10-27,8.3305
2013-02-02,0.6046
2013-05-04,0.6583
2013-08-03,2.5943
2013-11-02,1.1732
2014-02-01,1.9443
2014-05-03,1.0867
2014-08-02,1.6659
2014-11-01,1.1879
2015-01-31,1.4031
2015-05-02,1.4078
2015-08-01,0.195
2015-10-31,0.5994
2016-01-30,0.1197
2016-04-30,0.3159
2016-07-30,-0.0644
2016-10-29,1.1462
2017-01-28,0.0366
