Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-5.9192
2006-06-30,-1.6939
2006-09-30,-64.7498
2006-12-31,1.3917
2007-03-31,0.5649
2007-06-30,1.2325
2007-09-30,-0.0924
2007-12-31,1.9184999999999999
2008-03-31,22.1704
2008-06-30,-25.1237
2008-09-30,-9.5524
2008-12-31,-6.3489
2009-03-31,-0.3292
2009-06-30,0.642
2009-09-30,-3.3256
2009-12-31,3.7552
2010-03-31,1.9694
2010-06-30,2.0551
2010-09-30,2.3696
2010-12-31,-1.37
2011-03-31,-8.149
2011-06-30,-0.0434
2011-09-30,-0.0487
2011-12-31,3.9777
2012-03-31,3.5705
2012-06-30,0.2928
2012-09-30,-1.7753999999999999
2012-12-31,-0.9935
2013-03-31,-0.7577
2013-06-30,-0.7829
2013-09-30,-0.0374
2013-12-31,1.3246
2014-03-31,1.5368
2014-06-30,13.4891
2014-09-30,3.1766
2014-12-31,1.4227
2015-03-31,1.6059
2015-06-30,1.2872
2015-09-30,2.6089
2015-12-31,6.1379
2016-03-31,6.5804
2016-06-30,-1.8129
2016-09-30,0.5139
2016-12-31,-3.6079
2017-03-31,0.6583
