Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,0.6311
2006-06-30,0.6155
2006-09-30,0.7877
2006-12-31,0.7097
2007-03-31,1.1685
2007-06-30,1.536
2007-09-30,1.4437
2007-12-31,1.87
2008-03-31,1.5842
2008-06-30,0.9406
2008-09-30,0.8232
2008-12-31,1.7264
2009-03-31,-3.2813
2009-06-30,-0.6783
2009-09-30,-0.1883
2009-12-31,0.1688
2010-03-31,1.3147
2010-06-30,-1.0433
2010-09-30,3.8511
2010-12-31,1.7953
2011-03-31,2.1737
2011-06-30,2.5452
2011-09-30,0.3395
2011-12-31,1.7307
2012-03-31,1.8181
2012-06-30,0.7047
2012-09-30,1.0142
2012-12-31,0.2382
2013-03-31,-0.431
2013-06-30,0.4983
2013-09-30,-0.05
2013-12-31,-0.5122
2014-03-31,-0.7689
2014-06-30,-0.4788
2014-09-30,-0.4409
2014-12-31,0.088
2015-03-31,0.1558
2015-06-30,0.1569
2015-09-30,0.3054
2015-12-31,0.4864
2016-03-31,0.621
2016-06-30,-0.4475
2016-09-30,-0.4744
2016-12-31,-1.518
2017-03-31,3.2627
