Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-28,-0.0389
2006-08-31,0.0441
2006-11-30,-10.1754
2007-02-28,-0.7394
2007-05-31,0.1314
2007-08-31,0.107
2007-11-30,0.7287
2008-02-29,0.7907
2008-05-31,0.6763
2008-08-31,1.1907
2008-11-30,2.3344
2009-02-28,-1.0663
2009-05-31,0.3082
2009-08-31,0.6968
2009-11-30,0.9265
2010-02-28,-1.3321
2010-05-31,-0.6557
2010-08-31,-0.0027
2010-11-30,-0.2782
2011-02-28,0.7417
2011-05-31,0.4901
2011-08-31,0.8343
2011-11-30,3.7572
2012-02-29,-15.2565
2012-05-31,1.6303
2012-08-31,-0.3134
2012-11-30,-1.6285
2013-09-30,-0.9852
2013-12-31,-0.6965
2014-03-31,-0.3974
2014-06-30,-1.063
2014-09-30,-0.0877
2014-12-31,2.2045
2015-03-31,-0.6759
2015-06-30,1.0647
2015-09-30,-0.8216
2015-12-31,0.9948
2016-03-31,-0.1299
2016-06-30,-0.1706
2016-09-30,0.4379
2016-12-31,0.7919
2017-03-31,0.36
