Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.9754
2006-06-30,2.7531
2006-09-30,1.4407
2006-12-31,1.0715
2007-03-31,0.6046
2007-06-30,-0.0397
2007-09-30,0.3122
2007-12-31,0.4894
2008-03-31,0.7393
2008-06-30,1.3712
2008-09-30,1.9063
2008-12-31,4.3095
2009-03-31,695.671
2009-06-30,2.0682
2009-09-30,0.4224
2009-12-31,-0.2338
2010-03-31,0.0859
2010-06-30,0.7205
2010-09-30,2.1819
2010-12-31,2.4697
2011-03-31,1.9995
2011-06-30,1.6492
2011-09-30,0.9347
2011-12-31,1.0555
2012-03-31,0.9904
2012-06-30,0.7408
2012-09-30,0.7766
2012-12-31,0.3703
2013-03-31,0.5991
2013-06-30,5.3385
2013-09-30,-8.1865
2013-12-31,-8.8024
2014-03-31,-1.5379
2014-06-30,-1.7059
2014-09-30,-0.0586
2014-12-31,0.2364
2015-03-31,0.6281
2015-06-30,-0.0377
2015-09-30,-0.3422
2015-12-31,-0.6396
2016-03-31,-1.6599
2016-06-30,-1.1126
2016-09-30,-0.3425
2016-12-31,0.7216
2017-03-31,2.311
