Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-1.3881
2006-06-30,0.38
2006-09-29,1.6028
2006-12-31,9.0933
2007-03-30,-2.6172
2007-06-29,-1.9142
2007-09-28,-1.1141
2007-12-31,7.3159
2008-06-27,-2.514
2008-09-26,5.913
2008-12-31,0.0792
2009-07-03,0.2008
2009-10-02,0.3537
2009-12-31,-16.8645
2010-04-02,-0.5356
2010-07-02,-0.1055
2010-09-30,0.4146
2010-12-31,0.856
2011-04-01,1.1876
2011-07-02,1.6967
2011-09-30,-27.3724
2011-12-31,-0.6784
2012-03-30,-0.488
2012-06-29,-0.6068
2012-09-28,-0.1182
2012-12-31,0.1352
2013-03-29,-1.9529
2013-06-28,-11.5728
2013-09-27,-1.344
2013-12-31,-0.6148
2014-04-04,-0.3518
2014-07-04,-0.3314
2014-10-03,-0.1514
2014-12-31,0.8435
