Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,3.4748
2006-06-30,4.6598
2006-09-30,-10.181
2006-12-31,-2.8171
2007-03-31,-0.0461
2007-06-30,0.0416
2007-09-30,0.3507
2007-12-31,-0.0471
2008-03-31,-1.5012
2008-06-30,5.8383
2008-09-30,4.7413
2008-12-31,-12.1911
2009-03-31,1.4443
2009-06-30,0.298
2009-09-30,0.5568
2009-12-31,1.2188
2010-03-31,0.1812
2010-06-30,0.1934
2010-09-30,0.1453
2010-12-31,0.7048
2011-03-31,0.4688
2011-06-30,0.8278
2011-09-30,68.6718
2011-12-31,-1.3308
2012-03-31,-5.3957
2012-06-30,0.9014
2012-09-30,0.8723
2012-12-31,0.3685
2013-03-31,-0.1033
2013-06-30,0.6825
2013-09-30,-6.4641
2013-12-31,-7.1045
2014-03-31,0.6344
2014-06-30,-22.2002
2014-09-30,6.8925
2014-12-31,2.5768
2015-03-31,1.2346
2015-06-30,-0.1526
2015-09-30,-0.6663
2015-12-31,0.3028
2016-03-31,-1.1501
2016-06-30,0.7811
2016-09-30,0.1403
2016-12-31,0.2627
