Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.6086
2006-06-30,1.9367999999999999
2006-09-30,2.2636
2006-12-31,0.9555
2007-03-31,1.1447
2007-06-30,1.2538
2007-09-30,1.3989
2007-12-31,2.2428
2008-03-31,0.4716
2008-06-30,0.6386
2008-09-30,-0.0132
2008-12-31,-0.1494
2009-03-31,-0.3755
2009-06-30,-0.9201
2009-09-30,-3.6334
2009-12-31,0.851
2010-03-31,0.3055
2010-06-30,-0.5982
2010-09-30,-2.997
2010-12-31,-8.8491
2011-03-31,2.2734
2011-06-30,-0.2388
2011-09-30,0.0111
2011-12-31,1.6613
2012-03-31,12.1345
2012-06-30,-0.3706
2012-09-30,-0.5389
2012-12-31,-0.6859
2013-03-31,-1.7115
2013-06-30,0.4648
2013-09-30,0.8384
2013-12-31,0.0697
2014-03-31,-0.2174
2014-06-30,0.6583
2014-09-30,0.279
2014-12-31,2.0514
2015-03-31,0.5719
2015-06-30,0.4211
2015-09-30,0.5123
2015-12-31,-0.2901
2016-03-31,2.6484
2016-06-30,2.7741
2016-09-30,1.4844
2016-12-31,1.4683
2017-03-31,-0.6352
