Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-04-01,0.302
2006-07-01,0.6638
2006-09-30,1.4845
2006-12-30,0.3895
2007-03-31,0.786
2007-06-30,0.3842
2007-09-29,0.6115
2007-12-29,0.8729
2008-03-29,3.9775
2008-06-28,5.5149
2008-09-27,2.1373
2008-12-27,1.1435
2009-03-28,1.3944
2009-06-27,1.907
2009-09-26,4.5511
2009-12-26,-25.5326
2010-03-27,-0.5573
2010-06-26,1.2291
2010-09-25,-2.8504
2010-12-25,-1.1972
2011-03-26,0.8665
2011-06-25,-1.0076
2011-09-24,1.8244
2011-12-31,0.3054
2012-03-31,-0.0898
2012-06-30,-0.0584
2012-09-29,-4.8048
2012-12-31,0.1266
2013-03-30,0.6356
2013-06-29,0.0619
2013-09-28,1.4083
2013-12-28,1.7152
2014-03-29,1.2058
2014-06-28,1.0319
2014-09-27,1.2267
2014-12-27,1.7431
2015-03-28,17.2558
2015-06-27,-12.966
2015-09-26,-2.0896
2015-12-26,-6.9705
2016-03-26,1.5237
2016-06-25,2.221
2016-09-24,0.9998
2016-12-31,-0.3093
