Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.1
2006-06-30,-0.5671
2006-09-30,4.9957
2006-12-31,-3.6686
2007-03-31,-0.4643
2007-06-30,-26.3777
2007-09-30,-4.6987
2008-03-31,-0.0423
2008-06-30,-0.011
2008-09-30,-1.9115
2009-03-31,-41.9065
2009-06-30,-3.4061
2009-09-30,-8.2132
2009-12-31,-45.6058
2010-03-31,0.8882
2010-06-30,-0.3758
2010-09-30,-0.8262
2010-12-31,-1.2072
2011-03-31,0.3896
2011-06-30,1.155
2011-09-30,34.0418
2011-12-31,-9.1653
2012-03-31,-33.539
2012-06-30,20.1545
2012-09-30,1.6385999999999998
2012-12-31,1.4902
2013-03-31,1.2246
2013-06-30,1.2064
2013-09-30,-0.2583
2013-12-31,-0.0511
2014-03-31,-0.9812
2014-06-30,0.8128
2014-09-30,1.1267
2014-12-31,0.3842
2015-03-31,-5.4931
2015-06-30,-6.4824
2015-09-30,7.6531
2015-12-31,-0.3481
2016-03-31,-0.7955
2016-06-30,-2.4244
2016-09-30,-1.0086
2016-12-31,-0.435
2017-03-31,-1.4574
