Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-2.3963
2006-06-30,-0.1078
2006-09-29,1.1381000000000001
2006-12-29,-0.3614
2007-03-30,-0.2707
2007-06-29,217.8409
2007-09-28,1.8329
2007-12-28,-5.8194
2008-03-28,-7.4702
2008-06-27,0.3282
2008-09-26,0.3414
2008-12-26,0.4158
2009-03-27,1.0542
2009-06-26,0.9979
2009-09-25,1.4836
2009-12-25,3.4675000000000002
2010-03-26,10.7351
2010-06-25,-3.7029
2010-09-24,1.3468
2010-12-24,-2.8874
2011-03-25,3.0432
2011-06-24,-1.8433000000000002
2011-09-30,-14.2159
2011-12-30,-0.3897
2012-03-30,-0.3866
2012-06-29,-0.2723
2012-09-28,-0.4212
2012-12-28,-11.1055
2013-03-29,21.5379
2013-06-27,12.5693
2013-09-27,-0.4011
2013-12-27,-0.7685
2014-03-28,4.4134
2014-06-27,-1.0539
2014-09-26,-0.8702
2014-12-26,6.5509
2015-03-27,-1.2006000000000001
2015-06-26,-0.9573
2015-09-25,1.2532
2015-12-31,-0.0187
2016-03-31,-0.0109
2016-06-24,3.0662
2016-09-30,3.005
2016-12-31,6.9726
2017-03-31,6.8802
