Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2007-12-28,-0.8186
2008-03-28,-0.3729
2008-06-27,-0.1451
2008-09-26,0.1702
2008-12-26,1.0333
2009-03-27,0.403
2009-06-26,-1.9429
2009-09-25,1.4978
2009-12-25,-0.0242
2010-03-26,-0.451
2010-06-25,-1.9515
2010-09-24,2.7743
2010-12-24,1.3739
2011-03-25,0.8791
2011-06-24,1.2873
2011-09-30,0.6255
2011-12-30,2.1617
2012-03-30,2.1609
2012-06-29,-0.8891
2012-09-28,-0.3341
2012-12-28,-1.5965
2013-03-29,-0.7773
2013-06-28,-7.6156
2013-09-27,-0.3359
2013-12-27,-9.3455
2014-03-28,-8.1976
2014-06-27,1.4278
2014-09-26,0.6094
2014-12-26,2.8199
