Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,4.1163
2006-06-30,5.9491
2006-09-30,7.0515
2006-12-31,4.3233
2007-03-31,-15.3135
2007-06-30,-8.6816
2007-09-30,-1.7476
2007-12-31,-0.5168
2008-03-31,-0.8275
2008-06-30,-0.726
2008-09-30,-0.0731
2008-12-31,-25.973
2009-03-31,-6.5956
2009-06-30,-11.502
2009-09-30,5.414
2009-12-31,1.1087
2010-03-31,0.6158
2010-06-30,0.6436
2010-09-30,0.7112
2010-12-31,0.5868
2011-03-31,-24.3471
2011-06-30,15.0145
2011-09-30,2.7236
2011-12-31,-0.2927
2012-03-31,1.9667
2012-06-30,2.3181
2012-09-30,2.7343
2012-12-31,2.7056
2013-03-31,2.8834
2013-06-30,-4.2861
2013-09-30,-1.6653
2013-12-31,-2.2905
2014-03-31,-0.47
2014-06-30,-1.1677
2014-09-30,-16.8142
2014-12-31,6.2798
2015-03-31,1.7905
2015-06-30,-4.8447
2015-09-30,1.539
2015-12-31,8.177
2016-03-31,18.6778
2016-06-30,-4.3706
2016-09-30,-4.1202
2016-12-31,0.6321
2017-03-31,-2.2984
