Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-12,0.6225
2006-05-07,0.8739
2006-09-03,0.7285
2006-11-26,1.2398
2007-02-18,2.03
2007-05-13,1.1686
2007-09-02,2.2454
2007-11-25,0.6091
2008-02-17,0.5055
2008-05-11,0.5312
2008-08-31,0.2559
2008-11-23,0.7468
2009-02-15,6.6692
2009-05-10,0.1114
2009-08-30,-2.3214
2009-11-22,0.8865
2010-02-14,0.657
2010-05-09,0.4082
2010-08-29,0.5522
2010-11-21,0.9013
2011-02-13,1.248
2011-05-08,0.9585
2011-08-28,1.0558
2011-11-20,0.9003
2012-02-12,1.3143
2012-05-06,1.2283
2012-09-02,0.4812
2012-11-25,0.7264
2013-02-17,1.1273
2013-05-12,1.0648
2013-09-01,13.469
2013-11-24,2.6477
2014-02-16,1.5658
2014-05-11,1.5633
2014-08-31,0.7618
2014-11-23,0.4449
2015-02-15,0.8066
2015-05-10,3.8231
2015-08-30,7.4463
2015-11-22,5.8076
2016-02-14,1.5682
2016-05-08,0.2555
2016-08-28,0.3133
2016-11-20,1.0112
2017-02-12,1.2324
