Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.1733
2006-06-30,-3.0733
2006-09-30,-2.1835
2006-12-31,-2.9222
2007-03-31,-2.7852
2007-06-30,-0.037
2007-09-30,1.2063
2007-12-31,1.8409
2008-03-31,-0.719
2008-06-30,0.0615
2008-09-30,1.3946
2008-12-31,-0.0577
2009-03-31,4.1085
2009-06-30,1.158
2009-09-30,-0.5416
2009-12-31,0.8299
2010-03-31,0.8403
2010-06-30,-1.455
2010-09-30,-2.0435
2010-12-31,1.5429
2011-03-31,3.1976
2011-06-30,5.8643
2011-09-30,5.0899
2011-12-31,1.0506
2012-03-31,-0.7522
2012-06-30,0.3295
2012-09-30,2.4465
2012-12-31,5.9531
2013-03-31,6.1576
2013-06-30,3.3012
2013-09-30,-1.1447
2013-12-31,-4.6699
2014-03-31,-6.5282
2014-06-30,-4.2511
2014-09-30,-3.6916
2014-12-31,1.4813
2015-03-31,1.2825
2015-06-30,8.8461
