Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2008-03-31,10.586500000000001
2008-06-30,3.44
2008-12-31,-2.3689
2009-03-31,-3.9063
2009-06-30,-0.9559
2009-09-30,-2.9864
2009-12-31,11.2045
2010-03-31,0.4553
2010-06-30,0.1909
2010-09-30,2.7429
2010-12-31,3.653
2011-03-31,0.9949
2011-06-30,1.1966
2011-09-30,-0.0666
2011-12-31,-0.2698
2012-03-31,-0.8598
2012-06-30,-2.8136
2012-09-30,-4.8076
2012-12-31,-2.3054
2013-03-31,-4.8027
2013-06-30,133.0
2013-09-30,21.5944
2013-12-31,4.8863
2014-03-31,-5.066
2014-06-30,-31.9048
2014-09-30,-228.6269
2014-12-31,30.8973
2015-03-31,0.0
2015-06-30,1.0204
2015-09-30,-1.9881
2015-12-31,-5.245
2016-03-31,-4.4942
2016-06-30,5.0788
2016-09-30,1.7265000000000001
2016-12-31,2.3667
2017-03-31,2.6166
