Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.441
2006-06-30,0.6007
2006-09-30,0.7401
2006-12-31,1.2692
2007-03-31,2.3861
2007-06-30,0.7126
2007-09-30,0.7128
2007-12-31,0.7548
2008-03-31,1.2151
2008-06-30,1.8514
2008-09-30,1.22
2008-12-31,-0.7532
2009-03-31,196.9407
2009-06-30,42.6402
2009-09-30,-3.0448
2009-12-31,-1.3982999999999999
2010-03-31,6.7086
2010-06-30,3.1762
2010-09-30,1.2887
2010-12-31,-90.1686
2011-03-31,-0.2758
2011-06-30,0.1162
2011-09-30,0.7767
2011-12-31,0.9463
2012-03-31,0.9319
2012-06-30,2.3145
2012-09-30,-4.4781
2012-12-31,0.16
2013-03-31,-0.697
2013-06-30,0.541
2013-09-30,0.3787
2013-12-31,0.9912
2014-03-31,1.0699
2014-06-30,1.053
2014-09-30,0.9565
2014-12-31,0.9657
2015-03-31,0.5381
2015-06-30,0.6111
2015-09-30,1.2117
2015-12-31,2.2067
2016-03-31,1.8625
2016-06-30,0.827
2016-09-30,-0.8213
2016-12-31,-0.3794
2017-03-31,-0.0853
