Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,-0.3195
2006-06-30,0.4264
2006-09-30,0.8252
2006-12-31,0.4027
2007-03-31,1.5931
2007-06-30,1.3168
2007-09-30,2.1205
2007-12-31,2.5979
2008-03-31,0.3396
2008-06-30,2.8552999999999997
2008-09-30,3.0597
2008-12-31,37.6437
2009-03-31,13.9069
2009-06-30,9.716
2009-09-30,19.4295
2009-12-31,-21.3281
2010-03-31,-2.7026
2010-06-30,4.8029
2010-09-30,8.064
2010-12-31,7.8757
2011-03-31,3.6837999999999997
2011-06-30,1.6793
2011-09-30,2.2472
2011-12-31,3.3988
2012-03-31,5.106
2012-06-30,-26.9645
2012-09-30,2.632
2012-12-31,1.1006
2013-03-31,2.5553
2013-06-30,4.4881
2013-09-30,-3.4453
2013-12-31,0.2703
2014-03-31,-1.3101
2014-06-30,-1.4607999999999999
2014-09-30,-4.2027
2014-12-31,-0.5307
2015-03-31,-2.0163
2015-06-30,-3.0058
2015-09-30,-15.3452
2015-12-31,-7.9535
2016-03-31,-2.1944
2016-06-30,16.0329
2016-09-30,51.5472
2016-12-31,-13.2339
2017-03-31,1.9285
