Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2009-03-31,7.6056
2009-06-30,4.4397
2009-09-30,4.15
2009-12-31,-0.3399
2010-03-31,5.8741
2010-06-30,-2.0585
2010-09-30,1.8138
2010-12-31,-1.6636
2011-03-31,-0.3341
2011-06-30,0.5378
2011-09-30,-1.6446
2011-12-31,-3.7792
2012-03-31,-6.3427
2012-06-30,-8.5553
2012-09-30,311.6808
2012-12-31,-4.4945
2013-03-31,-3.0267
2013-06-30,-3.735
2013-09-30,-5.4132
2013-12-31,-1.0761
2014-03-31,3.5494
2014-06-30,-3.2655
2014-09-30,-0.9841
2014-12-31,0.6361
2015-03-31,0.2334
2015-06-30,1.2762
2015-09-30,1.7633999999999999
2015-12-31,0.9996
2016-03-31,1.2375
2016-06-30,3.6227
2016-09-30,4.0547
2016-12-31,-1.6181
2017-03-31,3.0263
