Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,5.8564
2006-06-30,-5.4929
2006-09-30,-11.0838
2006-12-31,-0.5335
2007-03-31,2.8715
2007-06-30,0.6996
2007-09-30,0.1042
2007-12-31,-2.2325
2008-03-31,-0.9075
2008-06-30,10.6259
2008-09-30,-0.224
2008-12-31,1.6436
2009-03-31,-1.2509000000000001
2009-06-30,-0.3516
2009-09-30,0.9894
2009-12-31,0.6273
2010-03-31,0.8501
2010-06-30,1.3328
2010-09-30,-1.0474
2010-12-31,-5.4797
2011-03-31,1.0493999999999999
2011-06-30,1.4437
2011-09-30,-0.7129
2011-12-31,-2.0565
2012-03-31,-2.6891
2012-06-30,-0.2878
2012-09-30,0.8872
2012-12-31,2.1245
2013-03-31,-4.3053
2013-06-30,-0.1253
2013-09-30,0.8051
2013-12-31,0.065
2014-03-31,-0.2077
2014-06-30,1.0585
2014-09-30,-0.5549
2014-12-31,3.9084
2015-03-31,-2.0493
2015-06-30,0.0063
2015-09-30,6.1821
2015-12-31,0.367
2016-03-31,0.007
2016-06-30,-7.7626
2016-09-30,-1.0017
2016-12-31,-0.4334
2017-03-31,-1.1948
