Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,1.4593
2006-06-30,1.2196
2006-09-30,-4.1064
2006-12-31,0.0561
2007-03-31,-0.9883
2007-06-30,0.1886
2007-09-30,-0.5475
2007-12-31,0.0947
2008-03-31,-0.0802
2008-06-30,0.1374
2008-09-30,0.0992
2008-12-31,-0.3047
2009-03-31,-0.0108
2009-06-30,0.1337
2009-09-30,0.1205
2009-12-31,0.4928
2010-03-31,0.0304
2010-06-30,0.2464
2010-09-30,0.379
2010-12-31,0.3368
2011-03-31,-0.1934
2011-06-30,-0.3131
2011-09-30,0.124
2011-12-31,0.2421
2012-03-31,1.237
2012-06-30,3.3889
2012-09-30,4.015
2012-12-31,98.0999
2013-03-31,-2.6772
2013-06-30,-10.1708
2013-09-30,5.4266
2013-12-31,4.695
2014-03-31,4.3148
2014-06-30,0.48
2014-09-30,0.6007
2014-12-31,-0.7872
2015-03-31,0.169
2015-06-30,-0.0502
2015-09-30,0.1285
2015-12-31,0.3358
2016-03-31,0.2784
2016-06-30,0.2606
2016-09-30,0.4599
2016-12-31,-0.311
