Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-03-31,2.0461
2006-06-30,6.6446
2006-09-29,2.8686
2006-12-29,1.7406000000000001
2007-03-30,2.1891
2007-06-29,-1.2806
2007-09-28,-1.064
2007-12-28,0.5407
2008-03-28,2.968
2008-06-27,3.3667
2008-10-03,-2.4944
2009-01-02,0.1218
2009-04-03,1.504
2009-07-03,2.0114
2009-10-02,2.5881
2010-01-01,-0.5688
2010-04-02,0.4476
2010-07-02,2.249
2010-10-01,15.2366
2010-12-31,-2.4836
2011-04-01,-1.8735
2011-07-01,1.9876
2011-09-30,2.6109999999999998
2011-12-30,0.1343
2012-03-30,0.0129
2012-06-29,0.0747
2012-09-28,0.074
2012-12-28,-0.2205
2013-03-29,0.0458
2013-06-28,0.2566
2013-09-27,-0.4726
2013-12-27,-4.8469999999999995
2014-03-28,-0.4586
2014-06-27,-4.2369
2014-10-03,2.7066
2015-01-02,4.0095
2015-04-03,-12.5548
2015-07-03,-0.0717
2015-10-02,-0.111
2016-01-01,0.3827
2016-04-01,0.6484
2016-07-01,1.3496000000000001
2016-09-30,3.8294
2016-12-30,1.1791
2017-03-31,3.8936
