Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-01-31,7.7138
2006-04-30,8.3804
2006-07-31,102.1731
2006-10-31,-0.3344
2007-01-31,-1.284
2007-04-30,-1.3516
2007-07-31,-0.4036
2007-10-31,0.2872
2008-01-31,0.4545
2008-04-30,0.3584
2008-07-31,0.0
2008-10-31,0.1928
2009-01-31,0.173
2009-04-30,0.3906
2009-07-31,0.5702
2009-10-31,0.6863
2010-01-31,-4.0527
2010-04-30,-0.6181
2010-07-31,0.6623
2010-10-31,0.8477
2011-01-31,1.8012
2011-04-30,1.7602
2011-07-31,1.3695
2011-10-31,2.6355
2012-01-31,2.3002
2012-04-30,3.3001
2012-07-31,8.1887
2012-10-31,5.7235
2013-01-31,3.994
2013-04-30,-173.849
2013-07-31,-0.4216
2013-10-31,-1.8493
2014-01-31,-0.1154
2014-04-30,-0.1296
2014-07-31,-0.1097
2014-10-31,1.1747
2015-01-31,-27.1765
2015-04-30,19.5444
2015-07-31,-101.7263
2015-10-31,7.4954
2016-01-31,-5.4964
2016-04-30,-0.0309
2016-07-31,-0.124
2016-10-31,-0.2014
2017-01-31,-0.1427
