Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2006-02-28,3.0652
2006-05-31,1.7407
2006-08-31,1.1961
2006-11-30,0.5669
2007-02-28,-0.0412
2007-05-31,0.1609
2007-08-31,0.6416
2007-11-30,2.3057
2008-02-29,1.4428
2008-05-31,1.4414
2008-08-31,2.0067
2008-11-30,-0.8484
2009-02-28,0.8597
2009-05-31,0.9229
2009-08-31,1.0942
2009-11-30,-2.6206
2010-02-28,0.4785
2010-05-31,-0.33
2010-08-31,-0.6214
2010-11-30,0.0
2011-02-28,0.9038
2011-05-31,2.1189999999999998
2011-08-31,2.1973
2011-11-30,2.9654
2012-02-29,2.3238
2012-05-31,-1.4514
2012-08-31,0.0739
2012-11-30,-1.3514
2013-02-28,1.7094
2013-05-31,-0.6362
2013-08-31,7.3532
2013-11-30,-1.8354
2014-02-28,2.3453
2014-05-31,0.1186
2014-08-31,-1.6534
2014-11-30,-4.1455
2015-02-28,8.5382
2015-05-31,12.3534
2015-08-31,11.4434
2015-11-30,28.9161
2016-02-29,0.0886
2016-05-31,-1.1456
2016-08-31,0.6733
2016-11-30,-0.4016
2017-02-28,2.1928
