Date,INVENTORY_GROWTH_TO_SALES_GROWTH
2008-06-27,1.1587
2008-09-26,5.0875
2008-12-26,0.0665
2009-03-27,0.4988
2009-06-26,0.9626
2009-09-25,1.545
2009-12-25,-5.5736
2010-03-26,-0.8319
2010-06-25,-0.1434
2010-09-24,0.6339
2010-12-24,2.4343
2011-03-25,1.8079
2011-06-24,1.6106
2011-09-30,0.949
2011-12-30,-4.764
2012-03-30,1.5329000000000002
2012-06-29,2.8689
2012-09-28,0.3596
2012-12-28,5.0501
2013-03-29,-3.3234
2013-06-28,3.971
2013-09-28,-1.2587
2013-12-27,0.2528
2014-03-28,-0.2828
2014-06-27,-0.2512
2014-09-26,1.3689
2014-12-26,1.3716
2015-03-27,-2.2539
2015-06-26,-3.6744
2015-09-25,-2.4522
2015-12-25,0.6823
2016-03-25,0.6898
2016-06-24,-64.7692
2016-09-30,-0.1009
2016-12-30,-0.4637
2017-03-31,0.1641
